Geographic Location,county,state,poverty_pct,med_income
"Erwin, TN", Unicoi County, TN,16.1,"$43,688"
"Talladega, AL",Talladega County, AL,19.3,"$41,630"
"Geismar, LA", Ascension Parish, LA,10.8,"$77,758"
"Jackson, LA", Hinds County, LA,19.4,"$44,776"
"Lanett, AL", Chambers County, AL,8.5,"$89,513"
"Alvin, TX", Brazoria County, TX,10.1,"$74,225"
"Millville, NJ", Cumberland County, NJ,15.7,"$46,300"
"Linden, NJ", Union County, NJ,19.8,"$40,322"
"Gretna, LA", Jefferson Parish, LA,15.6,"$50,871"
"Idaho Falls, ID", Bonneville County, ID,10.6,"$60,444"
"Herriman, UT", Salt Lake County, UT,9.0,"$73,619"
"Royal City, WA", Grant County, WA,14.0,"$57,328"
"Mount Gambier, SA",,,,"$100,075"
"Lake View, SC", Piscataquis County, SC,17.5,"$40,066"
"Bennettsville, SC", Marlboro County, SC,30.0,"$33,534"
"Lancaster, SC",Lancaster County, SC,12.3,"$52,814"
"Neeses, SC", Orangeburg County, SC,25.9,"$37,134"
"Beaufort, SC", Beaufort County, SC,10.9,"$65,843"
"Little River, SC", Horry County, SC,14.3,"$49,082"
"Hartsville, SC", Darlington County, SC,23.5,"$37,206"
"Johnston, SC", Edgefield County, SC,18.5,"$48,818"
"Dresden, TN", Weakley County, TN,19.7,"$42,351"
"Germantown, TN", Shelby County, TN,20.6,"$41,961"
"Perkinston, MS", Stone County, MS,13.4,"$46,026"
"Kossuth, MS", Alcorn County, MS,18.2,"$40,010"
"Woodville, MS", Wilkinson County, MS,30.3,"$29,900"
"Vacherie, LA", St. James Parish, LA,16.8,"$53,903"
"San Leandro, CA", Alameda County, CA,9.0,"$101,744"
"American Canyon, CA", Napa County, CA,8.8,"$85,624"
"Johnson City, TN", Washington County, TN,4.5,"$75,799"
"Mount Olive, AL", Jefferson County, AL,8.1,"$65,831"
"Lebanon, OH", Warren County, OH,10.3,"$65,635"
"Clifton, VA",,,,"$100,075"
"Little Silver, NJ", Monmouth County, NJ,6.7,"$99,223"
"Covington, VA", Alleghany County, VA,14.8,"$46,538"
"Damascus, MD", Montgomery County, MD,24.1,"$52,538"
"Lenexa, KS", Johnson County, KS,10.3,"$57,676"
"Chesterfield, MO", Saint Louis County, MO,,"$100,075"
"Valrico, FL", Hillsborough County, FL,7.4,"$78,714"
"Carl Junction, MO", Jasper County, MO,19.2,"$47,551"
"Andrews, NC", Cherokee County, NC,17.4,"$43,483"
"Lincolnton, NC", Lincoln County, NC,7.9,"$69,598"
"Iowa, LA",,,,"$100,075"
"Carencro, LA", Lafayette Parish, LA,15.3,"$57,821"
"Leesville, LA", Vernon Parish, LA,17.5,"$47,664"
"Bellville, TX", Austin County, TX,10.2,"$59,942"
"Zion, IL", Lake County, IL,36.5,"$33,709"
"Winnie, TX", Chambers County, TX,8.5,"$89,513"
"Selma, AL", Dallas County, AL,14.2,"$59,838"
"Tuskegee, AL", Macon County, AL,18.1,"$42,265"
"Saint Amant, LA", Ascension Parish, LA,10.8,"$77,758"
"Marion, MA", Plymouth County, MA,6.2,"$89,678"
"Middleburg, FL", Clay County, FL,25.1,"$35,983"
"Dardanelle, AR", Yell County, AR,16.3,"$41,729"
"Fort Smith, AR", Sebastian County, AR,15.6,"$46,843"
"Baytown, TX", Harris County, TX,16.5,"$60,241"
"Cordova, AL", Walker County, AL,26.1,"$43,681"
"New Market, AL", Madison County, AL,10.1,"$60,450"
"Ozark, AL", Jefferson County, AL,8.1,"$65,831"
"Pelham, NY", Westchester County, NY,8.3,"$94,521"
"Clinton, LA",Clinton County, LA,12.3,"$50,999"
"Dadeville, AL", Tallapoosa County, AL,19.7,"$42,205"
"El Cerrito, CA", Contra Costa County, CA,7.8,"$101,463"
"Allendale, SC",Allendale County, SC,37.3,"$29,124"
"Antioch, TN", Loudon County, TN,9.1,"$58,186"
"Binghamton, NY", Broome County, NY,17.3,"$50,928"
"New Castle, DE", New Castle County, DE,11.6,"$69,562"
"Vancouver, BC", Clark County, BC,11.9,"$55,245"
"Perkasie, PA", Bucks County, PA,5.7,"$88,538"
"Haddonfield, NJ", Camden County, NJ,8.3,"$65,955"
"Waynesboro, TN", Wayne County, TN,20.9,"$38,704"
"Brandon, FL", Hillsborough County, FL,7.4,"$78,714"
"Forest, IN", Wallowa County, IN,14.5,"$48,137"
"Mount Vernon, IA", Linn County, IA,12.7,"$54,292"
"Bridgeport, TX", Wise County, TX,25.4,"$38,045"
"Springfield, IL", Sangamon County, IL,13.1,"$62,242"
"Stafford, TX", Fort Bend County, TX,7.9,"$92,310"
"Belmont, NC", Gaston County, NC,14.2,"$52,798"
"Bethesda, MD", Montgomery County, MD,24.1,"$52,538"
"Reston, VA", Fairfax County, VA,6.1,"$122,035"
"Lafayette, IN", Tippecanoe County, IN,18.1,"$52,269"
"Burleson, TX",Burleson County, TX,14.8,"$53,626"
"Fairhope, AL", Baldwin County, AL,23.8,"$42,727"
"Scooba, MS", Kemper County, MS,27.5,"$33,437"
"Barren Springs, VA", Wythe County, VA,15.4,"$46,345"
"Haymarket, VA", Prince William County, VA,6.4,"$106,200"
"Camden, NC",Camden County, NC,8.3,"$65,955"
"Hamilton, VA", Loudoun County, VA,3.6,"$140,382"
"Harahan, LA", Jefferson Parish, LA,15.6,"$50,871"
"New Iberia, LA", Iberia Parish, LA,24.1,"$42,909"
"Farmerville, LA", Union Parish, LA,18.0,"$43,584"
"Covina, CA", Los Angeles County, CA,14.2,"$67,986"
"Aliso Viejo, CA", Orange County, CA,9.4,"$63,681"
"Agoura Hills, CA", Los Angeles County, CA,14.2,"$67,986"
"Davidson, NC", Mecklenburg County, NC,18.7,"$44,832"
"Fayetteville, GA", Fayette County, GA,22.5,"$37,867"
"Orem, UT", Utah County, UT,9.4,"$75,296"
"Johnston, IA", Polk County, IA,9.6,"$59,990"
"Matthews, NC", Mecklenburg County, NC,18.7,"$44,832"
"Sharon, MA", Norfolk County, MA,6.5,"$100,184"
"Gustine, CA", Merced County, CA,21.2,"$56,169"
"Baldwin Hills, CA", Anne Arundel County, CA,7.0,"$97,051"
"Maple Valley, WA", King County, WA,9.2,"$94,822"
"Beaverton, OR", Washington County, OR,4.5,"$75,799"
"West Linn, OR", Clackamas County, OR,7.3,"$81,061"
"Mount Angel, OR", Marion County, OR,16.6,"$46,244"
"Newberg, OR", Yamhill County, OR,12.2,"$61,776"
"Mccalla, AL", Jefferson County, AL,8.1,"$65,831"
"Fernandina Beach, FL", Nassau County, FL,5.8,"$115,301"
"Anniston, AL", Calhoun County, AL,22.8,"$36,384"
"Baconton, GA", Mitchell County, GA,21.4,"$48,529"
"Rancho Mirage, CA", Riverside County, CA,12.7,"$66,793"
"Goodyear, AZ", Maricopa County, AZ,12.3,"$65,234"
"Hanford, CA", Kings County, CA,18.9,"$60,862"
"Atmore, AL", Escambia County, AL,14.7,"$50,644"
"Ocoee, FL", Orange County, FL,9.4,"$63,681"
"Lookout Mountain, TN", Hamilton County, TN,14.7,"$49,210"
"Dunwoody, GA", DeKalb County, GA,17.4,"$47,420"
"Lawndale, NC", Cleveland County, NC,11.9,"$62,343"
"Stow, MA", Middlesex County, MA,12.7,"$54,871"
"Hasbrouck Heights, NJ", Bergen County, NJ,6.8,"$100,181"
"Hailey, ID", Blaine County, ID,16.0,"$49,513"
"Nocatee, FL", St. Johns County, FL,6.6,"$81,925"
"Portsmouth, RI",,,,"$100,075"
"Burlington, NC", Alamance County, NC,13.5,"$50,480"
"Havelock, NC", Craven County, NC,14.9,"$50,748"
"Thomasville, NC", Davidson County, NC,15.4,"$60,799"
"Hartland, WI", Waukesha County, WI,5.0,"$87,333"
"Bloomington, IL", Monroe County, IL,13.2,"$58,391"
"Yorkville, IL", New York County, IL,15.6,"$84,610"
"Jefferson City, MO", Cole County, MO,8.9,"$62,817"
"Freeport, IL", Stephenson County, IL,12.7,"$47,357"
"East Lansing, MI", Ingham County, MI,18.1,"$52,837"
"Woodbury, MN", Washington County, MN,4.5,"$75,799"
"South Milwaukee, WI",,,,"$100,075"
"Lodi, WI", Columbia County, WI,7.6,"$65,435"
"Hallock, MN", Kittson County, MN,10.0,"$54,438"
"Baraboo, WI", Sauk County, WI,8.6,"$57,256"
"Coon Rapids, MN", Anoka County, MN,5.6,"$82,284"
"Moorhead, MN", Clay County, MN,25.1,"$35,983"
"Plano, IL", Collin County, IL,6.4,"$96,936"
"Norwalk, CT", Cook County, CT,9.6,"$54,465"
"Old Tappan, NJ", Bergen County, NJ,6.8,"$100,181"
"State College, PA", Centre County, PA,18.1,"$58,258"
"Altoona, PA", Blair County, PA,14.4,"$49,244"
"Hammonton, NJ", Atlantic County, NJ,12.8,"$60,826"
"Huber Heights, OH", Montgomery County, OH,24.1,"$52,538"
"Manlius, NY", Onondaga County, NY,13.7,"$59,786"
"Phoenixville, PA", Chester County, PA,15.9,"$47,508"
"Glenelg, MD", Howard County, MD,20.6,"$50,423"
"Beverly Hills, CA", Los Angeles County, CA,14.2,"$67,986"
"King George, VA",King George County, VA,6.8,"$86,619"
"District Heights, MD", Prince George's County, MD,8.3,"$82,445"
"Fair Haven, NJ", Monmouth County, NJ,6.7,"$99,223"
"Mitchellville, MD", Prince George's County, MD,8.3,"$82,445"
"Westford, MA", Middlesex County, MA,12.7,"$54,871"
"Warminster, PA", Bucks County, PA,5.7,"$88,538"
"North Haven, CT", Richland County, CT,14.3,"$53,050"
"Watertown, CT",,,,"$100,075"
"Brea, CA", Orange County, CA,9.4,"$63,681"
"Windermere, FL", Orange County, FL,9.4,"$63,681"
"Greeneville, TN", Greene County, TN,8.1,"$67,498"
"Gainesville, GA", Hall County, GA,24.1,"$32,597"
"Lake City, SC", Florence County, SC,11.9,"$53,188"
"Crawfordville, FL", Wakulla County, FL,11.9,"$58,203"
"Fruitland, ID", Payette County, ID,12.8,"$51,835"
"Kent, WA", King County, WA,9.2,"$94,822"
"Puyallup, WA", Pierce County, WA,8.5,"$75,421"
"Newhall, CA", Los Angeles County, CA,14.2,"$67,986"
"Mckees Rocks, PA", Allegheny County, PA,11.7,"$59,881"
"Wailuku, HI", Maui County, HI,8.6,"$78,503"
"New Wilmington, PA", Lawrence County, PA,17.7,"$43,651"
"Bedford, VA",Bedford County, VA,10.4,"$61,186"
"Culver, IN", Marshall County, IN,13.9,"$50,064"
"Kohler, WI", Sheboygan County, WI,7.5,"$61,906"
"Dillsburg, PA",,,,"$100,075"
"Kiln, MS", Hancock County, MS,13.2,"$47,299"
"Crystal Springs, MS", Copiah County, MS,26.5,"$38,664"
"East Wenatchee, WA", Douglas County, WA,11.7,"$50,637"
"Fruit Cove, FL", St. Johns County, FL,6.6,"$81,925"
"Douglas, GA",Douglas County, GA,11.7,"$50,637"
"Vanceboro, NC", Craven County, NC,14.9,"$50,748"
"Prichard, AL", Mobile County, AL,20.8,"$43,598"
"Dana Point, CA", Orange County, CA,9.4,"$63,681"
"Queen Creek, AZ", Maricopa County, AZ,12.3,"$65,234"
"Prattville, AL", Autauga County, AL,13.8,"$59,338"
"Farmville, NC", Pitt County, NC,23.2,"$43,303"
"Black Mountain, NC", Buncombe County, NC,11.5,"$53,960"
"Fordyce, AR", Dallas County, AR,14.2,"$59,838"
"Sumner, WA", Bremer County, WA,6.6,"$74,646"
"Refugio, TX",Refugio County, TX,16.3,"$44,821"
"Lyons, GA", Baltimore County, GA,9.9,"$75,836"
"Shiner, TX", Lavaca County, TX,13.5,"$51,128"
"Zionsville, IN", Boone County, IN,22.5,"$38,110"
"Fort Stockton, TX", Pecos County, TX,19.5,"$47,008"
"Waller, TX",Waller County, TX,15.9,"$59,807"
"La Marque, TX", Galveston County, TX,12.1,"$71,959"
"Schertz, TX", Guadalupe County, TX,8.5,"$73,864"
"Rancho Dominguez, CA", Los Angeles County, CA,14.2,"$67,986"
"Daly City, CA", San Mateo County, CA,6.8,"$122,930"
"Yakima, WA", Yakima County, WA,16.5,"$51,377"
"Cochran, GA", Bleckley County, GA,18.7,"$46,019"
"Olympia, WA", Thurston County, WA,8.7,"$72,400"
"Spokane, WA", Spokane County, WA,13.0,"$59,408"
"Woodinville, WA", King County, WA,9.2,"$94,822"
"Bend, OR", Deschutes County, OR,9.4,"$67,372"
"Houma, LA", Terrebonne Parish, LA,17.3,"$51,665"
"Somerville, TN", Fayette County, TN,22.5,"$37,867"
"Pinellas Park, FL", Pinellas County, FL,11.7,"$52,226"
"D'lberville, MS", Lee County, MS,24.8,"$34,796"
"Bassfield, MS", Jefferson Davis County, MS,26.0,"$31,739"
"Moss Point, MS", Jackson County, MS,12.0,"$52,919"
"Burlington, WA", Des Moines County, WA,12.7,"$51,805"
"Bolton, MS", Hinds County, MS,19.4,"$44,776"
"Live Oak, FL", Suwannee County, FL,19.3,"$38,525"
"Adamsville, AL", Jefferson County, AL,8.1,"$65,831"
"Corpus Christi, TX", Nueces County, TX,16.2,"$53,034"
"Westfield, IN", Douglas County, IN,11.7,"$50,637"
"Huntington, WV", Cabell County, WV,19.3,"$39,790"
"Lott, TX", Falls County, TX,21.7,"$37,428"
"Pittsburg, CA", Contra Costa County, CA,7.8,"$101,463"
"Elk Grove Village, IL", Cook County, IL,9.6,"$54,465"
"Swanton, OH", Fulton County, OH,11.5,"$52,277"
"Avon, IN", Hendricks County, IN,5.9,"$80,834"
"Bromont, PQ",,,,"$100,075"
"Dexter, MI", Washtenaw County, MI,15.0,"$72,267"
"Barrie, ON", Lake County, ON,36.5,"$33,709"
"Grand Blanc, MI", Genesee County, MI,9.9,"$58,925"
"Greenville, MI", Montcalm County, MI,14.3,"$50,396"
"Homewood, IL", Cook County, IL,9.6,"$54,465"
"O' Fallon, MO",,,,"$100,075"
"Chesterfield, MI", Oakland County, MI,8.2,"$80,319"
"Michigan City, IN", LaPorte County, IN,,"$100,075"
"Grovetown, GA", Columbia County, GA,7.6,"$65,435"
"Bloomington, IN", Monroe County, IN,13.2,"$58,391"
"Delaware, OH",Delaware County, OH,8.8,"$71,961"
"Lawrenceburg, IN", Dearborn County, IN,9.4,"$66,502"
"White Castle, LA", Iberville Parish, LA,23.8,"$47,917"
"Medina, OH",Medina County, OH,12.3,"$59,304"
"Saint John, IN", Warrick County, IN,7.1,"$75,534"
"Noblesville, IN", Hamilton County, IN,14.7,"$49,210"
"Uniondale, IN", Wells County, IN,11.4,"$58,261"
"Oakville, ON", Plaquemines Parish, ON,15.5,"$58,643"
"Port Charlotte, FL", Charlotte County, FL,19.3,"$41,382"
"Punta Gorda, FL", Charlotte County, FL,19.3,"$41,382"
"Saint Petersburg Beach, FL", Pinellas County, FL,11.7,"$52,226"
"Riviera Beach, FL", Palm Beach County, FL,12.2,"$61,735"
"Hilton Head Island, SC", Beaufort County, SC,10.9,"$65,843"
"Taylor, TX",Taylor County, TX,10.3,"$56,981"
"Hominy, OK", Osage County, OK,15.1,"$48,826"
"Hackensack, NJ", Bergen County, NJ,6.8,"$100,181"
"Oxford, OH", Butler County, OH,8.7,"$67,161"
"Highland Park, IL", Lake County, IL,36.5,"$33,709"
"Pontiac, MI", Oakland County, MI,8.2,"$80,319"
"Cicero, IN", Hamilton County, IN,14.7,"$49,210"
"Poland, OH", Mahoning County, OH,16.5,"$48,010"
"LaPorte, IN", LaPorte County, IN,,"$100,075"
"Portage, MI", Kalamazoo County, MI,14.4,"$55,881"
"Struthers, OH", Mahoning County, OH,16.5,"$48,010"
"Grafton, OH", Lorain County, OH,14.2,"$59,265"
"Anthem, AZ", Maricopa County, AZ,12.3,"$65,234"
"Trotwood, OH", Montgomery County, OH,24.1,"$52,538"
"Columbiana, OH",Columbiana County, OH,15.1,"$44,938"
"Orchard Lake, MI", Oakland County, MI,8.2,"$80,319"
"Elkhart, IN",Elkhart County, IN,11.5,"$59,251"
"Amory, MS", Monroe County, MS,13.2,"$58,391"
"Union City, CA", Alameda County, CA,9.0,"$101,744"
"Franklin, KY",Franklin County, KY,13.4,"$60,483"
"Waddell, AZ", Maricopa County, AZ,12.3,"$65,234"
"Mount Juliet, TN", Wilson County, TN,10.9,"$71,207"
"Stuart, FL", Martin County, FL,13.6,"$56,484"
"Lewisburg, TN", Marshall County, TN,13.9,"$50,064"
"Macon, MS", Noxubee County, MS,29.0,"$32,167"
"Halls, TN", Lauderdale County, TN,24.9,"$38,849"
"Athens, AL", Mercer County, AL,22.7,"$37,860"
"Fellsmere, FL", Indian River County, FL,10.7,"$58,228"
"Jericho, NY", Nassau County, NY,5.8,"$115,301"
"Baldwin, FL", Duval County, FL,25.5,"$35,156"
"Bryant, AR", Saline County, AR,12.4,"$54,569"
"Hutto, TX", Williamson County, TX,6.4,"$87,817"
"Rowlett, TX", Dallas County, TX,14.2,"$59,838"
"Rockton, IL", Winnebago County, IL,10.4,"$57,785"
"Loranger, LA", Tangipahoa Parish, LA,17.9,"$47,128"
"Calhoun City, MS", Calhoun County, MS,22.8,"$36,384"
"Coral Springs, FL", Broward County, FL,12.6,"$57,200"
"Gretna, FL", Gadsden County, FL,23.6,"$42,259"
"Greenacres, FL", Palm Beach County, FL,12.2,"$61,735"
"Demopolis, AL", Marengo County, AL,24.0,"$37,733"
"Paramount, CA", Los Angeles County, CA,14.2,"$67,986"
"Winter Springs, FL", Seminole County, FL,18.6,"$37,901"
"Spring Hill, FL", Hernando County, FL,14.1,"$45,884"
"Melrose, FL", Putnam County, FL,10.0,"$61,995"
"Moorestown, NJ", Burlington County, NJ,6.2,"$84,470"
"Terrell, TX",Terrell County, TX,18.9,"$41,413"
"Dove Canyon, CA", Orange County, CA,9.4,"$63,681"
"Township Of Washington, NJ", Bergen County, NJ,6.8,"$100,181"
"Hermitage, TN", Davidson County, TN,15.4,"$60,799"
"Gresham, OR", Multnomah County, OR,12.0,"$70,756"
"Barrington, IL", Cook County, IL,9.6,"$54,465"
"Monclova, OH", Lucas County, OH,18.7,"$47,865"
"Downey, CA", Los Angeles County, CA,14.2,"$67,986"
"Pavo, GA", Brooks County, GA,31.0,"$30,116"
"Arnold, MD", Anne Arundel County, MD,7.0,"$97,051"
"West Bloomfield, MI", Ontario County, MI,8.5,"$62,930"
"Crownsville, MD", Anne Arundel County, MD,7.0,"$97,051"
"Saint Cloud, FL", Osceola County, FL,17.6,"$45,607"
"Fort Walton Beach, FL", Okaloosa County, FL,12.7,"$62,779"
"Wahoo, NE", Saunders County, NE,7.8,"$67,897"
"Largo, FL", Pinellas County, FL,11.7,"$52,226"
"Garner, NC", Wake County, NC,8.4,"$80,169"
"Plant City, FL", Hillsborough County, FL,7.4,"$78,714"
"Poplarville, MS", Pearl River County, MS,18.1,"$45,268"
"Palm Beach, FL",Palm Beach County, FL,12.2,"$61,735"
"Ecru, MS", Pontotoc County, MS,15.3,"$48,450"
"Edwardsville, IL",,,,"$100,075"
"Bartlett, TN", Shelby County, TN,20.6,"$41,961"
"Grenada, MS", Grenada County, MS,22.3,"$39,633"
"Neerim South, VIC       ",,,,"$100,075"
"Tumwater, WA", Thurston County, WA,8.7,"$72,400"
"Clements, CA", San Joaquin County, CA,14.3,"$63,567"
"Issaquah, WA", King County, WA,9.2,"$94,822"
"Fairless Hills, PA", Bucks County, PA,5.7,"$88,538"
"Kapaa, HI", Kauaʻi County, HI,,"$100,075"
"Springville, UT", Utah County, UT,9.4,"$75,296"
"Little Elm, TX", Denton County, TX,7.3,"$88,384"
"Palatka, FL", Putnam County, FL,10.0,"$61,995"
"San Pedro, CA", Los Angeles County, CA,14.2,"$67,986"
"Wooster, OH", Wayne County, OH,20.9,"$38,704"
"Seneca, IL",Seneca County, IL,12.1,"$52,165"
"Kingsburg, CA", Fresno County, CA,21.3,"$52,318"
"Independence, OR", Polk County, OR,9.6,"$59,990"
"Glendora, CA", Los Angeles County, CA,14.2,"$67,986"
"Lafayette, CO",Lafayette County, CO,11.3,"$60,711"
"Bushnell, FL", Sumter County, FL,18.7,"$45,181"
"La Mirada, CA", Los Angeles County, CA,14.2,"$67,986"
"Louisville, CO", Boulder County, CO,9.7,"$83,591"
"Redondo Beach, CA", Los Angeles County, CA,14.2,"$67,986"
"Roseville, CA", Placer County, CA,7.1,"$89,175"
"Victoria, BC", Carver County, BC,3.8,"$104,248"
"Fountain Valley, CA", Orange County, CA,9.4,"$63,681"
"Sanger, CA", Fresno County, CA,21.3,"$52,318"
"Galena Park, TX", Harris County, TX,16.5,"$60,241"
"Newton, MA", Middlesex County, MA,12.7,"$54,871"
"Bunnell, FL", Flagler County, FL,10.3,"$58,975"
"Yuma, AZ", Yuma County, AZ,12.1,"$53,253"
"Roswell, NM", Chaves County, NM,18.9,"$43,527"
"Los Alamitos, CA", Orange County, CA,9.4,"$63,681"
"Versailles, KY", Woodford County, KY,9.4,"$66,164"
"Smithfield, VA", Isle of Wight County, VA,9.2,"$72,993"
"Brantley, AL", Crenshaw County, AL,19.5,"$39,057"
"Newburgh, IN", Warrick County, IN,7.1,"$75,534"
"Kahului, HI", Maui County, HI,8.6,"$78,503"
"Davis, CA", Yolo County, CA,20.1,"$67,804"
"Graham, WA", Pierce County, WA,8.5,"$75,421"
"Salinas, CA", Monterey County, CA,13.3,"$69,665"
"Englewood, NJ", Bergen County, NJ,6.8,"$100,181"
"Woods Cross, UT",,,,"$100,075"
"Holladay, UT",,,,"$100,075"
"Axis, AL", Mobile County, AL,20.8,"$43,598"
"Schaumburg, IL", Cook County, IL,9.6,"$54,465"
"Attalla, AL", Etowah County, AL,17.5,"$44,903"
"Navarre, FL", Santa Rosa County, FL,9.5,"$69,541"
"Winchester, VA",,,,"$100,075"
"Oxford, AL", Bucks County, AL,5.7,"$88,538"
"Lafayette, AL", Jefferson County, AL,8.1,"$65,831"
"Eugene, OR", Lane County, OR,18.1,"$53,161"
"Lithia, FL", Hillsborough County, FL,7.4,"$78,714"
"Palo Alto, CA", Santa Clara County, CA,7.3,"$125,933"
"La Jolla, CA", San Diego County, CA,11.5,"$78,777"
"Aiea, HI", Honolulu County, HI,7.7,"$83,695"
"Mililani, HI", Honolulu County, HI,7.7,"$83,695"
"Venice, CA", Los Angeles County, CA,14.2,"$67,986"
"West Los Angeles, CA", Los Angeles County, CA,14.2,"$67,986"
"Mcminnville, TN", Warren County, TN,10.3,"$65,635"
"Monroe, MI",Monroe County, MI,13.2,"$58,391"
"Savannah, TN", Hardin County, TN,12.4,"$60,909"
"Apollo Beach, FL", Hillsborough County, FL,7.4,"$78,714"
"Albany, LA", Albany County, LA,20.4,"$47,561"
"Brampton, ON", Sullivan County, ON,16.5,"$46,024"
"LaVERGNE, TN", Cook County, TN,9.6,"$54,465"
"Washington, PA",Washington County, PA,4.5,"$75,799"
"Grantville, GA", Coweta County, GA,10.2,"$70,974"
"Louin, MS", Jasper County, MS,19.2,"$47,551"
"Pullman, WA", Whitman County, WA,25.4,"$45,389"
"Middletown, NJ", Monmouth County, NJ,6.7,"$99,223"
"Glendale, UT", Salt Lake County, UT,9.0,"$73,619"
"South Elgin, IL", Kane County, IL,10.5,"$52,355"
"Menomonee Falls, WI", Waukesha County, WI,5.0,"$87,333"
"Waunakee, WI", Dane County, WI,10.8,"$71,789"
"Columbus, WI", Columbia County, WI,7.6,"$65,435"
"De Pere, WI", Brown County, WI,8.6,"$62,097"
"Grafton, WI", Ozaukee County, WI,4.2,"$83,014"
"Appleton, WI", Outagamie County, WI,7.2,"$65,993"
"Darlington, WI", Lafayette County, WI,11.3,"$60,711"
"Kernersville, NC", Forsyth County, NC,16.4,"$50,112"
"Salem, NJ",Salem County, NJ,11.2,"$64,524"
"Kimberly, WI", Outagamie County, WI,7.2,"$65,993"
"Sayville, NY", Suffolk County, NY,7.3,"$100,075"
"Santa Barbara, CA", Santa Barbara County, CA,12.6,"$75,646"
"Hacienda Heights, CA", Los Angeles County, CA,14.2,"$67,986"
"Olivehurst, CA", Yuba County, CA,17.2,"$47,504"
"Malibu, CA", Los Angeles County, CA,14.2,"$67,986"
"Aubrey, TX", Denton County, TX,7.3,"$88,384"
"Darien, IL", Fairfield County, IL,23.7,"$39,522"
"Pittsburg, KS", Crawford County, KS,12.9,"$49,200"
"Pebble Beach, CA", Monterey County, CA,13.3,"$69,665"
"Niwot, CO", Boulder County, CO,9.7,"$83,591"
"Plain City, OH", Madison County, OH,10.1,"$60,450"
"Wading River, NY", Suffolk County, NY,7.3,"$100,075"
"Avon, OH", Lorain County, OH,14.2,"$59,265"
"Perrysburg, OH", Wood County, OH,10.1,"$55,879"
"Wheaton, IL", DuPage County, IL,6.6,"$93,540"
"Carol Stream, IL", DuPage County, IL,6.6,"$93,540"
"Springboro, OH", Warren County, OH,10.3,"$65,635"
"St. Laurent, PQ",,,,"$100,075"
"Island Lake, IL", Lake County, IL,36.5,"$33,709"
"Cliffwood, NJ", Monmouth County, NJ,6.7,"$99,223"
"Wilmington, DE", New Castle County, DE,11.6,"$69,562"
"Albemarle, NC", Stanly County, NC,13.2,"$51,491"
"Summit, MS", Boyd County, MS,13.9,"$42,431"
"Daphne, AL", Baldwin County, AL,23.8,"$42,727"
"Mamou, LA", Evangeline Parish, LA,27.3,"$34,113"
"Ventress, LA", Pointe Coupee Parish, LA,20.3,"$46,603"
"Spring Grove, IL", McHenry County, IL,11.9,"$54,795"
"Branson, MO", Taney County, MO,15.4,"$40,887"
"West Helena, AR", Phillips County, AR,15.2,"$44,730"
"Benton, AR",Benton County, AR,9.8,"$69,212"
"Arab, AL", Marshall County, AL,13.9,"$50,064"
"Festus, MO", Jefferson County, MO,8.1,"$65,831"
"Cabot, AR", Lonoke County, AR,11.9,"$56,651"
"Nashville, AR", Howard County, AR,20.6,"$50,423"
"Kemp, TX", Kaufman County, TX,11.5,"$67,434"
"La Grange, TX", Fayette County, TX,22.5,"$37,867"
"Novi, MI", Oakland County, MI,8.2,"$80,319"
"Ann Arbor, MI", Washtenaw County, MI,15.0,"$72,267"
"Roselle, IL", DuPage County, IL,6.6,"$93,540"
"Carleton, MI", Monroe County, MI,13.2,"$58,391"
"Hudsonville, MI", Ottawa County, MI,20.6,"$38,194"
"Clive, IA", Polk County, IA,9.6,"$59,990"
"Mequon, WI", Ozaukee County, WI,4.2,"$83,014"
"KENWOOD, OH", Hamilton County, OH,14.7,"$49,210"
"Minerva, OH", Stark County, OH,14.4,"$52,310"
"Newark, DE", New Castle County, DE,11.6,"$69,562"
"Oxon Hill, MD", Prince George's County, MD,8.3,"$82,445"
"Boykins, VA", Southampton County, VA,14.7,"$52,741"
"Kathleen, GA", Houston County, GA,26.1,"$39,533"
"Cedar Rapids, NE", Boone County, NE,22.5,"$38,110"
"Watkinsville, GA", Oconee County, GA,14.4,"$50,529"
"Tiger, GA", Rabun County, GA,14.2,"$44,213"
"Statesboro, GA", Bulloch County, GA,22.9,"$43,766"
"Oglethorpe, GA",Oglethorpe County, GA,13.8,"$51,105"
"Martinsburg, WV", Berkeley County, WV,11.5,"$59,619"
"Wilkinsburg, PA", Allegheny County, PA,11.7,"$59,881"
"Dunbar, WV", Kanawha County, WV,17.1,"$41,926"
"Johnstown, PA", Cambria County, PA,14.7,"$45,163"
"North Wales, PA", Montgomery County, PA,24.1,"$52,538"
"Romney, WV", Hampshire County, WV,20.0,"$44,442"
"Gilbert, WV", Mingo County, WV,27.0,"$32,917"
"Edna, TX", Jackson County, TX,12.0,"$52,919"
"Cleveland, MS", Bernalillo County, MS,16.5,"$51,372"
"Casselberry, FL", Seminole County, FL,18.6,"$37,901"
"Waxahachie, TX", Ellis County, TX,8.8,"$76,792"
"Convent, LA", St. James Parish, LA,16.8,"$53,903"
"Russellville, AL", Franklin County, AL,13.4,"$60,483"
"Dawson, GA",Dawson County, GA,22.9,"$43,726"
"New Hope, AL", Madison County, AL,10.1,"$60,450"
"Rosharon, TX", Brazoria County, TX,10.1,"$74,225"
"Cuero, TX", DeWitt County, TX,18.4,"$49,208"
