Geographic Location,county,state,poverty_pct,med_income
"Hamburg, NY", Erie County, NY,15.3,"$48,453"
"Pridgen, GA", Coffee County, GA,15.9,"$49,494"
"Rayville, MO", Ray County, MO,9.9,"$58,693"
"Tipp City, OH", Miami County, OH,7.9,"$59,922"
"Cleveland Heights, OH", Cuyahoga County, OH,17.9,"$50,006"
"Willingboro, NJ", Burlington County, NJ,6.2,"$84,470"
"Port Allen, LA", West Baton Rouge Parish, LA,12.8,"$58,205"
"Troutville, VA", Botetourt County, VA,7.4,"$71,874"
"Williamstown, MA", Berkshire County, MA,11.3,"$58,375"
"Sebring, FL", Highlands County, FL,20.8,"$39,994"
"Orange Beach, AL", Baldwin County, AL,23.8,"$42,727"
"Floral Park, NY", Nassau County, NY,5.8,"$115,301"
"Midland City, AL", Dale County, AL,16.2,"$45,309"
"Johnson, KS",Johnson County, KS,10.3,"$57,676"
"Columbus, TX", Colorado County, TX,13.7,"$48,258"
"Alma, GA", Bacon County, GA,22.8,"$38,775"
"Broken Bow, OK", McCurtain County, OK,21.1,"$37,390"
"Hamilton, MO",Hamilton County, MO,14.7,"$49,210"
"Grand Island, NE", Hall County, NE,24.1,"$32,597"
"Prescott, AZ", Yavapai County, AZ,13.2,"$48,758"
"Natchitoches, LA", Natchitoches Parish, LA,32.8,"$36,298"
"Canton, TX", Van Zandt County, TX,15.6,"$51,152"
"Highland Park, TX", Dallas County, TX,14.2,"$59,838"
"Payson, UT", Utah County, UT,9.4,"$75,296"
"ROCHESTER, CA", San Bernardino County, CA,14.9,"$63,310"
"Mendon, UT", Cache County, UT,12.9,"$60,315"
"Lorton, VA", Fairfax County, VA,6.1,"$122,035"
"Gilbert, IA", Story County, IA,18.9,"$57,464"
"Monticello, IA", Jones County, IA,22.0,"$43,903"
"Ashland, VA", Hanover County, VA,5.2,"$91,028"
"Manasquan, NJ", Monmouth County, NJ,6.7,"$99,223"
"Altavista, VA", Campbell County, VA,9.2,"$78,112"
"Hamilton, GA", Harris County, GA,16.5,"$60,241"
"Nyack, NY", Rockland County, NY,13.9,"$88,960"
"Mount Pleasant, NC", Cabarrus County, NC,9.0,"$69,297"
"Wilton, CT", Collier County, CT,10.6,"$70,649"
"Seymour, WI", Outagamie County, WI,7.2,"$65,993"
"Richfield, WI", Washington County, WI,4.5,"$75,799"
"Brown Deer, WI",,,,"$100,075"
"Guttenberg, IA", Clayton County, IA,9.4,"$53,968"
"Golf, IL", Macon County, IL,18.1,"$42,265"
"Eunice, LA", St. Landry Parish, LA,32.7,"$36,624"
"Burkeville, TX", Newton County, TX,22.3,"$43,367"
"Tylertown, MS", Walthall County, MS,23.4,"$33,566"
"Marksville, LA", Avoyelles Parish, LA,27.4,"$37,731"
"Hartwell, GA", Hart County, GA,22.2,"$37,038"
"Sulphur Springs, TX", Hopkins County, TX,14.6,"$52,079"
"Brockwell, AR", Izard County, AR,18.7,"$37,828"
"Gordon, GA", Suffolk County, GA,7.3,"$100,075"
"Inverness, FL", Citrus County, FL,15.2,"$41,556"
"Livermore, CA", Alameda County, CA,9.0,"$101,744"
"Prior Lake, MN", Scott County, MN,18.5,"$40,161"
"Crescent, OK",Creek County, OK,14.0,"$54,478"
"Spiro, OK", Le Flore County, OK,22.6,"$38,709"
"Lavonia, GA", Franklin County, GA,13.4,"$60,483"
"Lincoln, AL", Lancaster County, AL,12.3,"$52,814"
"Hardy, AR",Hardy County, AR,12.9,"$43,573"
"Blanchard, OK",,,,"$100,075"
"Haynesville, LA", Claiborne Parish, LA,32.7,"$33,659"
"Corning, AR", Clay County, AR,25.1,"$35,983"
"Junction City, AR", Union County, AR,19.8,"$40,322"
"Montgomery, NY", Orange County, NY,9.4,"$63,681"
"Hatboro, PA", Montgomery County, PA,24.1,"$52,538"
"Fort Atkinson, WI", Jefferson County, WI,8.1,"$65,831"
"Fountain, CO",Fountain County, CO,11.2,"$53,493"
"Benton Harbor, MI", Berrien County, MI,15.3,"$51,509"
"Somerdale, NJ", Camden County, NJ,8.3,"$65,955"
"Huntertown, IN", Allen County, IN,14.4,"$50,301"
"Metamora, MI", Lapeer County, MI,10.1,"$65,209"
"Baxter, IA", Jasper County, IA,19.2,"$47,551"
"Temperance, MI", Monroe County, MI,13.2,"$58,391"
"Norwalk, OH", Huron County, OH,11.1,"$55,202"
"Coldwater, OH", Mercer County, OH,22.7,"$37,860"
"Zephyrhills, FL", Pasco County, FL,12.6,"$53,788"
"Newcastle, DE", Young County, DE,13.9,"$49,301"
"West Seneca, NY", Erie County, NY,15.3,"$48,453"
"Lovejoy, GA", Clayton County, GA,9.4,"$53,968"
"York, PA",,,,"$100,075"
"Norton Shores, MI", Muskegon County, MI,15.7,"$49,960"
"Short Hills, NJ", Essex County, NJ,13.7,"$50,785"
"Lowell, IN", Lake County, IN,36.5,"$33,709"
"Armonk, NY", Westchester County, NY,8.3,"$94,521"
"Conley, GA", Clayton County, GA,9.4,"$53,968"
"Glen Head, NY", Nassau County, NY,5.8,"$115,301"
"Inwood, NY", New York County, NY,15.6,"$84,610"
"Dayton, NJ", Middlesex County, NJ,12.7,"$54,871"
"Whitsett, NC", Guilford County, NC,15.4,"$52,166"
"Shelbyville, KY", Shelby County, KY,20.6,"$41,961"
"Sour Lake, TX", Hardin County, TX,12.4,"$60,909"
"Edgewood, TX", Van Zandt County, TX,15.6,"$51,152"
"Murphy, TX", Collin County, TX,6.4,"$96,936"
"Satsuma, AL", Mobile County, AL,20.8,"$43,598"
"Nokesville, VA", Prince William County, VA,6.4,"$106,200"
"Glen Burnie, MD", Anne Arundel County, MD,7.0,"$97,051"
"Pine Bush, NY", Orange County, NY,9.4,"$63,681"
"Hamilton Square, NJ", Mercer County, NJ,22.7,"$37,860"
"Comanche, TX",Comanche County, TX,16.4,"$52,251"
"Waskom, TX", Harrison County, TX,16.7,"$47,942"
"Arkadelphia, AR", Clark County, AR,11.9,"$55,245"
"Bucksnort, AL", Marshall County, AL,13.9,"$50,064"
"Seward, NE",Seward County, NE,7.2,"$71,024"
"Horton, KS", Brown County, KS,8.6,"$62,097"
"Ridgeley, WV", Mineral County, WV,14.5,"$48,578"
"Jacobsburg, OH", Belmont County, OH,13.0,"$48,989"
"Ooltewah, TN", Hamilton County, TN,14.7,"$49,210"
"Scituate, MA", Plymouth County, MA,6.2,"$89,678"
"Buffalo Grove, IL", Lake County, IL,36.5,"$33,709"
"The Plains, OH", Athens County, OH,30.7,"$40,416"
"Leawood, KS", Johnson County, KS,10.3,"$57,676"
"Trinity, TX",Trinity County, TX,17.7,"$40,486"
"Mayfield, KY", Graves County, KY,16.9,"$46,785"
"Glasgow, KY", Barren County, KY,19.2,"$42,439"
"Dunnville, KY", Casey County, KY,26.0,"$34,358"
"Castaic, CA", Los Angeles County, CA,14.2,"$67,986"
"Greenbelt, MD", Prince George's County, MD,8.3,"$82,445"
"Cutler, OH", Washington County, OH,4.5,"$75,799"
"Baldwin, MI", Lake County, MI,36.5,"$33,709"
"Bremen, IN", Marshall County, IN,13.9,"$50,064"
"South Bend, IN", Saint Joseph County, IN,,"$100,075"
"Plainfield, IN", Hendricks County, IN,5.9,"$80,834"
"Carpentersville, IL", Kane County, IL,10.5,"$52,355"
"Watchung, NJ", Somerset County, NJ,12.0,"$50,504"
"Mcsherrystown, PA", Adams County, PA,15.3,"$43,000"
"Cumberland, MD", Allegany County, MD,17.0,"$46,262"
"Minster, OH", Auglaize County, OH,6.9,"$63,754"
"Old Hickory, TN", Davidson County, TN,15.4,"$60,799"
"Danville, OH", Knox County, OH,20.4,"$39,726"
"Richmond, IN", Wayne County, IN,20.9,"$38,704"
"Lagrange, IL",LaGrange County, IL,,"$100,075"
"Park Hills, KY", Kenton County, KY,10.4,"$64,644"
"Goffstown, NH", Hillsborough County, NH,7.4,"$78,714"
"Phoenix, NY", Oswego County, NY,16.1,"$53,745"
"Franklin, MA", Norfolk County, MA,6.5,"$100,184"
"Everett, MA", Middlesex County, MA,12.7,"$54,871"
"Amherst, MA", Hampshire County, MA,20.0,"$44,442"
"Wellesley, MA", Norfolk County, MA,6.5,"$100,184"
"Allison Park, PA", Williamson County, PA,6.4,"$87,817"
"Wellington, OH", Lorain County, OH,14.2,"$59,265"
"Henderson, KY",Henderson County, KY,19.4,"$43,337"
"Colquitt, GA",Colquitt County, GA,23.9,"$38,633"
"Pine Mountain, GA", Harris County, GA,16.5,"$60,241"
"Eureka, CA", Humboldt County, CA,11.9,"$72,873"
"Lafayette, CA", Contra Costa County, CA,7.8,"$101,463"
"Estero, FL", Lee County, FL,24.8,"$34,796"
"Snohomish, WA", Snohomish County, WA,7.5,"$87,096"
"Galveston, TX", Galveston County, TX,12.1,"$71,959"
"Kilgore, TX", Gregg County, TX,15.1,"$50,610"
"Harlingen, TX", Cameron County, TX,27.9,"$38,106"
"Petersburg, VA",,,,"$100,075"
"Roseland, VA", Nelson County, VA,12.3,"$56,690"
"Union City, TN", Obion County, TN,17.7,"$42,532"
"Blythe, GA", Richmond County, GA,15.9,"$49,399"
"Pacolet, SC", Spartanburg County, SC,13.6,"$53,567"
"East Cleveland, OH", Cuyahoga County, OH,17.9,"$50,006"
"Haughton, LA", Bossier Parish, LA,14.4,"$56,754"
"Magnolia, AR", Columbia County, AR,7.6,"$65,435"
"Loreauville, LA", Iberia Parish, LA,24.1,"$42,909"
"Pembroke, MA", Plymouth County, MA,6.2,"$89,678"
"Marblehead, MA", Essex County, MA,13.7,"$50,785"
"Cohasset, MA", Norfolk County, MA,6.5,"$100,184"
"Manalapan, NJ", Monmouth County, NJ,6.7,"$99,223"
"Mayfield, OH", Cuyahoga County, OH,17.9,"$50,006"
"North Bellmore, NY", Nassau County, NY,5.8,"$115,301"
"Roanoke Rapids, NC", Halifax County, NC,14.5,"$43,096"
"Westerly, RI",,,,"$100,075"
"Clifton Park, NY", Saratoga County, NY,6.3,"$83,210"
"Bay Village, OH", Cuyahoga County, OH,17.9,"$50,006"
"Englewood Cliffs, NJ", Bergen County, NJ,6.8,"$100,181"
"Keyport, NJ", Monmouth County, NJ,6.7,"$99,223"
"Green Brook, NJ", Somerset County, NJ,12.0,"$50,504"
"Hoboken, NJ", Hudson County, NJ,14.3,"$73,337"
"Fogelsville, PA", Lehigh County, PA,12.0,"$62,139"
"Kalispell, MT", Flathead County, MT,11.2,"$54,382"
"Whitehall, PA", Lehigh County, PA,12.0,"$62,139"
"Bridgewater, MA", Plymouth County, MA,6.2,"$89,678"
"Stewartsville, NJ",,,,"$100,075"
"Quincy, MA", Norfolk County, MA,6.5,"$100,184"
"North Yarmouth, ME", Cumberland County, ME,15.7,"$46,300"
"Scarsdale, NY", Westchester County, NY,8.3,"$94,521"
"Walnut Creek, CA", Contra Costa County, CA,7.8,"$101,463"
"Glendora, NJ", Camden County, NJ,8.3,"$65,955"
"Marysville, WA", Snohomish County, WA,7.5,"$87,096"
"South Pasadena, CA", Los Angeles County, CA,14.2,"$67,986"
"Elk Ridge, UT", Utah County, UT,9.4,"$75,296"
"Mississauga, AB",,,,"$100,075"
"Fishersville, VA", Augusta County, VA,9.0,"$60,556"
"Greely, ON", East Baton Rouge Parish, ON,16.7,"$52,945"
"Loudonville, NY", Albany County, NY,20.4,"$47,561"
"Saratoga Springs, NY", Saratoga County, NY,6.3,"$83,210"
"Tarboro, NC", Edgecombe County, NC,22.9,"$38,818"
"Newland, NC", Avery County, NC,16.8,"$41,701"
"Greensburg, PA", Westmoreland County, PA,16.4,"$51,414"
"Mcdonald, PA", Washington County, PA,4.5,"$75,799"
"Billings, MT", Yellowstone County, MT,10.9,"$59,975"
"Okanogan, WA",Okanogan County, WA,17.0,"$48,345"
"Iselin, NJ", Middlesex County, NJ,12.7,"$54,871"
"Jewel Sumner, LA", Tangipahoa Parish, LA,17.9,"$47,128"
"Cranberry Township, PA", Butler County, PA,8.7,"$67,161"
"Baldwin, NY", Nassau County, NY,5.8,"$115,301"
"Center Grove, IN", Franklin County, IN,13.4,"$60,483"
"Clear Lake City, TX", Harris County, TX,16.5,"$60,241"
"Celina, TX", Collin County, TX,6.4,"$96,936"
"Apollo, PA", Armstrong County, PA,10.7,"$57,210"
"Coraopolis, PA", Allegheny County, PA,11.7,"$59,881"
"Homer Glen, IL", Will County, IL,6.4,"$86,108"
"Moville, IA", Woodbury County, IA,13.8,"$60,059"
"Humboldt, IA",Humboldt County, IA,11.9,"$72,873"
"Forsyth, IL",Forsyth County, IL,16.4,"$50,112"
"Marion, IA",Marion County, IA,16.6,"$46,244"
"St. Catharines, ON",,,,"$100,075"
"Greenwich, CT", Worcester County, CT,9.0,"$71,767"
"Cypress, CA", Orange County, CA,9.4,"$63,681"
"Dupont, WA", Pierce County, WA,8.5,"$75,421"
"Menlo Park, CA", San Mateo County, CA,6.8,"$122,930"
"Wenatchee, WA", Chelan County, WA,10.9,"$57,243"
"Selah, WA", Yakima County, WA,16.5,"$51,377"
"Hays, KS", Ellis County, KS,8.8,"$76,792"
"Charleston, AR", Kanawha County, AR,17.1,"$41,926"
"Dumas, AR", Desha County, AR,24.3,"$36,132"
"Black Creek, WI", Outagamie County, WI,7.2,"$65,993"
"Midway, NC", Davidson County, NC,15.4,"$60,799"
"Beltsville, MD", Prince George's County, MD,8.3,"$82,445"
"Hesston, KS", Harvey County, KS,10.4,"$57,934"
"Lawrenceville, VA", Brunswick County, VA,22.5,"$41,803"
"North Brunswick, NJ", Middlesex County, NJ,12.7,"$54,871"
"Maplewood, NJ", Essex County, NJ,13.7,"$50,785"
"Skillman, NJ", Somerset County, NJ,12.0,"$50,504"
"Santa Cruz, CA",Santa Cruz County, CA,12.2,"$84,213"
"Bothell, WA", King County, WA,9.2,"$94,822"
"Franklinton, LA", Washington Parish, LA,24.6,"$36,850"
"Los Fresnos, TX", Cameron County, TX,27.9,"$38,106"
"Osceola, IN", Saint Joseph County, IN,,"$100,075"
"Ripley, MS", Jackson County, MS,12.0,"$52,919"
"Ridgeville, SC", Dorchester County, SC,11.0,"$65,468"
"Vaughan, ON", Vanderburgh County, ON,15.1,"$50,500"
"Kansas City, KS", Wyandotte County, KS,18.4,"$47,084"
"Calhoun Falls, SC", Abbeville County, SC,19.1,"$42,412"
"Rixey, AR", Pulaski County, AR,14.6,"$50,834"
"Pelion, SC", Lexington County, SC,12.5,"$60,627"
"Cozad, NE", Dawson County, NE,22.9,"$43,726"
"Albion, NE", Boone County, NE,22.5,"$38,110"
"Gretna, NE", Sarpy County, NE,5.7,"$79,358"
"Baldwin City, KS", Douglas County, KS,11.7,"$50,637"
"Wixom, MI", Oakland County, MI,8.2,"$80,319"
"Coldspring, TX", San Jacinto County, TX,17.5,"$47,028"
"New Boston, TX", Bowie County, TX,19.1,"$47,339"
"Kaplan, LA", Vermilion Parish, LA,18.3,"$48,263"
"Willow Street, PA", Lancaster County, PA,12.3,"$52,814"
"Show Low, AZ", Navajo County, AZ,28.5,"$40,650"
"Pukalani, HI", Maui County, HI,8.6,"$78,503"
"Van Meter, IA", Dallas County, IA,14.2,"$59,838"
"Montreal, WI", Iron County, WI,13.2,"$44,130"
"Hickory Hills, IL", Cook County, IL,9.6,"$54,465"
"Kersey, CO", Weld County, CO,10.5,"$75,629"
"Mason City, IA", Cerro Gordo County, IA,10.4,"$51,939"
"Waukon, IA", Allamakee County, IA,11.7,"$53,359"
"Davenport, IA", Scott County, IA,18.5,"$40,161"
"Somerset, NJ", Somerset County, NJ,12.0,"$50,504"
"Westchester, CA", Los Angeles County, CA,14.2,"$67,986"
"Santa Fe, TX", Galveston County, TX,12.1,"$71,959"
"Red Springs, NC", Robeson County, NC,24.5,"$35,407"
"Byhalia, MS", Marshall County, MS,13.9,"$50,064"
"Chilliwack, BC", Bexar County, BC,17.2,"$54,210"
"Blackstone, VA", Nottoway County, VA,22.4,"$46,368"
"Cisco, TX", Eastland County, TX,18.7,"$44,773"
"Hereford, TX", Deaf Smith County, TX,17.5,"$44,230"
"Ashland, OH",Ashland County, OH,15.8,"$44,627"
"Daniels, WV", Raleigh County, WV,20.7,"$41,298"
"Waynesboro, GA", Burke County, GA,9.3,"$63,261"
"Ringgold, VA", Pittsylvania County, VA,16.4,"$44,710"
"Syracuse, UT",,,,"$100,075"
"Canby, OR", Clackamas County, OR,7.3,"$81,061"
"Ayden, NC", Pitt County, NC,23.2,"$43,303"
"Morris Plains, NJ", Morris County, NJ,20.2,"$41,418"
"Monroeville, PA", Allegheny County, PA,11.7,"$59,881"
"Bordentown, NJ", Burlington County, NJ,6.2,"$84,470"
"Elkins Park, PA", Randolph County, PA,19.4,"$40,064"
"Paradis, LA", St. Charles Parish, LA,12.8,"$67,585"
"Manchester, NH", Hillsborough County, NH,7.4,"$78,714"
"Camp Lejeune, NC", Onslow County, NC,15.1,"$50,531"
"Lake Junaluska, NC", Haywood County, NC,20.5,"$39,574"
"Munster, IN", Lake County, IN,36.5,"$33,709"
"Wenonah, NJ", Gloucester County, NJ,9.1,"$70,938"
"Shaker Heights, OH", Cuyahoga County, OH,17.9,"$50,006"
"Wyandotte, MI", Wayne County, MI,20.9,"$38,704"
"Thorofare, NJ", Gloucester County, NJ,9.1,"$70,938"
"Waterville, OH", Lucas County, OH,18.7,"$47,865"
"Sultan, WA", Snohomish County, WA,7.5,"$87,096"
"Inver Grove Heights, MN", Dakota County, MN,12.4,"$55,522"
"Rock Valley, IA", Sioux County, IA,32.9,"$37,002"
"Pelham, GA", Mitchell County, GA,21.4,"$48,529"
"Midlothian, IL", Cook County, IL,9.6,"$54,465"
"Dora, AL", Walker County, AL,26.1,"$43,681"
"Whitesboro, TX", Grayson County, TX,18.4,"$37,550"
"Oakland Park, FL", Broward County, FL,12.6,"$57,200"
"Mullica Hill, NJ", Gloucester County, NJ,9.1,"$70,938"
"Wauchula, FL", Hardee County, FL,27.0,"$39,169"
"Alapaha, GA", Berrien County, GA,15.3,"$51,509"
"Lancaster, PA",Lancaster County, PA,12.3,"$52,814"
"Dubuque, IA", Dubuque County, IA,11.3,"$60,367"
"Markham, IL", Cook County, IL,9.6,"$54,465"
"Hastings, FL", St. Johns County, FL,6.6,"$81,925"
"Princeton, TX", Collin County, TX,6.4,"$96,936"
"Edinboro, PA", Erie County, PA,15.3,"$48,453"
"West Milton, OH", Miami County, OH,7.9,"$59,922"
"Holtville, CA", Imperial County, CA,21.4,"$46,633"
"Mahwah, NJ", Bergen County, NJ,6.8,"$100,181"
"Long Beach, NY", Nassau County, NY,5.8,"$115,301"
"Dinuba, CA", Tulare County, CA,22.2,"$48,763"
"Carpinteria, CA", Santa Barbara County, CA,12.6,"$75,646"
"Fife, WA", Pierce County, WA,8.5,"$75,421"
"Saratoga, CA", Santa Clara County, CA,7.3,"$125,933"
"Indio, CA", Riverside County, CA,12.7,"$66,793"
"Hesperia, CA", San Bernardino County, CA,14.9,"$63,310"
"Arroyo Grande, CA", San Luis Obispo County, CA,12.7,"$70,626"
"Floyd Dale, SC", Dale County, SC,16.2,"$45,309"
"Fleming Island, FL", Clay County, FL,25.1,"$35,983"
"Rochelle, GA", Wilcox County, GA,30.8,"$35,961"
"Belle Chasse, LA", Plaquemines Parish, LA,15.5,"$58,643"
"Bridge City, LA", Orange County, LA,9.4,"$63,681"
"Red Oak, TX", Ellis County, TX,8.8,"$76,792"
"Huron, OH",Huron County, OH,11.1,"$55,202"
"Seminole, OK",Seminole County, OK,18.6,"$37,901"
"Covington, OH", Miami County, OH,7.9,"$59,922"
"Canal Winchester, OH", Franklin County, OH,13.4,"$60,483"
"Tallmadge, OH", Summit County, OH,6.2,"$105,374"
"Harvey, IL", Cook County, IL,9.6,"$54,465"
"Stockton, IL", San Joaquin County, IL,14.3,"$63,567"
"East Hartland, CT", Hartford County, CT,11.2,"$73,037"
"Saugus, MA", Essex County, MA,13.7,"$50,785"
"Lambertville, MI", Monroe County, MI,13.2,"$58,391"
"Fruitport, MI", Muskegon County, MI,15.7,"$49,960"
"Lapeer, MI",Lapeer County, MI,10.1,"$65,209"
"Clay, AL", Allegheny County, AL,11.7,"$59,881"
"Standish, MI", Arenac County, MI,15.9,"$42,540"
"Westland, MI", Wayne County, MI,20.9,"$38,704"
"Ferndale, MI", Oakland County, MI,8.2,"$80,319"
"Ishpeming, MI", Marquette County, MI,10.8,"$46,964"
"Seaford, NY", Nassau County, NY,5.8,"$115,301"
"Clarendon Hills, IL", DuPage County, IL,6.6,"$93,540"
"Brooksville, FL", Hernando County, FL,14.1,"$45,884"
"New Galilee, PA", Beaver County, PA,9.4,"$55,940"
"Saint Joseph, MO", Buchanan County, MO,27.6,"$32,144"
"Gillette, WY", Essex County, WY,13.7,"$50,785"
"Milton, FL", Santa Rosa County, FL,9.5,"$69,541"
"Owens Cross Roads, AL", Madison County, AL,10.1,"$60,450"
"Speedway, IN",,,,"$100,075"
"Wiggins, CO", Morgan County, CO,10.8,"$49,487"
"Manhattan, KS", Riley County, KS,20.7,"$47,057"
"Placentia, CA", Orange County, CA,9.4,"$63,681"
"Bedford, TX", Tarrant County, TX,12.1,"$66,059"
"Larkspur, CO", Douglas County, CO,11.7,"$50,637"
"Lomita, CA", Los Angeles County, CA,14.2,"$67,986"
"Cleveland, TX", Liberty County, TX,15.1,"$52,577"
"University Park, IL", Will County, IL,6.4,"$86,108"
"Louisville, MS", Stark County, MS,14.4,"$52,310"
"Mendenhall, MS", Simpson County, MS,19.8,"$38,173"
"Cresson, TX", Hood County, TX,10.2,"$60,917"
"Greenville, VA", Augusta County, VA,9.0,"$60,556"
"Reading, OH", Hamilton County, OH,14.7,"$49,210"
"Niagara Falls, NY", Niagara County, NY,13.0,"$55,013"
"Barton, AR", Phillips County, AR,15.2,"$44,730"
"Troy, NC", Montgomery County, NC,24.1,"$52,538"
"Hazlet, NJ", Monmouth County, NJ,6.7,"$99,223"
"Allentown, NJ", Monmouth County, NJ,6.7,"$99,223"
"Charlotte Hall, MD", Saint Mary's County, MD,,"$100,075"
"Horn Lake, MS", DeSoto County, MS,9.0,"$68,126"
"Leland, NC", Brunswick County, NC,22.5,"$41,803"
"Middletown, DE", New Castle County, DE,11.6,"$69,562"
"Marks, MS", Quitman County, MS,37.6,"$27,767"
"Ethel, LA", Attala County, LA,23.7,"$36,761"
"Walker, LA",Walker County, LA,26.1,"$43,681"
"Egg Harbor Township, NJ", Atlantic County, NJ,12.8,"$60,826"
"Sylmar, CA", Los Angeles County, CA,14.2,"$67,986"
"Muenster, TX", Cooke County, TX,14.8,"$52,047"
"Palestine, TX", Anderson County, TX,19.8,"$45,969"
"Bushland, TX", Potter County, TX,19.7,"$41,912"
"Liberal, KS", Seward County, KS,7.2,"$71,024"
"Mcminnville, OR", Yamhill County, OR,12.2,"$61,776"
"Perry, FL", Taylor County, FL,10.3,"$56,981"
"Eutaw, AL", Jefferson County, AL,8.1,"$65,831"
"Waupaca, WI",Waupaca County, WI,10.4,"$58,648"
"Curtice, OH",,,,"$100,075"
"Lombard, IL", DuPage County, IL,6.6,"$93,540"
"Buckner, KY", Oldham County, KY,13.0,"$56,590"
"Dallas, NC", Gaston County, NC,14.2,"$52,798"
"Stuarts Draft, VA", Augusta County, VA,9.0,"$60,556"
"Blaine, MN", Anoka County, MN,5.6,"$82,284"
"Cerritos, CA", Los Angeles County, CA,14.2,"$67,986"
"Wagener, SC", Aiken County, SC,15.0,"$52,633"
"Manning, SC", Scott County, SC,18.5,"$40,161"
"New Berlin, NY", Chenango County, NY,15.1,"$50,312"
"Miami Beach, FL", Miami-Dade County, FL,16.0,"$52,043"
"Hortonville, WI", Outagamie County, WI,7.2,"$65,993"
"Branford, CT",,,,"$100,075"
"Fulton, MD", Howard County, MD,20.6,"$50,423"
"Bunn, NC", Franklin County, NC,13.4,"$60,483"
"New Smyrna Beach, FL", Volusia County, FL,13.2,"$50,285"
"Barnesville, GA", Lamar County, GA,14.4,"$45,767"
"Hummelstown, PA", Dauphin County, PA,13.2,"$57,979"
"Munday, TX", Knox County, TX,20.4,"$39,726"
"Hubert, NC", Onslow County, NC,15.1,"$50,531"
"Peabody, MA", Essex County, MA,13.7,"$50,785"
"Avon Lake, OH", Lorain County, OH,14.2,"$59,265"
"Jacksonville, IL", Duval County, IL,25.5,"$35,156"
"Hiawatha, KS", Brown County, KS,8.6,"$62,097"
"Loup City, NE", Sherman County, NE,12.1,"$57,052"
"Grandview, MO", Jackson County, MO,12.0,"$52,919"
"Perham, MN", Otter Tail County, MN,10.3,"$53,778"
"Jefferson Hills, PA", Allegheny County, PA,11.7,"$59,881"
"Rice Lake, WI", Barron County, WI,12.3,"$50,344"
"Chatham, IL",Chatham County, IL,9.3,"$73,703"
"Bolivar, MO", Polk County, MO,9.6,"$59,990"
"Westlake, LA", Denton County, LA,7.3,"$88,384"
"Camp Springs, MD", Prince George's County, MD,8.3,"$82,445"
"Jacksonville, AR", Pulaski County, AR,14.6,"$50,834"
"Sunbury, OH", Delaware County, OH,8.8,"$71,961"
"Randolph, NJ", Morris County, NJ,20.2,"$41,418"
"Barstow, CA", San Bernardino County, CA,14.9,"$63,310"
"Ringling, OK", Jefferson County, OK,8.1,"$65,831"
"Dallas, PA",Dallas County, PA,14.2,"$59,838"
"Addis, LA", West Baton Rouge Parish, LA,12.8,"$58,205"
"Hickory Creek, TX", Denton County, TX,7.3,"$88,384"
"Watts, CA", Los Angeles County, CA,14.2,"$67,986"
"Groesbeck, TX", Limestone County, TX,22.2,"$43,226"
"Ogden, UT", Weber County, UT,9.4,"$68,106"
"Connell, WA", Franklin County, WA,13.4,"$60,483"
"West Richland, WA", Benton County, WA,9.8,"$69,212"
