first_name,last_name,position,team,madden_rating
Lemuel,Jeanpierre,C,Seahawks,72
A.J.,Jefferson,CB,Seahawks,72
Luke,Willson,TE,Seahawks,72
Phillip,Adams,CB,Seahawks,71
Stephen,Schilling,RG,Seahawks,70
Jesse,Williams,DT,Seahawks,70
Tharold,Simon,CB,Seahawks,69
Kiero,Small,FB,Seahawks,69
Spencer,Ware,FB,Seahawks,69
Benson,Mayowa,RE,Seahawks,68
Kevin,Norwood,WR,Seahawks,68
Paul,Richardson,WR,Seahawks,68
D'Anthony,Smith,DT,Seahawks,68
Cassius,Marsh,RE,Seahawks,67
Jordan,Hill,DT,Seahawks,66
Mike,Morgan,LOLB,Seahawks,66
Eric,Pinkins,CB,Seahawks,66
Greg,Scruggs,LE,Seahawks,66
DeShawn,Shead,CB,Seahawks,66
Ricardo,Lockette,WR,Seahawks,65
Kevin,Pierre-Louis,ROLB,Seahawks,65
Alvin,Bailey,LT,Seahawks,64
Taylor,Price,WR,Seahawks,64
B.J.,Daniels,QB,Seahawks,62
Jimmy,Staten,DT,Seahawks,62
Bryan,Walters,WR,Seahawks,62
Phil,Bates,WR,Seahawks,61
Korey,Toomer,LOLB,Seahawks,61
Caylin,Hauptmann,LT,Seahawks,59
Clint,Gresham,TE,Seahawks,52
