first_name,last_name,position,player_match_position,madden_rating,year
Marcus,Gilbert,RT,,83,2017
Jadeveon,Clowney,ROLB,,83,2017
Taylor,Lewan,LT,,83,2017
DeMarco,Murray,HB,,83,2017
Joe,Berger,C,,83,2017
Sharrif,Floyd,DT,,83,2017
Ian,Williams,DT,,82,2017
Willie,Young,LOLB,,82,2017
Zach,Brown,ROLB,,82,2017
Corey,Graham,FS,,82,2017
Tyrod,Taylor,QB,,82,2017
Kyle,Williams,DT,,82,2017
Brandon,McManus,K,,82,2017
Russell,Okung,LT,,82,2017
Bryan,Anger,P,,82,2017
Vincent,Jackson,WR,,82,2017
Charles,Sims III,HB,,82,2017
Daryl,Smith,LOLB,,82,2017
Jameis,Winston,QB,,82,2017
Chandler,Jones,ROLB,,82,2017
King,Dunlap,LT,,82,2017
Danny,Woodhead,HB,,82,2017
Dustin,Colquitt,P,,82,2017
Marcus,Peters,CB,,82,2017
Alex,Smith,QB,,82,2017
Trent,Cole,ROLB,,82,2017
Barry,Church,SS,,82,2017
Chris,Jones,P,,82,2017
Ryan,Mathews,HB,,82,2017
Will,Johnson,FB,,82,2017
Kelvin,Beachum,LT,,82,2017
Blake,Bortles,QB,,82,2017
Chris,Ivory,HB,,82,2017
Jalen,Ramsey,CB,,82,2017
Marcus,Gilchrist,FS,,82,2017
Marvin,Jones,WR,,82,2017
Haloti,Ngata,DT,,82,2017
Charles,Johnson,LE,,82,2017
Rob,Ninkovich,LOLB,,82,2017
Marquette,King,P,,82,2017
Johnny,Hekker,P,,82,2017
Justin,Forsett,HB,,82,2017
DeAngelo,Hall,FS,,82,2017
Delvin,Breaux,CB,,82,2017
Zach,Strief,RT,,82,2017
Max,Unger,C,,82,2017
Martavis,Bryant,WR,,82,2017
Ramon,Foster,LG,,82,2017
William,Gay,CB,,82,2017
Derek,Newton,RT,,82,2017
Rashad,Johnson,FS,,82,2017
Tramaine,Brock,CB,,81,2017
Carlos,Hyde,HB,,81,2017
Lamarr,Houston,ROLB,,81,2017
Clint,Boling,LG,,81,2017
Jeremy,Hill,HB,,81,2017
Eric,Wood,C,,81,2017
Tyvon,Branch,SS,,81,2017
Tony,Jefferson,FS,,81,2017
Jeremiah,Attaochu,LOLB,,81,2017
Ron,Parker,SS,,81,2017
Anthony,Sherman,FB,,81,2017
Anthony,Castonzo,LT,,81,2017
Byron,Jones,FS,,81,2017
DeMarcus,Lawrence,LE,,81,2017
Rolando,McClain,MLB,,81,2017
Jermon,Bushrod,LG,,81,2017
Jordan,Cameron,TE,,81,2017
Arian,Foster,HB,,81,2017
Mike,Pouncey,C,,81,2017
Mario,Williams,RE,,81,2017
Rodney,McLeod Jr.,SS,,81,2017
Darren,Sproles,HB,,81,2017
Jonathan,Babineaux,DT,,81,2017
Matt,Bosher,P,,81,2017
Matt,Bryant,K,,81,2017
Victor,Cruz,WR,,81,2017
Johnathan,Hankins,DT,,81,2017
Eli,Manning,QB,,81,2017
Shane,Vereen,HB,,81,2017
Brad,Nortman,P,,81,2017
David,Harris,MLB,,81,2017
Leonard,Williams,RE,,81,2017
Matt,Prater,K,,81,2017
Theo,Riddick,HB,,81,2017
Geoff,Schwartz,RG,,81,2017
Mason,Crosby,K,,81,2017
Nick,Perry,ROLB,,81,2017
LeGarrette,Blount,HB,,81,2017
Bruce,Irvin,LOLB,,81,2017
Latavius,Murray,HB,,81,2017
Joe,Flacco,QB,,81,2017
Dennis,Pitta,TE,,81,2017
Jimmy,Smith,CB,,81,2017
Benjamin,Watson,TE,,81,2017
Jeremy,Zuttah,C,,81,2017
Chris,Baker,LE,,81,2017
Bashaud,Breeland,CB,,81,2017
Pierre,Garcon,WR,,81,2017
Trent,Murphy,RE,,81,2017
Jon,Ryan,P,,81,2017
Ladarius,Green,TE,,81,2017
DeAngelo,Williams,HB,,81,2017
Brian,Cushing,MLB,,81,2017
Nick,Novak,K,,81,2017
Jay,Prosch,FB,,81,2017
Derrick,Morgan,LOLB,,81,2017
Ryan,Succop,K,,81,2017
Alex,Boone,RG,,81,2017
Teddy,Bridgewater,QB,,81,2017
Kyle,Rudolph,TE,,81,2017
Blair,Walsh,K,,81,2017
Phil,Dawson,K,,80,2017
Jay,Cutler,QB,,80,2017
Kyle,Fuller,CB,,80,2017
Pat,O'Donnell,P,,80,2017
Mike,Nugent,K,,80,2017
Shaquil,Barrett,LOLB,,80,2017
Britton,Colquitt,P,,80,2017
Andy,Lee,P,,80,2017
Tramon,Williams,CB,,80,2017
Chandler,Catanzaro,K,,80,2017
Joe,Barksdale,RT,,80,2017
Corey,Liuget,RE,,80,2017
Brandon,Mebane,DT,,80,2017
Dwayne,Allen,TE,,80,2017
Kendall,Langford,LE,,80,2017
Tyrone,Crawford,DT,,80,2017
Ezekiel,Elliott,HB,,80,2017
Doug,Free,RT,,80,2017
Terrance,Williams,WR,,80,2017
Branden,Albert,LT,,80,2017
Brandon,Brooks,RG,,80,2017
Andy,Levitre,LG,,80,2017
Jake,Matthews,LT,,80,2017
Rashad,Jennings,HB,,80,2017
Ryan,Quigley,P,,80,2017
Telvin,Smith,LOLB,,80,2017
T.J.,Yeldon,HB,,80,2017
Sam,Martin,P,,80,2017
Jared,Cook,TE,,80,2017
Micah,Hyde,FS,,80,2017
Corey,Linsley,C,,80,2017
Bene,Benwikere,CB,,80,2017
Paul,Soliai,DT,,80,2017
Dion,Lewis,HB,,80,2017
Austin,Howard,RT,,80,2017
Tavon,Austin,WR,,80,2017
Kenny,Britt,WR,,80,2017
Cory,Harkey,FB,,80,2017
Trumaine,Johnson,CB,,80,2017
Vernon,Davis,TE,,80,2017
Junior,Galette,LOLB,,80,2017
Kenny,Vaccaro,SS,,80,2017
Jermaine,Kearse,WR,,80,2017
Tyler,Lockett,WR,,80,2017
Thomas,Rawls,HB,,80,2017
Roosevelt,Nix,FB,,80,2017
Anthony,Fasano,TE,,80,2017
Jason,McCourty,CB,,80,2017
Craig,Stevens,TE,,80,2017
Matt,Kalil,LT,,80,2017
Terence,Newman,CB,,80,2017
Xavier,Rhodes,CB,,80,2017
Robbie,Gould,K,,79,2017
Kyle,Long,RG,,79,2017
Michael,Johnson,RE,,79,2017
Dan,Carpenter,K,,79,2017
Karlos,Williams Sr.,HB,,79,2017
Virgil,Green,TE,,79,2017
Rahim,Moore Sr.,FS,,79,2017
Roberto,Aguayo,K,,79,2017
Joey,Bosa,LE,,79,2017
Dwight,Lowery,FS,,79,2017
Branden,Oliver,HB,,79,2017
Allen,Bailey,RE,,79,2017
Frank,Gore,HB,,79,2017
D'Qwell,Jackson,MLB,,79,2017
Joe,Reitz,RT,,79,2017
Darren,McFadden,HB,,79,2017
Alfred,Morris,HB,,79,2017
J.J.,Wilcox,FS,,79,2017
Ryan,Tannehill,QB,,79,2017
Brent,Celek,TE,,79,2017
Vinny,Curry,LE,,79,2017
Donnie,Jones,P,,79,2017
Stefen,Wisniewski,C,,79,2017
Vic,Beasley Jr.,ROLB,,79,2017
Jacob,Tamme,TE,,79,2017
Luke,Joeckel,LT,,79,2017
Sen'Derrick,Marks,DT,,79,2017
Dan,Skuta,ROLB,,79,2017
James,Carpenter,LG,,79,2017
Ryan,Fitzpatrick,QB,,79,2017
Nick,Folk,K,,79,2017
Anquan,Boldin,WR,,79,2017
Josh,Bynes,ROLB,,79,2017
David,Bakhtiari,LT,,79,2017
Bryan,Bulaga,RT,,79,2017
Richard,Rodgers,TE,,79,2017
James,Starks,HB,,79,2017
Kony,Ealy,RE,,79,2017
Star,Lotulelei,DT,,79,2017
Sebastian,Janikowski,K,,79,2017
Jamize,Olawale,FB,,79,2017
Michael,Brockers,DT,,79,2017
E.J.,Gaines,CB,,79,2017
Alec,Ogletree,MLB,,79,2017
Kendrick,Lewis,FS,,79,2017
Ronnie,Stanley,LT,,79,2017
Lardarius,Webb,CB,,79,2017
Connor,Barth,K,,79,2017
Nick,Fairley,DT,,79,2017
Jordan,Berry,P,,79,2017
Ryan,Shazier,MLB,,79,2017
Antonio,Allen,FS,,79,2017
Jack,Conklin,RT,,79,2017
Marcus,Mariota,QB,,79,2017
Rishard,Matthews,WR,,79,2017
Kendall,Wright,WR,,79,2017
Stefon,Diggs,WR,,79,2017
Brian,Robison,LE,,79,2017
DeForest,Buckner,RE,,78,2017
Anthony,Davis,RT,,78,2017
Vance,McDonald,TE,,78,2017
Torrey,Smith,WR,,78,2017
Akiem,Hicks,LE,,78,2017
Zach,Miller,TE,,78,2017
Corey,Coleman,WR,,78,2017
Duke,Johnson Jr.,HB,,78,2017
Demar,Dotson,RT,,78,2017
William,Gholston,RE,,78,2017
Jacob,Schum,P,,78,2017
Austin,Seferian-Jenkins,TE,,78,2017
Deone,Bucannon,MLB,,78,2017
Andre,Ellington,HB,,78,2017
Travis,Benjamin,WR,,78,2017
Brandon,Flowers,CB,,78,2017
Hunter,Henry,TE,,78,2017
Eric,Fisher,LT,,78,2017
Mike,Adams,SS,,78,2017
Donte,Moncrief,WR,,78,2017
Patrick,Robinson,CB,,78,2017
Erik,Walden,LOLB,,78,2017
La'el,Collins,LG,,78,2017
Cedric,Thornton,DT,,78,2017
Jelani,Jenkins,ROLB,,78,2017
Laremy,Tunsil,LG,,78,2017
Sam,Bradford,QB,,78,2017
Bennie,Logan,DT,,78,2017
Jordan,Matthews,WR,,78,2017
Rueben,Randle,WR,,78,2017
Chris,Chester,RG,,78,2017
Courtney,Upshaw,LOLB,,78,2017
Devon,Kennard,LOLB,,78,2017
Aaron,Colvin,CB,,78,2017
Roy,Miller III,DT,,78,2017
Jared,Odrick,RE,,78,2017
Paul,Posluszny,MLB,,78,2017
Steve,McLendon,DT,,78,2017
Bilal,Powell,HB,,78,2017
Ameer,Abdullah,HB,,78,2017
Tre,Boston,SS,,78,2017
Michael,Oher,LT,,78,2017
Mike,Tolbert,FB,,78,2017
Ryan,Allen,P,,78,2017
Mario,Edwards Jr.,RE,,78,2017
Tre,Mason,HB,,78,2017
Garrett,Reynolds,LG,,78,2017
Greg,Zuerlein,K,,78,2017
Kamar,Aiken,WR,,78,2017
Crockett,Gillmore,TE,,78,2017
Maxx,Williams,TE,,78,2017
Morgan,Moses,RT,,78,2017
Brandon,Scherff,RG,,78,2017
Josh,Hill,TE,,78,2017
John,Jenkins,DT,,78,2017
Craig,Robertson,ROLB,,78,2017
C.J.,Spiller,HB,,78,2017
Luke,Willson,TE,,78,2017
Arthur,Moats,LOLB,,78,2017
Lawrence,Timmons,MLB,,78,2017
Stephon,Tuitt,RE,,78,2017
Jeff,Allen,RG,,78,2017
Kareem,Jackson,CB,,78,2017
Perrish,Cox,CB,,78,2017
Brice,McCain,CB,,78,2017
Avery,Williamson,MLB,,78,2017
Chad,Greenway,ROLB,,78,2017
Michael,Griffin,FS,,78,2017
Andrew,Sendejo,SS,,78,2017
Arik,Armstead,LE,,77,2017
Antoine,Bethea,SS,,77,2017
Bruce,Miller,FB,,77,2017
Bradley,Pinion,P,,77,2017
Eric,Reid,FS,,77,2017
Adrian,Amos,FS,,77,2017
Eddie,Royal,WR,,77,2017
Jake,Fisher,RT,,77,2017
Kevin,Huber,P,,77,2017
Brandon,LaFell,WR,,77,2017
Colton,Schmidt,P,,77,2017
Aaron,Williams,SS,,77,2017
Desmond,Bryant,LE,,77,2017
John,Greco,RG,,77,2017
K'Waun,Williams,CB,,77,2017
Vernon,Hargreaves III,CB,,77,2017
Ali,Marpet,RG,,77,2017
Clinton,McDonald,DT,,77,2017
Bradley,McDougald,FS,,77,2017
Donovan,Smith,LT,,77,2017
Stevie,Johnson,WR,,77,2017
Stevie,Brown,SS,,77,2017
Josh,Mauga,MLB,,77,2017
Cole,Beasley,WR,,77,2017
Justin,Durant,LOLB,,77,2017
Jason,Jones,RE,,77,2017
DeVante,Parker,WR,,77,2017
Robert,Alford,CB,,77,2017
Adrian,Clayborn,LE,,77,2017
Tyson,Jackson,DT,,77,2017
Keanu,Neal,SS,,77,2017
Mohamed,Sanu Sr.,WR,,77,2017
Dante,Fowler Jr.,RE,,77,2017
Tashaun,Gipson,FS,,77,2017
Brandon,Linder,RG,,77,2017
Jason,Myers,K,,77,2017
Jermey,Parnell,RT,,77,2017
Rafael,Bush,FS,,77,2017
Ted,Ginn Jr.,WR,,77,2017
Mike,Scifres,P,,77,2017
Alan,Branch,DT,,77,2017
Chris,Long,LE,,77,2017
Shea,McClellin,ROLB,,77,2017
Nate,Allen,SS,,77,2017
Clive,Walford,TE,,77,2017
Akeem,Ayers,ROLB,,77,2017
Jared,Goff,QB,,77,2017
Greg,Robinson,LT,,77,2017
Mike,Wallace,WR,,77,2017
David,Bruton Jr.,SS,,77,2017
Josh,Doctson,WR,,77,2017
Dustin,Hopkins,K,,77,2017
Duke,Ihenacho,SS,,77,2017
Matt,Jones,HB,,77,2017
Preston,Smith,ROLB,,77,2017
Dannell,Ellerbe,ROLB,,77,2017
Tim,Lelito,LG,,77,2017
Sheldon,Rankins,DT,,77,2017
Willie,Snead,WR,,77,2017
Jeremy,Lane,CB,,77,2017
Chris,Boswell,K,,77,2017
C.J.,Fiedorowicz,TE,,77,2017
Andre,Hal,FS,,77,2017
Shane,Lechler,P,,77,2017
Benardrick,McKinney,MLB,,77,2017
Brock,Osweiler,QB,,77,2017
Andre,Smith,RT,,77,2017
Leonard,Floyd,ROLB,,76,2017
Eddie,Goldman,DT,,76,2017
Jeremy,Langford,HB,,76,2017
Dre,Kirkpatrick,CB,,76,2017
Eric,Winston,RT,,76,2017
Robert,Blanton,SS,,76,2017
Sterling,Moore,CB,,76,2017
Duke,Williams,FS,,76,2017
Ronnie,Hillman,HB,,76,2017
Travis,Coons,K,,76,2017
Isaiah,Crowell,HB,,76,2017
Demario,Davis,MLB,,76,2017
Josh,Gordon,WR,,76,2017
Barkevious,Mingo,LOLB,,76,2017
Kwon,Alexander,MLB,,76,2017
Chris,Conte,SS,,76,2017
J.R.,Sweezy,LG,,76,2017
Drew,Butler,P,,76,2017
Chris,Clemons,FS,,76,2017
Frostee,Rucker,RE,,76,2017
Melvin,Gordon,HB,,76,2017
Drew,Kaser,P,,76,2017
Josh,Lambo,K,,76,2017
Denzel,Perryman,MLB,,76,2017
Cairo,Santos,K,,76,2017
Henry,Anderson,LE,,76,2017
Nate,Irving,MLB,,76,2017
Ryan,Kelly,C,,76,2017
Brandon,Carr,CB,,76,2017
Lance,Dunbar,HB,,76,2017
Jaylon,Smith,MLB,,76,2017
Isa,Abdul-Quddus,FS,,76,2017
Kiko,Alonso,MLB,,76,2017
Matt,Darr,P,,76,2017
Andrew,Franks,K,,76,2017
Byron,Maxwell,CB,,76,2017
Nigel,Bradham,ROLB,,76,2017
Nolan,Carroll II,CB,,76,2017
Caleb,Sturgis,K,,76,2017
Carson,Wentz,QB,,76,2017
Kemal,Ishmael,SS,,76,2017
Brooks,Reed,LOLB,,76,2017
Eli,Apple,CB,,76,2017
Larry,Donnell,TE,,76,2017
Ereck,Flowers,LT,,76,2017
J.T.,Thomas III,ROLB,,76,2017
Nikita,Whitlock,FB,,76,2017
Brad,Wing,P,,76,2017
Tyson,Alualu,DT,,76,2017
Luke,Bowanko,C,,76,2017
Johnathan,Cyprien,SS,,76,2017
Davon,House,CB,,76,2017
Myles,Jack,ROLB,,76,2017
Marcedes,Lewis,TE,,76,2017
Taylor,Decker,LT,,76,2017
Eric,Ebron,TE,,76,2017
Datone,Jones,LE,,76,2017
Damarious,Randall,CB,,76,2017
J.C.,Tretter,C,,76,2017
Mario,Addison,LE,,76,2017
Philly,Brown,WR,,76,2017
Mike,Remmers,RT,,76,2017
Donald,Brown,HB,,76,2017
Jonathan,Cooper,RG,,76,2017
Karl,Joseph,SS,,76,2017
Quinton,Coples,LE,,76,2017
Nick,Boyle,TE,,76,2017
Timmy,Jernigan,LE,,76,2017
Jerraud,Powers,CB,,76,2017
Rick,Wagner,RT,,76,2017
Ryan,Harris,LT,,76,2017
Markus,Wheaton,WR,,76,2017
Alfred,Blue,HB,,76,2017
Antonio,Andrews,HB,,76,2017
Dorial,Green-Beckham,WR,,76,2017
Andre,Johnson,WR,,76,2017
Eric,Kendricks,MLB,,76,2017
Jerick,McKinnon,HB,,76,2017
Kenneth,Acker,CB,,75,2017
Garrett,Celek,TE,,75,2017
Dontae,Johnson,CB,,75,2017
Jimmie,Ward,CB,,75,2017
Sam,Acho,ROLB,,75,2017
Bobby,Massie,RT,,75,2017
Jacquizz,Rodgers,HB,,75,2017
Darqueze,Dennard,CB,,75,2017
Vincent,Rey,MLB,,75,2017
Shawn,Williams,SS,,75,2017
Shaq,Lawson,LE,,75,2017
Cameron,Brate,TE,,75,2017
Josh,Robinson,CB,,75,2017
Evan,Smith,C,,75,2017
Alterraun,Verner,CB,,75,2017
Chris,Johnson,HB,,75,2017
Robert,Nkemdiche,LE,,75,2017
Corey,Peters,DT,,75,2017
Manti,Te'o,MLB,,75,2017
Phillip,Gaines,CB,,75,2017
Spencer,Ware,HB,,75,2017
Charcandrick,West,HB,,75,2017
Robert,Turbin,HB,,75,2017
Randy,Gregory,RE,,75,2017
Ronald,Leary,LG,,75,2017
Jay,Ajayi,HB,,75,2017
Ja'Wuan,James,RT,,75,2017
Dion,Sims,TE,,75,2017
Andrew,Gardner,LT,,75,2017
Cody,Parkey,K,,75,2017
Ricardo,Allen,FS,,75,2017
Tevin,Coleman,HB,,75,2017
Landon,Collins,FS,,75,2017
Keenan,Robinson,MLB,,75,2017
Erin,Henderson,MLB,,75,2017
Buster,Skrine,CB,,75,2017
Davante,Adams,WR,,75,2017
Shaq,Thompson,LOLB,,75,2017
Duron,Harmon,SS,,75,2017
Chris,Hogan,WR,,75,2017
James,White,HB,,75,2017
Lee,Smith,TE,,75,2017
Mark,Barron,LOLB,,75,2017
Lamarcus,Joyner,CB,,75,2017
Case,Keenum,QB,,75,2017
Lance,Kendricks,TE,,75,2017
Stephen,Paea,LE,,75,2017
Kai,Forbath,K,,75,2017
Hau'oli,Kikaha,RE,,75,2017
Keenan,Lewis,CB,,75,2017
Germain,Ifedi,RG,,75,2017
Chris,Clark,LT,,75,2017
Quintin,Demps,SS,,75,2017
Antwon,Blake,FS,,75,2017
Chance,Warmack,RG,,75,2017
Mackensie,Alexander,CB,,75,2017
Captain,Munnerlyn,CB,,75,2017
Laquon,Treadwell,WR,,75,2017
Jarius,Wright,WR,,75,2017
Ahmad,Brooks,LOLB,,74,2017
Blaine,Gabbert,QB,,74,2017
Joshua,Garnett,RG,,74,2017
Colin,Kaepernick,QB,,74,2017
Kevin,White,WR,,74,2017
Ryan,Hewitt,FB,,74,2017
Cedric,Ogbuehi,LT,,74,2017
Reggie,Bush,HB,,74,2017
Reggie,Ragland,ROLB,,74,2017
Nickell,Robey-Coleman,CB,,74,2017
Paxton,Lynch,QB,,74,2017
Vance,Walker,LE,,74,2017
Sylvester,Williams,DT,,74,2017
Justin,Gilbert,CB,,74,2017
Christian,Kirksey,MLB,,74,2017
Jacquies,Smith,LE,,74,2017
Major,Wright,FS,,74,2017
Justin,Bethel,CB,,74,2017
Kevin,Minter,MLB,,74,2017
Troy,Niklas,TE,,74,2017
Earl,Watford,RG,,74,2017
Jahleel,Addae,SS,,74,2017
D.J.,Fluker,RG,,74,2017
Albert,Wilson,WR,,74,2017
Gavin,Escobar,TE,,74,2017
James,Hanna,TE,,74,2017
Anthony,Hitchens,LOLB,,74,2017
Earl,Mitchell,DT,,74,2017
Kenny,Stills,WR,,74,2017
Michael,Thomas,FS,,74,2017
Jordan,Hicks,MLB,,74,2017
Eric,Rowe,CB,,74,2017
Ra'Shede,Hageman,RE,,74,2017
Philip,Wheeler,ROLB,,74,2017
Paul,Worrilow,MLB,,74,2017
Sterling,Shepard,WR,,74,2017
Mackenzy,Bernadeau,LG,,74,2017
Dwayne,Gratz,CB,,74,2017
Patrick,Omameh,RG,,74,2017
Bjoern,Werner,LE,,74,2017
Jace,Amaro,TE,,74,2017
Khiry,Robinson,HB,,74,2017
Marcus,Williams,CB,,74,2017
Johnson,Bademosi,FS,,74,2017
Quandre,Diggs,CB,,74,2017
Wallace,Gilberry,LE,,74,2017
Michael,Ola,RT,,74,2017
Brandon,Pettigrew,TE,,74,2017
Larry,Warford,RG,,74,2017
Tim,Masthay,P,,74,2017
Vernon,Butler,DT,,74,2017
Devin,Funchess,WR,,74,2017
A.J.,Klein,LOLB,,74,2017
Marcus,Cannon,LT,,74,2017
Shaq,Mason,LG,,74,2017
Benny,Cunningham,HB,,74,2017
Dominique,Easley,DT,,74,2017
Brian,Quick,WR,,74,2017
Javorius,Allen,HB,,74,2017
Kyle,Arrington,CB,,74,2017
Vladimir,Ducasse,RG,,74,2017
Su'a,Cravens,SS,,74,2017
Jamison,Crowder,WR,,74,2017
Kyshoen,Jarrett,FS,,74,2017
Ricky,Jean Francois,RE,,74,2017
Shawn,Lauvao,LG,,74,2017
Perry,Riley Jr.,MLB,,74,2017
Stephone,Anthony,LOLB,,74,2017
Roman,Harper,SS,,74,2017
Michael,Hoomanawanui,TE,,74,2017
Kyle,Wilson,CB,,74,2017
C.J.,Prosise,HB,,74,2017
Ahtyba,Rubin,DT,,74,2017
Bradley,Sowell,RT,,74,2017
Robert,Golden,FS,,74,2017
David,Johnson,FB,,74,2017
Akeem,Dent,MLB,,74,2017
Will,Fuller V,WR,,74,2017
Kevin,Johnson,CB,,74,2017
John,Simon,ROLB,,74,2017
Derrick,Henry,HB,,74,2017
Ben,Jones,C,,74,2017
Al,Woods,DT,,74,2017
Mike,Harris,RG,,74,2017
Charles,Johnson,WR,,74,2017
Jeff,Locke,P,,74,2017
MyCole,Pruitt,TE,,74,2017
Zane,Beadles,LG,,73,2017
Shaun,Draughn,HB,,73,2017
Ka'Deem,Carey,HB,,73,2017
Brian,Hoyer,QB,,73,2017
Marquess,Wilson,WR,,73,2017
William,Jackson III,CB,,73,2017
A.J.,McCarron,QB,,73,2017
Domata,Peko,DT,,73,2017
Javier,Arenas,CB,,73,2017
Preston,Brown,MLB,,73,2017
Jerome,Felton,FB,,73,2017
Jordan,Mills,RT,,73,2017
Robert,Woods,WR,,73,2017
Marlon,Brown,WR,,73,2017
Shane,Ray,ROLB,,73,2017
Robert,Griffin III,QB,,73,2017
Andrew,Hawkins,WR,,73,2017
Akeem,Spence,DT,,73,2017
Luke,Stocker,TE,,73,2017
Red,Bryant,LE,,73,2017
Donald,Butler,MLB,,73,2017
Darren,Fells,TE,,73,2017
D.J.,Humphries,RT,,73,2017
Stepfan,Taylor,HB,,73,2017
Knile,Davis,HB,,73,2017
Laurent,Duvernay-Tardif,RG,,73,2017
Dee,Ford,ROLB,,73,2017
Mitch,Morse,C,,73,2017
Jonotthan,Harrison,RG,,73,2017
Zach,Kerr,DT,,73,2017
Jeff,Heath,FS,,73,2017
Terrell,McClain,DT,,73,2017
Kyle,Wilber,LOLB,,73,2017
Chris,Maragos,SS,,73,2017
Leodis,McKelvin,CB,,73,2017
Tom,Compton,LT,,73,2017
Bryce,Harris,RT,,73,2017
Sean,Weatherspoon,MLB,,73,2017
Orleans,Darkwa,HB,,73,2017
Dwayne,Harris,WR,,73,2017
John,Jerry,RG,,73,2017
Bobby,Rainey Jr.,HB,,73,2017
Joplo,Bartu,MLB,,73,2017
Demetrius,McCray,CB,,73,2017
Denard,Robinson,HB,,73,2017
Dion,Bailey,SS,,73,2017
Bruce,Carter,MLB,,73,2017
Darron,Lee,MLB,,73,2017
Rontez,Miles,FS,,73,2017
Geno,Smith,QB,,73,2017
Tavon,Wilson,SS,,73,2017
Sam,Barrington,MLB,,73,2017
Kenny,Clark,DT,,73,2017
Letroy,Guion,DT,,73,2017
Bryan,Stork,C,,73,2017
Nate,Washington,WR,,73,2017
T.J.,Carrie,CB,,73,2017
Andre,Holmes,WR,,73,2017
Taiwan,Jones,HB,,73,2017
Mychal,Rivera,TE,,73,2017
Menelik,Watson,RT,,73,2017
Rodger,Saffold III,LG,,73,2017
Kavell,Conner,MLB,,73,2017
Will,Davis,CB,,73,2017
Lorenzo,Taliaferro,HB,,73,2017
Terrance,West,HB,,73,2017
Derek,Carrier,TE,,73,2017
Niles,Paul,TE,,73,2017
Tim,Hightower,HB,,73,2017
James,Laurinaitis,MLB,,73,2017
Hakeem,Nicks,WR,,73,2017
Jamarca,Sanford,SS,,73,2017
Brandon,Browner,CB,,73,2017
Jarran,Reed,DT,,73,2017
Sealver,Siliga,DT,,73,2017
Ross,Cockrell,CB,,73,2017
Jarvis,Jones,ROLB,,73,2017
Vince,Williams,MLB,,73,2017
Jeff,Adams,RT,,73,2017
A.J.,Bouye,CB,,73,2017
Jonathan,Grimes,HB,,73,2017
Nick,Martin,C,,73,2017
Cecil,Shorts III,WR,,73,2017
Jaelen,Strong,WR,,73,2017
Kevin,Dodd,ROLB,,73,2017
Harry,Douglas,WR,,73,2017
Karl,Klug,RE,,73,2017
Dexter,McCluster,HB,,73,2017
Bishop,Sankey,HB,,73,2017
Matt,Asiata,HB,,73,2017
Trae,Waynes,CB,,73,2017
Christian,Jones,MLB,,72,2017
Tracy,Porter,CB,,72,2017
Pat,Sims,DT,,72,2017
Jimmy,Wilson,FS,,72,2017
Lorenzo,Alexander,LOLB,,72,2017
Chris,Gragg,TE,,72,2017
Cyrus,Kouandjio,RT,,72,2017
Fernando,Velasco,C,,72,2017
Devontae,Booker,HB,,72,2017
Riley,Dixon,P,,72,2017
Brandian,Ross,FS,,72,2017
Mark,Sanchez,QB,,72,2017
Donald,Stephenson,RT,,72,2017
Michael,Bowie,RT,,72,2017
Taylor,Gabriel,WR,,72,2017
Patrick,Murray,K,,72,2017
Emmanuel,Ogbah,LOLB,,72,2017
Danny,Shelton,DT,,72,2017
Brandon,Myers,TE,,72,2017
Jaron,Brown,WR,,72,2017
Mike,Jenkins,CB,,72,2017
D.J.,Swearinger,SS,,72,2017
Jeff,Cumberland,TE,,72,2017
Orlando,Franklin,LG,,72,2017
Dontrelle,Inman,WR,,72,2017
Sean,Lissemore,DT,,72,2017
Darrell,Stuckey,FS,,72,2017
Chris,Jones,LE,,72,2017
Jonathan,Massaquoi,ROLB,,72,2017
Jah,Reid,RT,,72,2017
Rod,Streater,WR,,72,2017
Darius,Butler,CB,,72,2017
Phillip,Dorsett,WR,,72,2017
Jack,Doyle,TE,,72,2017
Sio,Moore,MLB,,72,2017
Hugh,Thornton,LG,,72,2017
Cameron,Bradfield,RT,,72,2017
Xavien,Howard,CB,,72,2017
James-Michael,Johnson,ROLB,,72,2017
Daniel,Thomas,HB,,72,2017
Kraig,Urbik,RG,,72,2017
Damien,Williams,HB,,72,2017
Nelson,Agholor,WR,,72,2017
Barrett,Jones,LG,,72,2017
Dennis,Kelly,RT,,72,2017
Charles,Godfrey,SS,,72,2017
Grady,Jarrett,DT,,72,2017
Derrick,Shelby,RE,,72,2017
Jasper,Brinkley,MLB,,72,2017
Paul,Perkins,HB,,72,2017
Will,Tye,TE,,72,2017
Trevin,Wade,CB,,72,2017
Andre,Williams,HB,,72,2017
Ryan,Davis,LE,,72,2017
Jeff,Linkenbach,LG,,72,2017
Lachlan,Edwards,P,,72,2017
Jeremy,Kerley,WR,,72,2017
A'Shawn,Robinson,DT,,72,2017
Devin,Taylor,LE,,72,2017
Kyle,Van Noy,LOLB,,72,2017
Tyrunn,Walker,DT,,72,2017
Chris,Banjo,SS,,72,2017
Quinten,Rollins,CB,,72,2017
Ed,Dickson,TE,,72,2017
Kyle,Love,DT,,72,2017
Brandon,Bolden,HB,,72,2017
Jimmy,Garoppolo,QB,,72,2017
Josh,Kline,C,,72,2017
Connor,Cook,QB,,72,2017
Seth,Roberts,WR,,72,2017
Rob,Havenstein,RT,,72,2017
Terrence,Brooks,FS,,72,2017
Arthur,Brown,MLB,,72,2017
Kamalei,Correa,LOLB,,72,2017
