fms_id,espn_id,full_name,first_name,last_name,position,position_group,section,college,draft_year,selection_number,position_rank,position_group_rank,section_rank,drafting_team,home_city,home_state,home_country,college_weight_pounds,college_height_inches,hw_ratio,forty,vertical,bench,broad,threecone,shuttle,defense_ast_tackles_pg,defense_fum_forced_pg,defense_fum_rec_pg,defense_fum_tds_pg,defense_fum_yds_pg,defense_int_pg,defense_int_td_pg,defense_int_yards_pg,defense_loss_tackles_pg,defense_pd_pg,defense_sacks_pg,defense_solo_tackes_pg,defense_tackles_pg,defense_ast_tackles_pg_cf_scaled,defense_fum_forced_pg_cf_scaled,defense_fum_rec_pg_cf_scaled,defense_fum_tds_pg_cf_scaled,defense_fum_yds_pg_cf_scaled,defense_int_pg_cf_scaled,defense_int_td_pg_cf_scaled,defense_int_yards_pg_cf_scaled,defense_loss_tackles_pg_cf_scaled,defense_pd_pg_cf_scaled,defense_sacks_pg_cf_scaled,defense_solo_tackes_pg_cf_scaled,defense_tackles_pg_cf_scaled,football_spending,coaches_salaries,ticket_sales,ann_rain_inch,ann_snow_inch,min_jan,min_feb,min_mar,min_apr,min_may,min_jun,min_jul,min_aug,min_sep,min_oct,min_nov,min_dec,max_jan,max_feb,max_mar,max_apr,max_may,max_jun,max_jul,max_aug,max_sep,max_oct,max_nov,max_dec,cb_college_weight_pounds_zscore,cb_college_height_inches_zscore,cb_hw_ratio_zscore,cb_forty_zscore,cb_vertical_zscore,cb_bench_zscore,cb_broad_zscore,cb_threecone_zscore,cb_shuttle_zscore,cb_defense_ast_tackles_pg_zscore,cb_defense_fum_forced_pg_zscore,cb_defense_fum_rec_pg_zscore,cb_defense_fum_tds_pg_zscore,cb_defense_fum_yds_pg_zscore,cb_defense_int_pg_zscore,cb_defense_int_td_pg_zscore,cb_defense_int_yards_pg_zscore,cb_defense_loss_tackles_pg_zscore,cb_defense_pd_pg_zscore,cb_defense_sacks_pg_zscore,cb_defense_solo_tackes_pg_zscore,cb_defense_tackles_pg_zscore,cb_defense_ast_tackles_pg_cf_scaled_zscore,cb_defense_fum_forced_pg_cf_scaled_zscore,cb_defense_fum_rec_pg_cf_scaled_zscore,cb_defense_fum_tds_pg_cf_scaled_zscore,cb_defense_fum_yds_pg_cf_scaled_zscore,cb_defense_int_pg_cf_scaled_zscore,cb_defense_int_td_pg_cf_scaled_zscore,cb_defense_int_yards_pg_cf_scaled_zscore,cb_defense_loss_tackles_pg_cf_scaled_zscore,cb_defense_pd_pg_cf_scaled_zscore,cb_defense_sacks_pg_cf_scaled_zscore,cb_defense_solo_tackes_pg_cf_scaled_zscore,cb_defense_tackles_pg_cf_scaled_zscore,cb_football_spending_zscore,cb_coaches_salaries_zscore,cb_ticket_sales_zscore,cb_ann_rain_inch_zscore,cb_ann_snow_inch_zscore,cb_min_jan_zscore,cb_min_feb_zscore,cb_min_mar_zscore,cb_min_apr_zscore,cb_min_may_zscore,cb_min_jun_zscore,cb_min_jul_zscore,cb_min_aug_zscore,cb_min_sep_zscore,cb_min_oct_zscore,cb_min_nov_zscore,cb_min_dec_zscore,cb_max_jan_zscore,cb_max_feb_zscore,cb_max_mar_zscore,cb_max_apr_zscore,cb_max_may_zscore,cb_max_jun_zscore,cb_max_jul_zscore,cb_max_aug_zscore,cb_max_sep_zscore,cb_max_oct_zscore,cb_max_nov_zscore,cb_max_dec_zscore,cb_max_madden_zscore,max_madden
3588,,Michael Stone,Michael,Stone,CB,DB,D,Memphis,2001,54.0,5.0,8.0,11.0,ARI,,,,191,71,0.3717277486910995,4.51,41.0,17.0,127.0,,,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.0,1.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09545454545454544,0.0,0.8909090909090909,0.0,0.0,0.0,0.0,0.0,11670603.214285715,3952760.5,9110969.5,53.4,0.17,29.9,33.4,43.0,52.1,61.3,68.9,72.6,71.2,62.4,51.3,42.1,32.7,47.8,52.8,62.0,71.9,79.9,87.0,90.4,90.0,83.5,73.2,61.4,50.4,-0.24235426587280692,-0.1462886784998428,0.15826181269791356,0.15816402522723277,1.7583944269815939,0.6136140355281974,0.9332074222664184,,,-1.4798984470917262,-0.5186818198313148,-0.4190241899480052,-0.3814730871971234,-0.2902412959939561,-0.38734992717114125,-0.7014973079376604,-0.5024239837805294,-1.1402680865171309,-0.7956746423440447,-0.5339054362841054,-1.655735984167269,-1.6671686685408547,-1.4735688563151685,-0.512844577586988,-0.4333429996748157,-0.37523124311402756,-0.2840815058959056,-0.6601741616640515,-0.7046741446819111,-0.6266259313079944,-1.146047291601892,-0.7992726677933508,-0.5527869859498546,-1.6392386173850988,-1.6507819154189893,-1.0209398620648644,-0.7654213312260743,-0.8189479115469307,0.7242861506539986,-0.5600377802105995,0.004649439466710213,0.07180717565910227,0.3938656359756545,0.6607099977350781,0.7911437188149395,0.838821324105269,0.8977629817585753,0.7908336088196776,0.3851105749024315,0.24344139164173625,0.19080303917837893,0.03697417585188997,-0.10929846492221028,-0.026117994155710967,0.09491830997755582,0.2693661052832106,0.3313705746782685,0.401055192075656,0.4110050983530447,0.4541067474734017,0.28201381095219663,0.16968357218188973,0.03491284236281005,-0.060866696445606466,,
3780,,Nijrell Eason,Nijrell,Eason,CB,DB,D,Arizona State,2001,300.0,23.0,42.0,70.0,,,,,201,73,0.36318407960199006,4.59,34.5,19.0,119.0,,,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.9583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.0,1.3708333333333331,0.0,0.0,0.0,0.0,0.0,24815812.85714286,5561994.571428572,11495876.0,9.49,0.0,39.0,41.7,45.7,51.8,60.2,67.7,75.3,74.8,68.2,56.4,44.7,37.6,69.4,72.6,78.3,85.8,94.6,102.7,104.8,103.3,99.5,89.3,77.6,68.2,0.8717764559512914,1.13255751096651,-0.40818978496166625,1.0118493462006148,-0.513545123569448,1.0989844628813357,-0.5117589089848088,,,-1.4798984470917262,-0.5186818198313148,-0.4190241899480052,-0.3814730871971234,-0.2902412959939561,0.6975991003483492,-0.7014973079376604,-0.18633620691772235,-1.1402680865171309,-0.7956746423440447,-0.5339054362841054,-1.655735984167269,-1.6671686685408547,-1.4735688563151685,-0.512844577586988,-0.4333429996748157,-0.37523124311402756,-0.2840815058959056,0.20135240425783335,-0.7046741446819111,-0.37371369702677193,-1.146047291601892,-0.7992726677933508,-0.5527869859498546,-1.6392386173850988,-1.6507819154189893,0.46164490514398626,-0.10997639588578129,-0.6546122387043716,-2.1642193527925535,-0.6514607752119363,0.7846482604771674,0.7823917784308568,0.6589424257506609,0.6247593081685269,0.646669360459921,0.667145252108646,1.3179325952629561,1.3259915950612502,1.1359842356747978,0.8263090354495203,0.47010047639679714,0.4911648152017886,1.5666399614527724,1.5691458993071643,1.666148029534835,2.0207688531753694,2.5036281990748765,3.0874052010874675,3.2664551532095825,2.9717762597305666,2.965384195610354,2.2313555125516893,1.6500272843144494,1.4049783875000519,,
3997,,Rashad Holman,Rashad,Holman,CB,DB,D,Louisville,2001,179.0,14.0,24.0,41.0,SFO,,,,186,71,0.3817204301075269,4.58,42.0,6.0,129.0,7.09,3.85,0.0,0.0,0.0,0.0,0.0,0.32558139534883723,0.0,2.0697674418604652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2930232558139535,0.0,1.8627906976744188,0.0,0.0,0.0,0.0,0.0,18181949.64285714,5728775.928571428,24418787.64285714,43.26,1.24,26.5,29.7,37.4,47.0,56.2,65.5,68.5,68.0,59.2,47.7,38.5,29.4,42.5,46.6,56.6,67.1,76.3,84.6,87.2,87.1,80.0,68.7,56.4,45.1,-0.7994196267848561,-0.1462886784998428,0.8207840024271182,0.9051386810789446,2.107923588604831,-2.055923314914064,1.2944490050792252,0.7497162131118355,-2.1168404536783862,-1.4798984470917262,-0.5186818198313148,-0.4190241899480052,-0.3814730871971234,-0.2902412959939561,1.4192163605124755,-0.7014973079376604,-0.1349612823730157,-1.1402680865171309,-0.7956746423440447,-0.5339054362841054,-1.655735984167269,-1.6671686685408547,-1.4735688563151685,-0.512844577586988,-0.4333429996748157,-0.37523124311402756,-0.2840815058959056,1.479617402067514,-0.7046741446819111,-0.11446020410440538,-1.146047291601892,-0.7992726677933508,-0.5527869859498546,-1.6392386173850988,-1.6507819154189893,-0.2865565170061308,-0.042045945127040976,0.2358609852622153,0.05725254088519785,0.015389305974286152,-0.2867786914602736,-0.2449594544921616,-0.15592326133546947,0.04954827510371473,0.12130805735075993,0.3524057867815042,0.25972764273340593,0.31513762104938964,-0.029164548282321467,-0.16799459222258106,-0.1959164892778924,-0.26890931595518514,-0.5205240973197751,-0.5256450719067121,-0.42561178116411946,-0.33543484362919135,-0.20061088435763716,-0.00959703860130974,-0.22353935828174235,-0.09485878527440231,-0.3049734606917752,-0.40656013785935874,-0.4635792693506591,-0.4973261877327965,,
4045,,Renaldo Hill,Renaldo,Hill,CB,DB,D,Michigan State,2001,202.0,16.0,27.0,45.0,ARI,,,,178,71,0.398876404494382,4.68,35.5,10.0,116.0,7.07,4.18,0.0,0.0,0.0,0.0,0.0,0.2571428571428571,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24428571428571424,0.0,0.76,0.0,0.0,0.0,0.0,0.0,26826400.85714286,6298069.214285715,25777656.85714286,35.59,4.13,17.1,18.7,26.9,37.9,48.0,57.6,61.2,59.9,51.5,41.2,32.9,22.4,30.5,33.7,44.1,57.5,68.9,78.5,82.2,80.6,73.5,60.5,47.5,34.9,-1.6907242042441348,-0.1462886784998428,1.9582378292880447,1.9722453322956675,-0.16401596194621082,-1.0851824602077873,-1.0536212832040188,0.6550362945540285,0.15327180023782797,-1.4798984470917262,-0.5186818198313148,-0.4190241899480052,-0.3814730871971234,-0.2902412959939561,0.7657958963638598,-0.7014973079376604,-0.7203673790980892,-1.1402680865171309,-0.7956746423440447,-0.5339054362841054,-1.655735984167269,-1.6671686685408547,-1.4735688563151685,-0.512844577586988,-0.4333429996748157,-0.37523124311402756,-0.2840815058959056,0.9517596253506095,-0.7046741446819111,-0.6956128832950429,-1.146047291601892,-0.7992726677933508,-0.5527869859498546,-1.6392386173850988,-1.6507819154189893,0.6884094241528296,0.18982858914342343,0.3294959712185548,-0.4472985229142793,1.5695802209970142,-1.0924917593172292,-1.1866980846715949,-1.1867774437938265,-1.040955975081659,-0.9556826140230206,-0.7777950205295941,-0.8762864974821407,-0.8889678479941509,-1.026014063445635,-0.9108651186442663,-0.79748020020987,-0.9177530864550406,-1.4516010008614317,-1.5649836691628278,-1.6305425476957756,-1.5450367414539916,-1.2941283279314395,-1.0533381249052607,-1.2150150717735964,-1.3252987724677536,-1.3950926794591516,-1.456604231712301,-1.350895228200634,-1.3373048313421063,,
4146,,Rodney Crayton,Rodney,Crayton,CB,DB,D,Auburn,2001,300.0,24.0,45.0,75.0,,,,,178,68,0.38202247191011235,4.6,35.5,13.0,118.0,7.25,4.4,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,35377945.71428572,9265989.57142857,28335245.14285714,52.55,0.07,33.2,37.9,42.7,49.7,58.8,66.9,70.4,69.8,64.4,53.3,43.9,35.5,56.7,61.7,68.6,75.4,82.6,88.1,90.3,89.2,84.4,75.4,66.6,57.9,-1.6907242042441348,-2.064557962699372,0.8408095979704441,1.1185600113222853,-0.16401596194621082,-0.35712681917807954,-0.6923797003912121,1.507155561574308,1.6666799695153103,-1.4798984470917262,-0.5186818198313148,-0.4190241899480052,-0.3814730871971234,-0.2902412959939561,0.5139923418450509,-0.7014973079376604,-0.7818385931620164,-1.1402680865171309,-0.7956746423440447,-0.5339054362841054,-1.655735984167269,-1.6671686685408547,-1.4735688563151685,-0.512844577586988,-0.4333429996748157,-0.37523124311402756,-0.2840815058959056,0.8053677328931771,-0.7046741446819111,-0.7447980249895129,-1.146047291601892,-0.7992726677933508,-0.5527869859498546,-1.6392386173850988,-1.6507819154189893,1.6528969055824152,1.3986697398007186,0.5057305497175878,0.6683711044702233,-0.6138160125643269,0.28750615477819497,0.45706388800523406,0.3644126593339874,0.3731044812026721,0.4627929043717139,0.5526945374442314,0.555402555940193,0.582716614170176,0.6440325268929034,0.47201693823302404,0.3841628034065142,0.29651168405183187,0.5812502385378522,0.6909450690675012,0.7311217547062696,0.7103667971985027,0.7303566689551951,0.5892707978025972,0.39117558408320596,0.3026679798188359,0.43295339508921893,0.45140271931316717,0.5533446385448175,0.5567646591494742,,
4579,,Tay Cody,Tay,Cody,CB,DB,D,Florida State,2001,67.0,7.0,11.0,17.0,SDG,,,,181,69,0.3812154696132597,4.55,,11.0,,,,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.022222222222222223,4.911111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.02,4.420000000000001,0.0,0.0,0.0,0.0,0.0,27183435.92857143,8015080.923076923,20378000.07142857,58.06,0.0,39.0,41.9,47.1,52.3,61.6,69.5,72.0,72.1,68.1,57.3,47.5,41.1,63.5,67.5,73.8,79.9,87.0,91.0,92.1,91.5,88.4,81.4,73.0,65.3,-1.3564849876969052,-1.4251348679661955,0.7873047471154601,0.5850066857139239,,-0.8424972465312179,,,,-1.4798984470917262,-0.5186818198313148,-0.4190241899480052,-0.3814730871971234,-0.2902412959939561,0.8567249577178744,0.10296310302117219,1.1749950545396641,-1.1402680865171309,-0.7956746423440447,-0.5339054362841054,-1.655735984167269,-1.6671686685408547,-1.4735688563151685,-0.512844577586988,-0.4333429996748157,-0.37523124311402756,-0.2840815058959056,0.9053426838397165,0.12238670687226172,1.2331473160095234,-1.146047291601892,-0.7992726677933508,-0.5527869859498546,-1.6392386173850988,-1.6507819154189893,0.7286776870897356,0.8891716172512721,-0.04257573515620129,1.0308321685556372,-0.6514607752119363,0.7846482604771674,0.7995142989795735,0.7963896500784416,0.6846771241127781,0.8305458165481272,0.9246593601035794,0.8043919565353805,0.9246231053800696,1.1230381380752732,0.9291680314155996,0.7708823318627855,0.8155867004517163,1.108860483878124,1.1582445934152121,1.232372953583439,1.2773676868038781,1.3805562299990792,1.085475576537264,0.7481068409402728,0.7380544368257136,1.1037959912537583,1.2197276660348317,1.1914145415380586,1.166160930003287,,
5004,,Willie Middlebrooks,Willie,Middlebrooks,CB,DB,D,Minnesota,2001,24.0,1.0,2.0,3.0,DEN,,,,200,74,0.37,4.5,,17.0,,,,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.03333333333333333,1.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12666666666666665,0.03166666666666666,1.7416666666666665,0.0,0.0,0.0,0.0,0.0,,,,31.16,3.78,7.5,12.7,24.4,38.0,50.1,59.8,65.2,63.3,54.2,41.0,27.1,12.1,24.5,29.3,42.1,59.0,71.5,81.4,86.1,83.5,74.0,58.9,41.1,26.9,0.7603633837688816,1.7719806056996863,0.043710792963888745,0.05145336010556239,,0.6136140355281974,,,,-1.4798984470917262,-0.5186818198313148,-0.4190241899480052,-0.3814730871971234,-0.2902412959939561,-0.4162819012383276,0.5051933085005884,-0.24396547010265401,-1.1402680865171309,-0.7956746423440447,-0.5339054362841054,-1.655735984167269,-1.6671686685408547,-1.4735688563151685,-0.512844577586988,-0.4333429996748157,-0.37523124311402756,-0.2840815058959056,-0.3221275472261311,0.6048388702788623,-0.17829058940142312,-1.146047291601892,-0.7992726677933508,-0.5527869859498546,-1.6392386173850988,-1.6507819154189893,,,,-0.7387145871426609,1.3813564077589675,-1.9153476584051838,-1.7003737011331042,-1.432218915807721,-1.0289724118928087,-0.6798679298907109,-0.4630555552024534,-0.25381299599416973,-0.38354086098822054,-0.6764694282584989,-0.9337226733033954,-1.4205283293894175,-1.8724803487619703,-1.91713945263226,-1.9194867565990226,-1.8233314703408403,-1.3560364449188664,-0.9099194964055093,-0.5571333461705941,-0.4416640152499519,-0.7763332397199497,-1.311237354938584,-1.6614908841714116,-1.9889651311938743,-1.9961116106435257,,
83,,Ahmed Plummer,Ahmed,Plummer,CB,DB,D,Ohio State,2000,300.0,6.0,10.0,21.0,,,,,191,71,0.3717277486910995,4.43,,,,,,0.0,0.0,0.0,0.0,0.0,0.3783783783783784,0.02702702702702703,4.027027027027027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35945945945945945,0.025675675675675677,3.825675675675676,0.0,0.0,0.0,0.0,0.0,36672154.85714286,9178332.642857144,53393284.28571428,40.18,1.41,18.6,21.4,28.9,39.9,50.3,59.8,63.6,61.3,53.5,41.3,32.4,23.4,37.0,42.0,52.1,65.1,74.8,83.4,86.3,85.0,79.1,67.0,54.3,41.5,-0.24235426587280692,-0.1462886784998428,0.15826181269791356,-0.6955212957461494,,,,,,-1.4798984470917262,-0.5186818198313148,-0.4190241899480052,-0.3814730871971234,-0.2902412959939561,1.9232982719784764,0.27690048917443333,0.7674021396653364,-1.1402680865171309,-0.7956746423440447,-0.5339054362841054,-1.655735984167269,-1.6671686685408547,-1.4735688563151685,-0.512844577586988,-0.4333429996748157,-0.37523124311402756,-0.2840815058959056,2.1991626571253393,0.3570931647457432,0.9199481077485026,-1.146047291601892,-0.7992726677933508,-0.5527869859498546,-1.6392386173850988,-1.6507819154189893,1.798864509973194,1.362966860462212,2.232393512251595,-0.1453572735218934,0.10681230097562307,-0.9639205250847361,-0.9555440572639159,-0.990424266182711,-0.8012847113046538,-0.6535998647352533,-0.4630555552024534,-0.5028023965893583,-0.6808508533446502,-0.767092111455164,-0.8994363413147026,-0.8511912458287965,-0.8250611192407755,-0.947267678109701,-0.896261936044552,-0.8593868571155157,-0.5874352390093582,-0.42226982562259735,-0.21492315393979017,-0.4020049867102772,-0.49238555036763787,-0.4559130448287975,-0.6242522060971641,-0.6729459562703162,-0.7937892384184353,,
251,,Anthony Malbrough,Anthony,Malbrough,CB,DB,D,Texas Tech,2000,130.0,3.0,6.0,15.0,CLE,,,,184,69,0.375,4.44,35.5,20.0,117.0,6.73,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,24246734.0,5095345.142857143,13098246.57142857,21.09,0.88,26.4,30.1,37.0,45.7,55.9,64.2,67.7,66.6,58.8,47.9,35.9,27.1,54.1,58.9,66.7,75.4,83.8,90.6,92.8,91.3,84.5,75.2,63.6,54.1,-1.0222457711496757,-1.4251348679661955,0.3752145015881108,-0.5888106306244695,-0.16401596194621082,1.341669676557905,-0.8730004917976155,-0.9545223209287235,-1.084971247352834,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39746124677235445,-0.30004383850776106,-0.5441984149344125,-1.4011434284022095,-0.17821233049913326,-0.29535010707577325,-0.2107144133947275,-0.19519389685769245,-0.10623804635133831,0.0819059596175723,0.16642337545183017,0.13523294243581216,0.107020626399888,-0.08094893868041639,-0.14513703756345278,-0.4752139264963106,-0.4821008405479945,0.37951690943715977,0.46535219524446797,0.5479722781934587,0.7103667971985027,0.9076838219671637,1.017033538091102,0.8869134408291329,0.7001947449120715,0.44972445999333144,0.425791887755778,0.25424937151673677,0.2438314389813002,,
593,,Brian Gray,Brian,Gray,CB,DB,D,BYU,2000,300.0,7.0,15.0,28.0,,,,,214,73,0.3411214953271028,4.94,33.5,19.0,116.0,7.38,4.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.26,7.44,22.3,25.7,33.3,39.3,46.8,54.0,61.0,59.7,50.7,40.2,31.1,23.5,39.6,45.6,56.5,64.9,74.8,85.4,93.6,91.6,81.6,67.4,51.6,40.0,2.3201463943226193,1.13255751096651,-1.87095548675358,4.746722625459165,-0.8630742851926853,1.0989844628813357,-1.0536212832040188,2.1225750322000656,0.5660194827680527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9162196773656919,3.3496397119053984,-0.6467781473112537,-0.587409865466501,-0.5584472754382567,-0.8731860904377556,-1.1132910049557692,-1.292823236519462,-0.9074101725565398,-0.9186988472297931,-1.129582844241823,-1.0251528919399102,-0.9908399644380053,-0.8157919225193488,-0.7455343490090086,-0.606213955414938,-0.43525122729637283,-0.6126352785473734,-0.42226982562259735,0.1272870382910138,1.045549554987829,0.7569842827825333,-0.036636422225960474,-0.5730305429823858,-0.9421316965955892,-0.9173155095374514,,
1174,,Damen Wheeler,Damen,Wheeler,CB,DB,D,Colorado,2000,300.0,8.0,16.0,33.0,,,,,179,69,0.3854748603351955,4.51,35.0,11.0,115.0,7.21,4.27,0.0,0.0,0.0,0.0,0.0,0.2,0.025,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18000000000000002,0.022500000000000003,2.3400000000000003,0.0,0.0,0.0,0.0,0.0,17137506.64285714,5359145.785714285,13769865.857142856,20.68,3.03,22.2,23.1,29.2,35.6,43.5,51.3,57.3,56.1,48.0,37.8,28.5,21.3,46.9,48.3,56.0,63.3,72.2,81.6,87.7,85.3,77.7,65.8,53.7,45.3,-1.5793111320617248,-1.4251348679661955,1.069705511275725,0.15816402522723277,-0.33878054275782943,-0.8424972465312179,-1.2342420746104223,1.3177957244586898,0.7723933240331589,-1.4798984470917262,-0.5186818198313148,-0.4190241899480052,-0.3814730871971234,-0.2902412959939561,0.22022152823977353,0.2035206543910263,0.10949401076492707,-1.1402680865171309,-0.7956746423440447,-0.5339054362841054,-1.655735984167269,-1.6671686685408547,-1.4735688563151685,-0.512844577586988,-0.4333429996748157,-0.37523124311402756,-0.2840815058959056,0.25550550268720934,0.2257693133165334,0.13702130110419608,-1.146047291601892,-0.7992726677933508,-0.5527869859498546,-1.6392386173850988,-1.6507819154189893,-0.40435420331837046,-0.19259719766779154,-0.4979194487728895,-1.4281142153849717,0.9780196651060105,-0.6553495629267534,-0.8100026325998214,-0.9609712895410435,-1.3165779284252146,-1.5467140800208268,-1.6790943985118632,-1.4831981614329133,-1.4538568334713668,-1.479127479428959,-1.2994435478494561,-1.2701374016564235,-1.019714250390732,-0.17912923268783443,-0.38867796994272813,-0.4834484579576391,-0.8142355948515081,-0.8064786571485275,-0.5229123269475157,-0.12439178693255697,-0.435596012497176,-0.6907079534863848,-0.7779171954414974,-0.7327650096759319,-0.48085601825026136,,
1322,,David Barrett,David,Barrett,CB,DB,D,Arkansas,2000,300.0,9.0,17.0,38.0,,,,,199,70,0.35175879396984927,4.44,37.5,16.0,116.0,6.81,4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,27523354.14285714,6958517.0,35803037.28571428,47.09,0.4,26.3,29.7,37.8,46.9,55.8,64.6,69.2,67.8,59.2,47.4,38.2,28.8,46.4,51.0,59.2,68.8,75.9,83.6,88.8,89.2,81.2,70.4,59.0,48.4,0.6489503115864718,-0.7857117732330192,-1.165694696790808,-0.5888106306244695,0.5350423613002636,0.3709288218516281,-1.0536212832040188,-0.5758026466974914,-0.8098061256660194,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7670154223019444,0.45883057206741834,1.0203103231572612,0.3091991607485618,-0.43634784579702585,-0.3039215226912726,-0.2449594544921616,-0.11665262581324647,0.037564711914864296,0.06877192703984308,0.22364873278403646,0.3686605054938013,0.28540662181374626,-0.029164548282321467,-0.20228092421127472,-0.22814311664924802,-0.32452449628374397,-0.21792410366873677,-0.1711419844705176,-0.17498618172553485,-0.12123450755604913,-0.2597199353616253,-0.1807021347167117,0.09373287003564978,0.3026679798188359,-0.10372068184241298,-0.1888680696215534,-0.20436337125965498,-0.2255683912709613,,
1324,,David Byrd,David,Byrd,CB,DB,D,Syracuse,2000,300.0,10.0,18.0,39.0,,,,,202,71,0.35148514851485146,4.53,36.0,14.0,117.0,7.18,4.39,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,43.01,10.66,16.8,17.7,25.7,36.7,47.5,57.8,62.7,61.0,53.9,43.0,34.0,23.2,31.7,34.5,42.4,57.0,68.5,77.5,81.6,80.5,72.6,60.3,49.0,37.2,0.9831895281337012,-0.1462886784998428,-1.183837593426795,0.3715853554705831,0.010748618865407775,-0.11444160550151032,-0.8730004917976155,1.1757758466219752,1.5978886890936022,-1.4798984470917262,-0.5186818198313148,-0.4190241899480052,-0.3814730871971234,-0.2902412959939561,-0.6284497110643613,-0.7014973079376604,-1.089194663481652,-1.1402680865171309,-0.7956746423440447,-0.5339054362841054,-1.655735984167269,-1.6671686685408547,-1.4735688563151685,-0.512844577586988,-0.4333429996748157,-0.37523124311402756,-0.2840815058959056,-0.610944072182801,-0.7046741446819111,-1.096120465664297,-1.146047291601892,-0.7992726677933508,-0.5527869859498546,-1.6392386173850988,-1.6507819154189893,,,,0.04080693906644044,5.081298793695428,-1.1182060061637278,-1.2723106874151797,-1.304589350360496,-1.1847587333478617,-1.0213527769116657,-0.749182341863491,-0.6428589344241517,-0.7254473521981143,-0.71530772105707,-0.7051471267121077,-0.6793158998482314,-0.8435995126836284,-1.358493310507266,-1.5005285623562472,-1.794413131944081,-1.6080368402990335,-1.3532373789354297,-1.2244432210206628,-1.3339921573926206,-1.3442286184245735,-1.5460322635961739,-1.48221506326969,-1.2013475946865932,-1.147897882292948,,
1343,,David Macklin,David,Macklin,CB,DB,D,Penn State,2000,300.0,11.0,19.0,40.0,,,,,194,69,0.3556701030927835,4.54,37.5,,120.0,6.9,4.09,0.0,0.0,0.0,0.0,0.0,0.1702127659574468,0.02127659574468085,2.5531914893617023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16170212765957445,0.020212765957446806,2.425531914893617,0.0,0.0,0.0,0.0,0.0,26535979.8,5906773.3,36841530.4,42.52,2.06,20.2,21.7,28.2,39.3,49.3,58.7,62.6,61.0,53.1,42.1,33.9,24.8,34.2,37.5,46.4,59.8,69.7,77.9,81.6,80.2,72.3,61.2,49.8,38.1,0.09188495067442258,-1.4251348679661955,-0.9063720008251168,0.47829602059225346,0.5350423613002636,,-0.33113811757840533,-0.14974301318734748,-0.4658497235575029,-1.4798984470917262,-0.5186818198313148,-0.4190241899480052,-0.3814730871971234,-0.2902412959939561,-0.06417362110150578,0.06873074510803033,0.08791369093397394,-1.1402680865171309,-0.7956746423440447,-0.5339054362841054,-1.655735984167269,-1.6671686685408547,-1.4735688563151685,-0.512844577586988,-0.4333429996748157,-0.37523124311402756,-0.2840815058959056,0.05732820630736621,0.13118522656964643,0.1820952227482162,-1.146047291601892,-0.7992726677933508,-0.5527869859498546,-1.6392386173850988,-1.6507819154189893,0.6556542344605406,0.03045281541882079,1.0918692981856355,0.008573559501676238,0.4563708112748527,-0.826777875236744,-0.9298602764408405,-1.0591478783466013,-0.8731860904377556,-0.7849401905125436,-0.6204252878660232,-0.6584207719613511,-0.7254473521981143,-0.818876501853258,-0.8080061226781869,-0.6900581089720168,-0.6952923651408042,-1.164518955602754,-1.258821911831569,-1.408835286653951,-1.2552362867668,-1.175910225923461,-1.156001182574501,-1.3339921573926206,-1.4010181562950352,-1.596345458308514,-1.3669663212614396,-1.1215888568124384,-1.0737821196215385,,
