fms_id,espn_id,full_name,first_name,last_name,position,position_group,section,college,draft_year,selection_number,position_rank,position_group_rank,section_rank,drafting_team,home_city,home_state,home_country,college_weight_pounds,college_height_inches,hw_ratio,forty,vertical,bench,broad,threecone,shuttle,defense_ast_tackles_pg,defense_fum_forced_pg,defense_fum_rec_pg,defense_fum_tds_pg,defense_fum_yds_pg,defense_int_pg,defense_int_td_pg,defense_int_yards_pg,defense_loss_tackles_pg,defense_pd_pg,defense_sacks_pg,defense_solo_tackes_pg,defense_tackles_pg,defense_ast_tackles_pg_cf_scaled,defense_fum_forced_pg_cf_scaled,defense_fum_rec_pg_cf_scaled,defense_fum_tds_pg_cf_scaled,defense_fum_yds_pg_cf_scaled,defense_int_pg_cf_scaled,defense_int_td_pg_cf_scaled,defense_int_yards_pg_cf_scaled,defense_loss_tackles_pg_cf_scaled,defense_pd_pg_cf_scaled,defense_sacks_pg_cf_scaled,defense_solo_tackes_pg_cf_scaled,defense_tackles_pg_cf_scaled,football_spending,coaches_salaries,ticket_sales,ann_rain_inch,ann_snow_inch,min_jan,min_feb,min_mar,min_apr,min_may,min_jun,min_jul,min_aug,min_sep,min_oct,min_nov,min_dec,max_jan,max_feb,max_mar,max_apr,max_may,max_jun,max_jul,max_aug,max_sep,max_oct,max_nov,max_dec,cb_college_weight_pounds_zscore,cb_college_height_inches_zscore,cb_hw_ratio_zscore,cb_forty_zscore,cb_vertical_zscore,cb_bench_zscore,cb_broad_zscore,cb_threecone_zscore,cb_shuttle_zscore,cb_defense_ast_tackles_pg_zscore,cb_defense_fum_forced_pg_zscore,cb_defense_fum_rec_pg_zscore,cb_defense_fum_tds_pg_zscore,cb_defense_fum_yds_pg_zscore,cb_defense_int_pg_zscore,cb_defense_int_td_pg_zscore,cb_defense_int_yards_pg_zscore,cb_defense_loss_tackles_pg_zscore,cb_defense_pd_pg_zscore,cb_defense_sacks_pg_zscore,cb_defense_solo_tackes_pg_zscore,cb_defense_tackles_pg_zscore,cb_defense_ast_tackles_pg_cf_scaled_zscore,cb_defense_fum_forced_pg_cf_scaled_zscore,cb_defense_fum_rec_pg_cf_scaled_zscore,cb_defense_fum_tds_pg_cf_scaled_zscore,cb_defense_fum_yds_pg_cf_scaled_zscore,cb_defense_int_pg_cf_scaled_zscore,cb_defense_int_td_pg_cf_scaled_zscore,cb_defense_int_yards_pg_cf_scaled_zscore,cb_defense_loss_tackles_pg_cf_scaled_zscore,cb_defense_pd_pg_cf_scaled_zscore,cb_defense_sacks_pg_cf_scaled_zscore,cb_defense_solo_tackes_pg_cf_scaled_zscore,cb_defense_tackles_pg_cf_scaled_zscore,cb_football_spending_zscore,cb_coaches_salaries_zscore,cb_ticket_sales_zscore,cb_ann_rain_inch_zscore,cb_ann_snow_inch_zscore,cb_min_jan_zscore,cb_min_feb_zscore,cb_min_mar_zscore,cb_min_apr_zscore,cb_min_may_zscore,cb_min_jun_zscore,cb_min_jul_zscore,cb_min_aug_zscore,cb_min_sep_zscore,cb_min_oct_zscore,cb_min_nov_zscore,cb_min_dec_zscore,cb_max_jan_zscore,cb_max_feb_zscore,cb_max_mar_zscore,cb_max_apr_zscore,cb_max_may_zscore,cb_max_jun_zscore,cb_max_jul_zscore,cb_max_aug_zscore,cb_max_sep_zscore,cb_max_oct_zscore,cb_max_nov_zscore,cb_max_dec_zscore,cb_max_madden_zscore,max_madden
2148,,Jalen Myrick,Jalen,Myrick,CB,DB,D,Minnesota,2017,222.0,25.0,45.0,99.0,JAX,,,,200,70,0.35,4.28,37.5,13.0,124.0,7.06,4.22,0.65,0.025,0.05,0.0,0.0,0.125,0.05,1.525,0.2,0.525,0.0125,1.675,2.325,0.6174999999999999,0.02375,0.0475,0.0,0.0,0.11875,0.0475,1.4487499999999998,0.19,0.49874999999999997,0.011875,1.59125,2.20875,,,,31.16,3.78,7.5,12.7,24.4,38.0,50.1,59.8,65.2,63.3,54.2,41.0,27.1,12.1,24.5,29.3,42.1,59.0,71.5,81.4,86.1,83.5,74.0,58.9,41.1,26.9,0.7603633837688816,-0.7857117732330192,-1.2823040415329996,-2.296181272571234,0.5350423613002636,-0.35712681917807954,0.3913450480472082,0.6076963352751208,0.4284369219246424,-0.2386219209819765,0.14873725698702675,1.1478073888422882,-0.3814730871971234,-0.2902412959939561,-0.4958448299230902,1.1085386167197129,-0.38611765262548553,0.5571535422485955,0.9437165998184068,-0.2302554758151354,-0.22690964668360986,-0.23998718452175197,-0.1482600355068012,0.19476916165326852,1.3310544192533018,-0.37523124311402756,-0.2840815058959056,-0.40786995307264234,1.2595953777592495,-0.3326528867729065,0.6784167329671917,1.060160960026487,-0.21680441807884435,-0.12353757602937188,-0.13629452796230082,,,,-0.7387145871426609,1.3813564077589675,-1.9153476584051838,-1.7003737011331042,-1.432218915807721,-1.0289724118928087,-0.6798679298907109,-0.4630555552024534,-0.25381299599416973,-0.38354086098822054,-0.6764694282584989,-0.9337226733033954,-1.4205283293894175,-1.8724803487619703,-1.91713945263226,-1.9194867565990226,-1.8233314703408403,-1.3560364449188664,-0.9099194964055093,-0.5571333461705941,-0.4416640152499519,-0.7763332397199497,-1.311237354938584,-1.6614908841714116,-1.9889651311938743,-1.9961116106435257,-0.5510381414820313,70.0
2401,,Jeremy Clark,Jeremy,Clark,CB,DB,D,Michigan,2017,197.0,23.0,41.0,91.0,NYJ,,,,220,75,0.3409090909090909,,,20.0,,,,0.782608695652174,0.0,0.0,0.0,0.0,0.13043478260869565,0.0,0.8695652173913043,0.0,0.2608695652173913,0.0,1.391304347826087,2.1739130434782608,0.7434782608695653,0.0,0.0,0.0,0.0,0.12391304347826086,0.0,0.826086956521739,0.0,0.24782608695652172,0.0,1.3217391304347825,2.0652173913043477,25991489.785714287,7902580.285714285,46611276.85714286,36.42,3.67,16.4,16.8,24.9,36.3,47.1,56.6,61.1,59.4,51.2,39.1,31.3,21.5,31.3,34.8,44.5,59.3,69.3,77.5,81.8,79.6,73.2,61.6,48.3,35.5,2.988624827417078,2.411403700432863,-1.8850380572134031,,,1.341669676557905,,,,0.0146150960504474,-0.5186818198313148,-0.4190241899480052,-0.3814730871971234,-0.2902412959939561,-0.4439559633895494,-0.7014973079376604,-0.6882954413256056,-1.1402680865171309,0.06861914258139694,-0.5339054362841054,-0.468910733045216,-0.3327306283172899,0.12212069382199638,-0.512844577586988,-0.4333429996748157,-0.37523124311402756,-0.2840815058959056,-0.351950992737961,-0.7046741446819111,-0.6607861370020643,-1.146047291601892,0.12466950752085434,-0.5527869859498546,-0.38025267777748667,-0.234711426913437,0.5942438330284133,0.8433498351431938,1.7650687957490743,-0.3926991248760048,1.3222003521698673,-1.152491668625726,-1.349362029884406,-1.3831306214049421,-1.2326929861032634,-1.0738889072225817,-0.9208584138601129,-0.8918483350193402,-0.9632953460832582,-1.0648523562442052,-1.1508694425651187,-0.9693555461904346,-1.001175856947879,-1.3895292072919878,-1.4763578973037796,-1.5919847631667625,-1.3182363856118418,-1.2350192769274513,-1.2244432210206628,-1.2943331288529458,-1.5145972320359617,-1.4454058741714915,-1.315744658146662,-1.2711364903264792,-1.2878943228944997,-0.9804938810256887,66.0
2744,,Jourdan Lewis,Jourdan,Lewis,CB,DB,D,Michigan,2017,92.0,13.0,21.0,48.0,DAL,,,,188,70,0.3723404255319149,4.54,34.5,15.0,121.0,,,0.926829268292683,0.024390243902439025,0.0,0.0,0.0,0.14634146341463414,0.024390243902439025,1.2195121951219512,0.2073170731707317,0.9024390243902439,0.024390243902439025,2.3658536585365852,3.292682926829268,0.8804878048780488,0.023170731707317073,0.0,0.0,0.0,0.13902439024390242,0.023170731707317073,1.1585365853658536,0.1969512195121951,0.8573170731707317,0.023170731707317073,2.247560975609756,3.1280487804878048,25991489.785714287,7902580.285714285,46611276.85714286,36.42,3.67,16.4,16.8,24.9,36.3,47.1,56.6,61.1,59.4,51.2,39.1,31.3,21.5,31.3,34.8,44.5,59.3,69.3,77.5,81.8,79.6,73.2,61.6,48.3,35.5,-0.5765934824200364,-0.7857117732330192,0.1988827416816087,0.47829602059225346,-0.513545123569448,0.1282436081750589,-0.15051732617200198,,,0.2900268058977857,0.1324587429182867,-0.4190241899480052,-0.3814730871971234,-0.2902412959939561,-0.2920861101206494,0.18144704555374122,-0.5269579494823186,0.6192543335449024,2.194219711198845,0.058582291460226275,0.36240969819042923,0.3540167533587398,0.4161773046873817,0.17751028996448176,-0.4333429996748157,-0.37523124311402756,-0.2840815058959056,-0.1882857429779181,0.2535061101674354,-0.48559061449165364,0.7451654167928897,2.3969663207935943,0.10278875623748246,0.5016132357129064,0.49404680009795715,0.5942438330284133,0.8433498351431938,1.7650687957490743,-0.3926991248760048,1.3222003521698673,-1.152491668625726,-1.349362029884406,-1.3831306214049421,-1.2326929861032634,-1.0738889072225817,-0.9208584138601129,-0.8918483350193402,-0.9632953460832582,-1.0648523562442052,-1.1508694425651187,-0.9693555461904346,-1.001175856947879,-1.3895292072919878,-1.4763578973037796,-1.5919847631667625,-1.3182363856118418,-1.2350192769274513,-1.2244432210206628,-1.2943331288529458,-1.5145972320359617,-1.4454058741714915,-1.315744658146662,-1.2711364903264792,-1.2878943228944997,0.4152372724911979,79.0
3017,,Kevin King,Kevin,King,CB,DB,D,Washington,2017,33.0,6.0,9.0,20.0,GNB,,,,200,75,0.375,4.43,39.5,11.0,,6.56,3.89,1.4186046511627908,0.046511627906976744,0.046511627906976744,0.0,0.0,0.13953488372093023,0.0,0.13953488372093023,0.22093023255813954,0.5116279069767442,0.0,2.395348837209302,3.813953488372093,1.2767441860465116,0.04186046511627907,0.04186046511627907,0.0,0.0,0.12558139534883722,0.0,0.12558139534883722,0.1988372093023256,0.4604651162790698,0.0,2.155813953488372,3.432558139534884,27353322.214285713,6609932.785714285,23747798.785714287,22.27,2.19,21.0,23.6,29.2,34.4,42.3,48.8,53.8,52.3,43.4,33.5,26.9,19.5,35.3,42.0,53.1,60.6,68.7,75.5,84.0,83.8,75.6,61.8,45.1,33.0,0.7603633837688816,2.411403700432863,0.3752145015881108,-0.6955212957461494,1.234100684546738,-0.8424972465312179,,-1.7593016286701035,-1.841675331991572,1.229148711859785,0.7230280905283903,1.0384935577638956,-0.3814730871971234,-0.2902412959939561,-0.3570722798915275,-0.7014973079376604,-1.0248643231821934,0.7347906894450087,0.8994131684012016,-0.5339054362841054,0.38756998960318395,0.6739942559816043,1.2666422071394732,0.7343571170347615,1.1215727183524113,-0.37523124311402756,-0.2840815058959056,-0.3338817081255301,-0.7046741446819111,-1.0299411221883494,0.7632755248076143,0.9174277264868983,-0.5527869859498546,0.41422215513432425,0.702841631400423,0.74783834151829,0.31685137721335993,0.18962545975694675,-1.3235201878176746,0.5262825133346986,-0.7582065503127476,-0.767196331228029,-0.9609712895410435,-1.4603806866914182,-1.7043224709535754,-2.03675288183816,-2.027862475234888,-2.0187458189485836,-2.0746479690070423,-1.7908809730207247,-1.4420127476369886,-1.1865597913764092,-1.0791702394447693,-0.896261936044552,-0.7629923957929832,-1.1544361286147329,-1.3236828534334346,-1.5666534132514667,-0.8580838149165294,-0.7195437018494879,-1.0429003164727695,-1.290133826589274,-1.590171441823099,-1.4937714414261933,0.20050940271936918,77.0
3419,,Marlon Humphrey,Marlon,Humphrey,CB,DB,D,Alabama,2017,16.0,2.0,4.0,8.0,BAL,,,,197,72,0.36548223350253806,4.41,,10.0,125.0,6.75,,0.6896551724137931,0.10344827586206896,0.0,0.0,0.0,0.1724137931034483,0.034482758620689655,1.5862068965517242,0.22413793103448276,0.4482758620689655,0.0,2.103448275862069,2.793103448275862,0.6896551724137931,0.10344827586206896,0.0,0.0,0.0,0.1724137931034483,0.034482758620689655,1.5862068965517242,0.22413793103448276,0.4482758620689655,0.0,2.103448275862069,2.793103448275862,39355527.28571428,11051188.0,33548839.85714286,51.85,0.01,34.9,38.4,45.1,51.6,61.0,68.5,72.1,71.6,65.3,53.5,44.1,37.3,56.3,61.2,69.7,77.2,84.1,90.2,92.7,92.6,87.7,77.7,67.7,58.2,0.4261241672216521,0.4931344162333336,-0.25582047675749,-0.9089426259894902,,-1.0851824602077873,0.5719658394536116,-0.8598424023709165,,-0.1628941753572437,2.243052291141133,-0.4190241899480052,-0.3814730871971234,-0.2902412959939561,-0.04315920119944067,0.5468033297570798,-0.35789918582458785,0.762014773306528,0.6895198501427775,-0.5339054362841054,0.13856986424247272,0.04735413762224971,0.006602938528743294,2.569320529811588,-0.4333429996748157,-0.37523124311402756,-0.2840815058959056,0.17334218093229448,0.7212928407563178,-0.2602153481967068,1.0062242437336877,0.8719838985644675,-0.5527869859498546,0.3643426816955272,0.26438274526038946,2.1015091383538422,2.1257853840437315,0.8649813611437601,0.6223234193777029,-0.6460829519765635,0.4332202202416866,0.49987018937702654,0.600036472467326,0.6007921817908268,0.7517416210817528,0.7815959667730606,0.819953794072579,0.8502956072909622,0.7605474052886142,0.49487449289215313,0.4056472216540851,0.46335722503750876,0.5502143417531299,0.6506606273133883,0.8371556621610562,0.9371671530406525,0.9520156102201552,0.9485914996449427,0.867083926559297,0.9462827423507412,0.9863985369249634,0.7459272822231382,0.6630129031217815,0.5814699133732777,1.4888766213503415,89.0
3434,,Marquez White,Marquez,White,CB,DB,D,Florida State,2017,216.0,24.0,43.0,96.0,DAL,,,,194,72,0.3711340206185567,4.59,36.0,,123.0,,,0.5161290322580645,0.0,0.0,0.0,0.0,0.12903225806451613,0.0,0.45161290322580644,0.16129032258064516,0.1935483870967742,0.0,1.5806451612903225,2.096774193548387,0.4645161290322581,0.0,0.0,0.0,0.0,0.11612903225806452,0.0,0.4064516129032258,0.14516129032258066,0.17419354838709677,0.0,1.4225806451612903,1.8870967741935483,27183435.92857143,8015080.923076923,20378000.07142857,58.06,0.0,39.0,41.9,47.1,52.3,61.6,69.5,72.0,72.1,68.1,57.3,47.5,41.1,63.5,67.5,73.8,79.9,87.0,91.0,92.1,91.5,88.4,81.4,73.0,65.3,0.09188495067442258,0.4931344162333336,0.11889720110546602,1.0118493462006148,0.010748618865407775,,0.2107242566408048,,,-0.4942694437291459,-0.5186818198313148,-0.4190241899480052,-0.3814730871971234,-0.2902412959939561,-0.45734663862401154,-0.7014973079376604,-0.8809857126199634,0.22862032377780964,-0.15442441481871702,-0.5339054362841054,-0.3073972160074367,-0.3800816555510293,-0.4766015312719144,-0.512844577586988,-0.4333429996748157,-0.37523124311402756,-0.2840815058959056,-0.43625665789449236,-0.7046741446819111,-0.8819271066722512,0.24785561341693263,-0.14984641893073455,-0.5527869859498546,-0.28419889057694825,-0.35684450130406864,0.7286776870897356,0.8891716172512721,-0.04257573515620129,1.0308321685556372,-0.6514607752119363,0.7846482604771674,0.7995142989795735,0.7963896500784416,0.6846771241127781,0.8305458165481272,0.9246593601035794,0.8043919565353805,0.9246231053800696,1.1230381380752732,0.9291680314155996,0.7708823318627855,0.8155867004517163,1.108860483878124,1.1582445934152121,1.232372953583439,1.2773676868038781,1.3805562299990792,1.085475576537264,0.7481068409402728,0.7380544368257136,1.1037959912537583,1.2197276660348317,1.1914145415380586,1.166160930003287,-0.8731299461397743,67.0
3447,,Marshon Lattimore,Marshon,Lattimore,CB,DB,D,Ohio State,2017,11.0,1.0,2.0,4.0,NOR,,,,193,72,0.37305699481865284,4.36,38.5,,132.0,,,0.6875,0.0,0.0,0.0,0.0,0.25,0.0625,3.8125,0.0625,0.6875,0.0,2.125,2.8125,0.653125,0.0,0.0,0.0,0.0,0.2375,0.059375,3.6218749999999997,0.059375,0.653125,0.0,2.01875,2.671875,36672154.85714286,9178332.642857144,53393284.28571428,40.18,1.41,18.6,21.4,28.9,39.9,50.3,59.8,63.6,61.3,53.5,41.3,32.4,23.4,37.0,42.0,52.1,65.1,74.8,83.4,86.3,85.0,79.1,67.0,54.3,41.5,-0.019528121507987255,0.4931344162333336,0.2463918168895786,-1.4424959515978517,0.8845715229235008,,1.8363113792984354,,,-0.16700981370641405,-0.5186818198313148,-0.4190241899480052,-0.3814730871971234,-0.2902412959939561,0.6975991003483492,1.5610475978840561,0.6684978636587644,-0.6098238275278415,1.48209960334488,-0.5339054362841054,0.1569541454761791,0.05926054599838236,-0.07179991122939534,-0.512844577586988,-0.4333429996748157,-0.37523124311402756,-0.2840815058959056,0.8782661346250286,1.7506627583695393,0.8125484815641796,-0.5759022839240534,1.6356999400659606,-0.5527869859498546,0.28366568881246496,0.18125927908506917,1.798864509973194,1.362966860462212,2.232393512251595,-0.1453572735218934,0.10681230097562307,-0.9639205250847361,-0.9555440572639159,-0.990424266182711,-0.8012847113046538,-0.6535998647352533,-0.4630555552024534,-0.5028023965893583,-0.6808508533446502,-0.767092111455164,-0.8994363413147026,-0.8511912458287965,-0.8250611192407755,-0.947267678109701,-0.896261936044552,-0.8593868571155157,-0.5874352390093582,-0.42226982562259735,-0.21492315393979017,-0.4020049867102772,-0.49238555036763787,-0.4559130448287975,-0.6242522060971641,-0.6729459562703162,-0.7937892384184353,1.5962405562362558,90.0
3716,,Nate Hairston,Nate,Hairston,CB,DB,D,Temple,2017,158.0,20.0,34.0,75.0,IND,,,,196,72,0.3673469387755102,4.52,35.5,14.0,118.0,,,0.28125,0.0,0.0,0.0,0.0,0.0625,0.0,0.90625,0.09375,0.125,0.0,0.96875,1.25,0.196875,0.0,0.0,0.0,0.0,0.04375,0.0,0.6343749999999999,0.06562499999999999,0.0875,0.0,0.678125,0.875,,,,45.38,0.19,27.4,29.3,36.4,46.0,55.7,65.6,70.2,69.1,61.5,50.3,41.7,32.2,40.4,44.5,53.2,64.8,74.9,84.2,88.0,86.3,78.7,67.2,56.1,44.6,0.3147110950392422,0.4931344162333336,-0.13218913406120697,0.2648746903489032,-0.16401596194621082,-0.11444160550151032,-0.6923797003912121,,,-0.9428076425250077,-0.5186818198313148,-0.4190241899480052,-0.3814730871971234,-0.2902412959939561,-1.0925667950588098,-0.7014973079376604,-0.6713825053908974,-0.34460169803319673,-0.3815338704006039,-0.5339054362841054,-0.8293625427121677,-0.8998667954123049,-1.0510260642558205,-0.512844577586988,-0.4333429996748157,-0.37523124311402756,-0.2840815058959056,-1.2201664295132766,-0.7046741446819111,-0.7618152057096976,-0.5158870199579652,-0.4730562418600459,-0.5527869859498546,-0.9933094618976817,-1.0508152084469,,,,0.19671124430826104,-0.5492821337398539,-0.20963595092077797,-0.2792044955895954,-0.25409985014102726,-0.07028735678478787,0.055637894462114805,0.3667121261145553,0.524278880865794,0.4786581168454251,0.26859569650671977,0.12915361834609237,0.14783420268323783,-0.009371807755242559,-0.6834625554395651,-0.6948397272739869,-0.7533529496607297,-0.6252352983163829,-0.40749256287159874,-0.07803907704746907,-0.06490324412304628,-0.2462975529289681,-0.52299730444525,-0.598641374539775,-0.4934887960534669,-0.5385016114391352,-0.33631027171020256,72.0
3941,4240595.0,Quincy Wilson,Quincy,Wilson,CB,DB,D,Florida,2017,46.0,8.0,13.0,25.0,IND,Fort Lauderdale,FL        ,USA,211,73,0.3459715639810427,4.54,32.0,14.0,118.0,6.86,4.02,0.918918918918919,0.02702702702702703,0.0,0.0,0.0,0.16216216216216217,0.02702702702702703,2.5135135135135136,0.12162162162162163,0.3783783783783784,0.02702702702702703,1.2702702702702702,2.189189189189189,0.918918918918919,0.02702702702702703,0.0,0.0,0.0,0.16216216216216217,0.02702702702702703,2.5135135135135136,0.12162162162162163,0.3783783783783784,0.02702702702702703,1.2702702702702702,2.189189189189189,28016247.14285714,7920708.214285715,23576532.07142857,47.33,0.0,41.5,42.4,48.6,53.4,61.4,68.4,69.7,70.6,67.0,58.4,50.4,44.2,66.9,69.9,75.2,80.8,87.5,90.7,91.8,91.3,88.8,82.3,75.8,68.4,1.9859071777753896,1.13255751096651,-1.549392337580948,0.47829602059225346,-1.387368027627541,-0.11444160550151032,-0.6923797003912121,-0.3391028503029656,-0.9473886865094296,0.2749207582193546,0.20285231726959496,-0.4190241899480052,-0.3814730871971234,-0.2902412959939561,-0.14103717497752705,0.27690048917443333,0.06962079083156893,-0.1080522311866216,0.457940667322587,0.12263501878393782,-0.5721565108033001,-0.32335349614274594,0.4986600487065842,0.2924057657874149,-0.4333429996748157,-0.37523124311402756,-0.2840815058959056,0.06231066504727453,0.41297565471561976,0.22846008769063308,0.02181730449496106,0.611392957864184,0.21189595657307062,-0.42927791262351567,-0.1497069111027196,0.8226064454592624,0.8507333843616154,0.17782406178697285,0.3249869384945686,-0.6514607752119363,0.9989336508646556,0.8423206003513659,0.9436545332867784,0.8164963191901312,0.8042777513926688,0.7672896274400095,0.4464696931797977,0.7016406111127473,0.9806310644805148,1.054884582040808,1.0824063964525594,1.1029317988159382,1.3726656065482605,1.3516099138349549,1.3673251994349849,1.3907678647249522,1.4544425437540658,1.0341440477026438,0.6886182981307621,0.7001947449120715,1.1708802508702107,1.3349764080430804,1.470570124097601,1.4214485569825874,-0.12158240193837387,74.0
4013,,Rasul Douglas,Rasul,Douglas,CB,DB,D,West Virginia,2017,99.0,16.0,25.0,53.0,PHI,,,,209,74,0.35406698564593303,4.59,33.5,16.0,120.0,6.97,4.26,1.2222222222222223,0.1111111111111111,0.0,0.0,0.0,0.5,0.05555555555555555,5.611111111111111,0.19444444444444445,0.5,0.05555555555555555,3.0555555555555554,4.277777777777778,1.038888888888889,0.09444444444444444,0.0,0.0,0.0,0.425,0.04722222222222222,4.769444444444444,0.16527777777777777,0.425,0.04722222222222222,2.597222222222222,3.636111111111111,16997914.285714287,5323376.642857143,17691833.07142857,43.37,8.9,21.3,22.6,29.3,39.3,49.4,58.7,63.2,61.5,54.5,43.2,33.5,25.4,38.7,42.6,51.6,63.7,71.7,79.6,83.0,81.9,75.9,65.4,53.9,42.4,1.76308103341057,1.7719806056996863,-1.012659876623343,1.0118493462006148,-0.8630742851926853,0.3709288218516281,-0.33113811757840533,0.1816367017649811,0.7036020436114568,0.8541257900377179,2.447625188250203,-0.4190241899480052,-0.3814730871971234,-0.2902412959939561,3.084486960891228,1.3096537194594209,1.4977189283752812,0.5100029414495475,0.8608884454297185,0.8156499435779834,0.9507465551893228,0.9587088528324046,0.7561454890844242,2.3010580112046752,-0.4333429996748157,-0.37523124311402756,-0.2840815058959056,2.9090073257266145,1.2481084214876634,1.4172988286632222,0.441023022167998,0.785207115311273,0.7832840441804785,0.8346733555006556,0.8424130668872485,-0.4200981517179481,-0.20716605619709486,-0.22767022892879923,0.06448860568545108,4.134801904269822,-0.7324923034662489,-0.8528089339716138,-0.9511536306604875,-0.8731860904377556,-0.7718061579348143,-0.6204252878660232,-0.5650497467381552,-0.6511198541090069,-0.6376311354599286,-0.6822895720529786,-0.733026945467158,-0.6396771848122453,-0.8153651167746327,-0.8479206059396163,-0.9075840877767819,-0.7638355157754739,-0.8803649709035142,-0.8651225191783196,-1.0563789576149003,-1.0792107750290814,-0.9925871217604271,-0.829138858556274,-0.7128253252073936,-0.7196734757470258,-0.014218467052459521,75.0
4371,,Shaquill Griffin,Shaquill,Griffin,CB,DB,D,UCF,2017,300.0,31.0,57.0,136.0,,,,,194,72,0.3711340206185567,4.38,38.5,17.0,132.0,6.87,4.14,1.0,0.0,0.029411764705882353,0.0,0.0,0.17647058823529413,0.058823529411764705,4.9411764705882355,0.08823529411764706,0.7941176470588235,0.0,2.323529411764706,3.323529411764706,0.7,0.0,0.020588235294117647,0.0,0.0,0.12352941176470589,0.041176470588235294,3.458823529411765,0.061764705882352944,0.5558823529411764,0.0,1.6264705882352941,2.3264705882352943,16232036.285714285,3803490.214285714,4631317.928571428,53.17,0.0,49.8,53.4,57.2,61.7,67.8,73.2,75.5,75.6,74.1,67.7,59.8,53.8,70.7,73.1,77.4,82.1,87.9,90.7,91.8,91.6,89.2,84.1,77.9,72.2,0.09188495067442258,0.4931344162333336,0.11889720110546602,-1.2290746213545107,0.8845715229235008,0.6136140355281974,1.8363113792984354,-0.2917628910240621,-0.12189332144898644,0.42975774692327334,-0.5186818198313148,0.5026414446345202,-0.3814730871971234,-0.2902412959939561,-0.004426740987791518,1.427956721071014,1.1888562106521183,-0.39140560323813395,1.8353373205907557,-0.5339054362841054,0.3263058184878509,0.37295160589505433,0.028805515451401774,-0.512844577586988,0.3314112995509937,-0.37523124311402756,-0.2840815058959056,-0.3561059619269155,0.9980981967531506,0.7266230206601723,-0.5529552712311372,1.2731610969594094,-0.5527869859498546,-0.08998918183273623,-0.05557631805790464,-0.5064778358150657,-0.8262194801748923,-1.127625234993758,0.7091561969807421,-0.6514607752119363,1.7103611469511162,1.7840592305307992,1.7879731970145758,1.8111320638647033,1.6448558363673262,1.4539939154264994,1.3490562703373552,1.4449155920038217,1.899803994046686,2.1177608736902966,2.092174054088378,1.9927746840728822,1.6675066260031182,1.6094303410612774,1.5793930143445565,1.5545681217220604,1.513551594758056,1.0341440477026438,0.6886182981307621,0.7569842827825333,1.2379645104866657,1.5654738920595794,1.6799368110172588,1.7343817771507615,0.9520569469207697,84.0
4414,,Sidney Jones,Sidney,Jones,CB,DB,D,Washington,2017,43.0,7.0,12.0,24.0,PHI,,,,186,72,0.3870967741935484,4.47,33.5,,123.0,7.02,4.28,1.0,0.15,0.075,0.025,1.75,0.2,0.025,3.675,0.2125,0.525,0.025,2.625,3.625,0.9,0.135,0.0675,0.022500000000000003,1.575,0.18000000000000002,0.022500000000000003,3.3075,0.19125,0.47250000000000003,0.022500000000000003,2.3625000000000003,3.2625,27353322.214285713,6609932.785714285,23747798.785714287,22.27,2.19,21.0,23.6,29.2,34.4,42.3,48.8,53.8,52.3,43.4,33.5,26.9,19.5,35.3,42.0,53.1,60.6,68.7,75.5,84.0,83.8,75.6,61.8,45.1,33.0,-0.7994196267848561,0.4931344162333336,1.177239603098324,-0.2686786352594583,-0.8630742851926853,,0.2107242566408048,0.4183364981595027,0.8411846044548671,0.42975774692327334,3.4858326410787344,1.9312231782374347,1.9533273014910284,4.158986858480251,0.22022152823977353,0.2035206543910263,0.6051056741553394,0.6632423940464532,0.9437165998184068,0.07339448465383458,0.5834694700981669,0.5580067635319398,0.4580553359561363,3.5093808875681543,2.073958595644088,2.011444123000115,4.22547503058326,0.25550550268720934,0.2257693133165334,0.6468779931334767,0.6904197857604094,0.9622960322464957,0.08381156370048068,0.6110952146355799,0.5862368062912295,0.74783834151829,0.31685137721335993,0.18962545975694675,-1.3235201878176746,0.5262825133346986,-0.7582065503127476,-0.767196331228029,-0.9609712895410435,-1.4603806866914182,-1.7043224709535754,-2.03675288183816,-2.027862475234888,-2.0187458189485836,-2.0746479690070423,-1.7908809730207247,-1.4420127476369886,-1.1865597913764092,-1.0791702394447693,-0.896261936044552,-0.7629923957929832,-1.1544361286147329,-1.3236828534334346,-1.5666534132514667,-0.8580838149165294,-0.7195437018494879,-1.0429003164727695,-1.290133826589274,-1.590171441823099,-1.4937714414261933,,
