fms_id,espn_id,fms_college_id,fms_city_id,full_name,first_name,last_name,position,position_group,section,college,conference,draft_year,selection_number,position_rank,position_group_rank,section_rank,drafting_team,home_city,home_state,home_country,college_weight_pounds,college_height_inches,hw_ratio,forty,vertical,bench,broad,threecone,shuttle,rushing_games,rushing_rec_td,rushing_rec_yards,rushing_receptions,rushing_rush_att,rushing_rush_td,rushing_rush_yds,rushing_scrim_plays,rushing_scrim_tds,rushing_scrim_yds,rushing_seasons,rb_college_weight_pounds_zscore,rb_college_height_inches_zscore,rb_college_weight_pounds_zscore,rb_hw_ratio_zscore,rb_forty_zscore,rb_vertical_zscore,rb_bench_zscore,rb_broad_zscore,rb_threecone_zscore,rb_shuttle_zscore,rb_rushing_games_zscore,rb_rushing_rec_td_zscore,rb_rushing_rec_yards_zscore,rb_rushing_receptions_zscore,rb_rushing_rush_att_zscore,rb_rushing_rush_td_zscore,rb_rushing_rush_yds_zscore,rb_rushing_scrim_plays_zscore,rb_rushing_scrim_tds_zscore,rb_rushing_scrim_yds_zscore,rb_rushing_seasons_zscore,rb_max_madden_zscore,rb_rushing_rec_td_pg_zscore,rb_rushing_rec_yards_pg_zscore,rb_rushing_receptions_pg_zscore,rb_rushing_rush_att_pg_zscore,rb_rushing_rush_td_pg_zscore,rb_rushing_rush_yds_pg_zscore,rb_rushing_scrim_plays_pg_zscore,rb_rushing_scrim_tds_pg_zscore,rb_rushing_scrim_yds_pg_zscore,rb_football_spending_zscore,rb_coaches_salaries_zscore,rb_ticket_sales_zscore,rb_ann_rain_inch_zscore,rb_ann_snow_inch_zscore,rb_min_jan_zscore,rb_min_feb_zscore,rb_min_mar_zscore,rb_min_apr_zscore,rb_min_may_zscore,rb_min_jun_zscore,rb_min_jul_zscore,rb_min_aug_zscore,rb_min_sep_zscore,rb_min_oct_zscore,rb_min_nov_zscore,rb_min_dec_zscore,rb_max_jan_zscore,rb_max_feb_zscore,rb_max_mar_zscore,rb_max_apr_zscore,rb_max_may_zscore,rb_max_jun_zscore,rb_max_jul_zscore,rb_max_aug_zscore,rb_max_sep_zscore,rb_max_oct_zscore,rb_max_nov_zscore,rb_max_dec_zscore,rb_max_aug_zscore,rb_rushing_rush_td_pg_cf_scaled_zscore,rb_rushing_rush_yds_pg_cf_scaled_zscore,rb_rushing_scrim_plays_pg_cf_scaled_zscore,rb_rushing_scrim_tds_pg_cf_scaled_zscore,rb_rushing_scrim_yds_pg_cf_scaled_zscore,max_madden
4627,,110,208.0,Terrence Magee,Terrence,Magee,RB,RB,O,LSU,sec,2015,300.0,26.0,29.0,124.0,,,,,213,68,0.3192488262910798,4.62,37.0,22.0,115.0,7.52,4.37,40,0,227,24,226,12,1330,250,12,1557,4,-0.1120372272461578,-1.467556774714924,-0.1120372272461578,-0.5804058736280023,0.5869975532361857,0.8740906513763756,0.5621671537885372,-0.532389750779074,2.2374483652417334,0.7016320067978057,0.21375830252207526,-0.9521604894911092,-0.7060993057005899,-0.7432604635116877,-1.2574416834022788,-1.0182403252786167,-1.1430647005754468,-1.2811835864973335,-1.1394369951582626,-1.1891657833989655,0.6272471921567819,-0.7471759548781939,-0.9661947130048169,-0.8142950796250681,-0.8716860831892783,-1.6066877535434523,-1.1801597487683346,-1.4416340451363407,-1.669279322527081,-1.3226825985000121,-1.5368595384167902,,,,1.4272001884000949,-0.6540816715019214,0.6505499243516958,0.7128901006005739,0.8426104072329708,0.8770965423941057,0.9381993894206369,0.8167668687344752,0.6531346451411125,0.7590987184838787,0.8273120714934452,0.6347365141277963,0.6584052742853043,0.64987780290363,0.9081043188251677,0.9545329914094343,1.1079002040639891,1.1734046357889039,1.2402853312016795,1.0509231734273563,0.7749136634953397,0.9390737222443293,1.238684516140066,1.191636931992827,1.0741356428787507,0.9850027788996712,0.9390737222443293,-1.0702660273976616,-1.2740735037809547,-1.5012240990781829,-1.2327844248152058,-1.3653489634015186,69.0
4642,,95,310.0,Tevin Coleman,Tevin,Coleman,RB,RB,O,Indiana,big_10,2015,73.0,5.0,5.0,30.0,ATL,,,,206,71,0.3446601941747573,4.4,,22.0,,,,33,0,383,54,452,28,3219,506,28,3602,3,-0.6099954577414338,0.2562227652734124,-0.6099954577414338,0.8009711847740206,-1.4159500424170222,,0.5621671537885372,,,,-0.4666164843665652,-0.9521604894911092,-0.23719160024285316,0.10091683017507828,-0.18965264495416806,0.19273321812748997,0.515489868648244,-0.16008146929667785,-0.00818387574527903,0.3932449605716083,-0.4637074951918119,1.0442735995024308,-0.9661947130048169,-0.06100722404764411,0.3929109624213394,0.1203071697033313,0.5007936368345872,1.0469536524473488,0.17964919871880286,0.27052015084990233,0.9352918601503629,,,,0.4446224252190886,-0.019830603096177513,-0.7765335271448779,-0.7657117912904766,-0.7083285113707891,-0.4684440144648521,-0.3424307548441576,-0.12558237641538983,-0.17876392631387225,-0.2832753119616963,-0.46159770963326663,-0.5545673423917372,-0.5265239036451886,-0.7238261574011441,-0.8622701737184725,-0.8188213871792094,-0.7413151766661495,-0.6049750634006771,-0.4958237852190581,-0.3594277524145878,-0.47181592823854007,-0.41744726231263624,-0.5201328912265275,-0.6441888763888217,-0.6408082959152688,-0.8080905587596859,-0.41744726231263624,0.7192321356566407,1.345540935520275,0.4199808875156721,0.4818907933582604,1.2469708996068238,86.0
4659,,39,2245.0,Thomas Rawls,Thomas,Rawls,RB,RB,O,Central Michigan,,2015,300.0,27.0,30.0,125.0,,,,,215,69,0.3209302325581395,4.65,35.5,15.0,116.0,,,28,0,99,11,283,15,1436,294,15,1535,4,0.030236552895349635,-0.8929635947188118,0.030236552895349635,-0.48900362980540296,0.860126770825262,0.37654325273798805,-0.9722056597526297,-0.35604349973423494,,,-0.9525984750013085,-0.9521604894911092,-1.0908440896659122,-1.1090706241092865,-0.9881320586609411,-0.7911827858899718,-1.049995995261677,-1.0884941601034708,-0.9273270352683282,-1.2061892730651527,0.6272471921567819,0.7281354428470265,-0.9661947130048169,-1.085999932300997,-1.1244470215036813,-0.6501210736204416,-0.45776107595003085,-0.7435527109911408,-0.8041843263478143,-0.6379952291069352,-0.9772649459712883,-1.5911491325396563,-1.6161569695135962,-1.4211255104816076,-0.5893453883374927,1.2342567367060888,-1.3286789101643852,-1.5263798165985896,-1.6627524612807951,-1.63050176811577,-1.3534545529479427,-1.0244385794814164,-1.0891434950759322,-1.26522186238144,-1.2901825689290092,-1.1896325084944008,-1.1513047429176304,-1.083386254393669,-1.5537039884028983,-1.6975818158548324,-1.81443498310022,-1.6896605536865223,-1.3344527651850082,-1.039714669585407,-1.038511197208486,-1.3523468597775745,-1.5820603824667325,-1.6385945225955492,-1.5771282624982101,-1.4247199418461618,-1.3523468597775745,-0.8050559702982966,-1.1572409442558158,-1.247116826302242,-0.9786633969721324,-1.3875320644079407,83.0
4695,,80,138.0,Todd Gurley,Todd,Gurley,RB,RB,O,Georgia,sec,2015,10.0,1.0,1.0,7.0,STL,,,,222,73,0.32882882882882886,4.52,,17.0,,,,30,6,615,65,510,36,3285,575,42,3900,3,0.5281947833906256,1.4054091252656367,0.5281947833906256,-0.059631242932893534,-0.32343317206073285,,-0.5338134273122963,,,,-0.7582056787474112,1.1937635787703929,0.4601583206942937,0.4104485045268925,0.08438171004578954,0.7982199898305434,0.5734383078058743,0.14209058573006136,0.9816626037410816,0.6238358660499609,-0.4637074951918119,0.41199728619162207,1.783553552238933,1.068587797599943,1.0400000939472398,0.8291847695297271,1.5780897292651888,1.5096603081309898,0.9599309599785337,1.8725251253343462,1.6692113899033056,0.6042314970690872,0.653199013342074,0.15067880585683502,0.5987925763458155,-0.6348619421562928,0.3022736058316986,0.3453763355640697,0.38528226456775944,0.3878090671726665,0.4663882836388705,0.5703062969260504,0.5432612489112084,0.5929231484128439,0.4985085558998964,0.3114306113846224,0.25983818716322915,0.2810982162446302,0.3990266750465243,0.4478603118126794,0.5521774471606317,0.6058366466858458,0.6959121336799222,0.7522606244255333,0.6615746097013516,0.4991209704961253,0.42564628065928184,0.3757143504898727,0.4630636646877782,0.41705466289896986,0.4991209704961253,2.1122546577947205,2.087618067461252,1.4826113009423336,2.4943239835498736,2.307970898707376,80.0
4824,4035222.0,232,662.0,Trey Williams,Trey,Williams,RB,RB,O,Texas A&M,sec,2015,300.0,28.0,31.0,127.0,,Houston,TX        ,USA,195,67,0.3435897435897436,4.49,33.5,18.0,119.0,6.84,4.12,36,1,330,38,204,18,1343,242,19,1673,3,-1.3925012485197248,-2.042149954711036,-1.3925012485197248,0.7427808548767951,-0.5965623896498011,-0.286853278779862,-0.3146173110921296,0.17299525340028257,-1.084961177689774,-0.9431561645974132,-0.17502728998571931,-0.5945064781141922,-0.39649998735349445,-0.3493110597911969,-1.361385749091918,-0.5641252465013268,-1.1316506140747016,-1.316218027659854,-0.6445137554150823,-1.09940556515907,-0.4637074951918119,-0.9579347259817967,-0.5842852317209627,-0.37082800511282554,-0.3158057054403616,-1.6031108482232275,-0.5672154203164405,-1.284661740736694,-1.5731576562849403,-0.6610486758878469,-1.2711781795780523,0.266230376705665,0.7549491656425428,1.2101956010860213,0.05063203900634216,-0.6636915361747358,0.9903316985175465,1.0376697069119027,1.2303451368839107,1.4642415126598332,1.5987349375151088,1.4836601806866894,1.296678823059119,1.3784803887486392,1.3797019776906074,1.327534877148884,1.1323769454575012,0.9449014722308301,0.9384970139761314,0.970366512646833,1.0791559235345054,1.2238551237091764,1.284423698568308,1.2500315394285724,1.3038292478672886,1.6539969438351645,1.5041663889501167,1.2681296740087302,1.0347116442857842,0.9525486008424878,1.6539969438351645,-0.3630392084660211,-1.0952731506292746,-1.3921376435935617,-0.4610094513658711,-1.060947521813393,67.0
53,,198,2921.0,Adam Muema,Adam,Muema,RB,RB,O,San Diego State,mountain_west,2014,300.0,15.0,16.0,86.0,,,,,202,70,0.3465346534653465,4.56,,,,,,32,2,248,29,535,34,2955,564,36,3203,3,-0.8945430180244487,-0.3183704147226997,-0.8945430180244487,0.9028679056739484,0.04073911805803296,,,,,,-0.5638128824935139,-0.23685246673727517,-0.6429771145812792,-0.6025642478972267,0.20249996651128851,0.6468482969047801,0.28369611201772293,0.0939182291315957,0.5574426839612128,0.0845007616257604,-0.4637074951918119,,-0.10689838011614504,-0.5507549804519215,-0.49799210973307056,0.7688244922509313,1.1566905034545116,0.8456190786458405,0.6461219907762504,1.0737231943757568,0.6164355600919098,-1.0203525554668331,-1.0641196251912313,-1.130561451470319,-2.0967868660210445,-0.6636915361747358,1.6529061581409552,1.5761201068491064,1.4490672920716205,1.1951334012880412,0.6281520913354756,-0.06759165363693673,-0.14737152739104217,0.2001445282449472,0.8273120714934452,1.3621747952999388,1.4663115319651858,1.5165098315522794,1.2500221392735096,0.9862000338842319,0.4946888861016628,-0.21398378201857124,-1.26088881957396,-2.2177725017592675,-2.5119188965303474,-1.975613258087531,-0.9183557004416035,0.17173370511413272,0.8375916513209545,1.1472736691855858,-1.975613258087531,0.87460772466435,0.5169916776185816,0.3121778020955764,0.8001837979293831,0.2943503209880618,
138,,110,208.0,Alfred Blue,Alfred,Blue,RB,RB,O,LSU,sec,2014,181.0,10.0,10.0,69.0,HOU,,,,223,74,0.33183856502242154,4.63,32.0,13.0,121.0,7.15,4.5,41,0,105,16,209,11,1253,225,11,1358,4,0.5993316734613794,1.9800023052617488,0.5993316734613794,0.10397980503204918,0.6780406257658751,-0.7844006774182495,-1.4105978921929632,0.5256877554899609,0.4296667021760632,1.5569218559233189,0.3109547006490239,-0.9521604894911092,-1.0728091779175377,-0.9683744084948254,-1.337762097798818,-1.0939261717414985,-1.2106712129260155,-1.39066621513021,-1.2101403151215742,-1.343150985379476,0.6272471921567819,-0.00952025601558372,-0.9661947130048169,-1.2097988370383093,-1.1276357633663523,-1.7252490786699326,-1.277333849620464,-1.5457140779065042,-1.8244254839652565,-1.414783929785703,-1.7411415696080648,,,,1.4272001884000949,-0.6540816715019214,0.6505499243516958,0.7128901006005739,0.8426104072329708,0.8770965423941057,0.9381993894206369,0.8167668687344752,0.6531346451411125,0.7590987184838787,0.8273120714934452,0.6347365141277963,0.6584052742853043,0.64987780290363,0.9081043188251677,0.9545329914094343,1.1079002040639891,1.1734046357889039,1.2402853312016795,1.0509231734273563,0.7749136634953397,0.9390737222443293,1.238684516140066,1.191636931992827,1.0741356428787507,0.9850027788996712,0.9390737222443293,-1.1823873523502386,-1.3926265611914157,-1.677296211589228,-1.3402177048789443,-1.5994028129338012,76.0
195,,26,581.0,Andre Williams,Andre,Williams,RB,RB,O,Boston College,acc,2014,113.0,6.0,6.0,52.0,NYG,,,,230,71,0.30869565217391304,4.56,38.0,,129.0,7.27,4.06,44,0,60,10,704,28,3739,714,28,3799,4,1.0972899039566555,0.2562227652734124,1.0972899039566555,-1.1540826896698517,0.04073911805803296,1.2057889171353007,,1.9364577638486742,1.0159742685757374,-1.337905325732269,0.6025438950298698,-0.9521604894911092,-1.2080710160303465,-1.1372098672321787,1.0009793802180615,0.19273321812748997,0.9720533286780584,0.7508140009288549,-0.00818387574527903,0.5456825725824656,0.6272471921567819,-0.32565841267098805,-0.9661947130048169,-1.3618696339859213,-1.3264973013474828,0.6145704503162311,-0.14929883273560363,0.5604958946658785,0.3616121390916252,-0.34563560856719167,0.13230068860744462,,,,0.5398653185818222,2.9303978514578133,-0.9719080472902418,-0.979382584916351,-1.0364117441523537,-1.067821171611115,-1.0299269375547315,-0.7634803269783759,-0.5868651123106576,-0.6156264521037639,-0.7246405221081056,-0.866326605751227,-0.6665609883097019,-0.7053871780681942,-0.9762427805345866,-1.0404906845027901,-1.3066193604126692,-1.3995702481449588,-1.1873248739629119,-0.9235681227513665,-0.7929432473215099,-0.98571956665407,-1.167244956201027,-1.0648989574762837,-0.8083602899353743,-0.783749925216799,-0.98571956665407,-0.10586581976360632,0.6318202481295674,0.4287311379556148,-0.30870795993130173,0.19883465467115374,73.0
278,,312,346.0,Antonio Andrews,Antonio,Andrews,RB,RB,O,Western Kentucky,,2014,300.0,16.0,17.0,90.0,,,,,225,70,0.3111111111111111,4.82,29.5,20.0,106.0,7.24,4.49,42,3,963,85,618,29,3674,703,32,4637,4,0.7416054536028869,-0.3183704147226997,0.7416054536028869,-1.0227769065010204,2.4078590038300147,-1.613646341815562,0.12377492134820384,-2.1195060101826266,0.869397376975821,1.4911303290675115,0.40815109877597255,0.12080154463964184,1.506183202100014,0.9732333669847365,0.5946525779767451,0.2684190645903717,0.9149828961743316,0.7026416443303892,0.2746294041079669,1.1941227698672288,0.6272471921567819,-0.00952025601558372,0.01585823886795087,1.377034041038393,0.8656822054545483,0.33863775418459324,0.016541082971077686,0.6572177548843763,0.4655909621618095,0.01902800414904749,0.9794093235771641,-1.6179933951175924,-1.68237007141399,-1.3492550045572027,0.8612244335970882,-0.06787992646024907,-0.3008390433126867,-0.32127654054865806,-0.26094228485047377,-0.15040715557091644,-0.005422822142895862,0.14987355678226313,0.18224866129866807,0.07928956819328686,-0.06703349092100808,-0.20816816088119336,-0.2356776508804317,-0.2812906534103446,-0.13284549009534177,-0.07464588902147483,0.08268753184572535,0.3409715851044195,0.43108192948014906,0.6692988052583602,0.7182441365983456,0.7374287110264028,0.5417946000136799,0.31197039880995425,0.17723967488877448,-0.045417374415887134,0.7374287110264028,-0.4219747767103247,-0.0403510670343613,-0.23838795558562922,-0.4421856715256439,0.18175427800091856,76.0
433,,301,943.0,Bishop Sankey,Bishop,Sankey,RB,RB,O,Washington,pac_12,2014,54.0,1.0,1.0,23.0,TEN,,,,209,69,0.33014354066985646,4.49,35.5,26.0,126.0,6.75,4.0,38,1,567,67,644,37,3496,711,38,4063,3,-0.3965847875291727,-0.8929635947188118,-0.3965847875291727,0.011837273989076932,-0.5965623896498011,0.37654325273798805,1.4389516186692042,1.4074190107141566,-1.5246918524895319,-1.732654486867119,0.019365506268177967,-0.5945064781141922,0.3158790267072978,0.46672699077267693,0.717495564700864,0.8739058362934251,0.7586977117795105,0.7376760854929096,0.6988493238878357,0.7499644485767107,-0.4637074951918119,-0.11489964156738518,-0.6043857307359024,0.360020885428642,0.5476285141696373,0.8178892790448059,0.8844948312801509,0.8323140631188156,0.8670827870139887,0.710631407576398,0.8567739239233514,0.7220759284399692,0.3470109598591909,0.20947212178945276,-1.279342464713555,0.3885886454984302,-0.7255662610200001,-0.7400712960553717,-0.9369925827033947,-1.4347867780271943,-1.6769821683411545,-1.981285505325896,-1.9681306649151622,-1.9752447526849475,-2.039854584482301,-1.7669644776786406,-1.4098347453751927,-1.1479226820589938,-1.0142336494732913,-0.8346549084166082,-0.7029894692935043,-1.08425469864326,-1.2314632413295403,-1.4379314015878393,-0.7362737204245159,-0.6190922735305654,-0.9681335515934901,-1.230633231844072,-1.5179922646087611,-1.4247199418461618,-0.6190922735305654,0.967663885050092,0.9104749205475873,0.9450143354921171,0.8001837979293831,0.9458860412173533,75.0
726,,176,683.0,Carlos Hyde,Carlos,Hyde,RB,RB,O,Ohio State,big_10,2014,57.0,3.0,3.0,26.0,SFO,,,,230,72,0.3130434782608696,4.62,34.5,19.0,114.0,,,41,4,271,34,523,37,3198,557,41,3469,4,1.0972899039566555,0.8308159452695245,1.0972899039566555,-0.9177322799659547,0.5869975532361857,0.044844986979063035,-0.09542119487196286,-0.7087360018239133,,,0.3109547006490239,0.47845555601655887,-0.5738432862125102,-0.46186803228276574,0.145803203407849,0.8739058362934251,0.49705172891627075,0.06326309311439027,0.9109592837777701,0.290330227589659,0.6272471921567819,0.7281354428470265,0.37514590418725624,-0.6955742532858281,-0.5919271304375927,-0.08161746322998764,0.666148167422127,0.29043706710907624,-0.1761526648460797,0.710631407576398,0.0713597137576207,1.7546787717842882,1.3852285687798511,2.3292383048858816,-0.052148061744809085,0.013803923258672463,-0.9294353255195105,-0.9281015944461414,-0.9668183311380825,-0.7620164995977154,-0.5985567836971172,-0.3865406289184303,-0.4299031176965095,-0.6156264521037639,-0.7114883814843634,-0.866326605751227,-0.8173701564099463,-0.7883625850664693,-0.885064695081695,-0.8346549084166082,-0.7988037377251177,-0.5166867095402029,-0.3339831048747529,-0.12713465874650196,-0.3018073475475579,-0.39911589765646205,-0.3873919548215022,-0.5676961343729203,-0.6112402969705446,-0.7350686581310244,-0.39911589765646205,0.9004818765764828,0.5269114232386403,0.036378445058274575,0.969597816491432,0.306622346932856,83.0
1184,,177,2375.0,Damien Williams,Damien,Williams,RB,RB,O,Oklahoma,big_12,2014,300.0,17.0,18.0,105.0,,,,,222,71,0.31981981981981983,4.45,35.5,16.0,121.0,7.37,4.25,22,1,410,43,290,18,1499,333,19,1909,2,0.5281947833906256,0.2562227652734124,0.5281947833906256,-0.549366326103128,-0.9607346797685669,0.37654325273798805,-0.753009543532463,0.5256877554899609,1.5045639072421384,-0.08786631547190007,-1.5357768637630003,-0.5945064781141922,-0.15603449737516797,-0.20861484417673593,-0.9550589468506013,-0.5641252465013268,-0.9946815760657571,-0.9177012594361834,-0.6445137554150823,-0.9167899487399719,-1.554662182540406,0.7281354428470265,-0.3412519254494191,0.831892418276854,0.7811644413368798,0.00974827798728782,0.40792328403884576,-0.09133990735233093,0.13955566948411308,0.31453127652255186,0.14750178351875162,0.6973156279134343,1.5681629801560226,1.2627734810939155,-0.2974499022042233,-0.5916175511286285,-0.22438814412537036,-0.2101677278632033,-0.022336297372972408,0.21655845084516295,0.5742308221032739,0.6572923810937294,0.7630080413710166,0.6986712384580475,0.3932914309099602,0.045857905559872444,-0.16027306683030912,-0.23519320507796962,0.01151981187173605,0.09160608397121069,0.19766465396366173,0.27790847520407974,0.3133796165024723,0.3540438924231011,0.8315831903923337,0.9390737222443293,0.42564628065928184,0.18448249545011747,0.04911167946163541,-0.021076740873000165,0.9390737222443293,0.32811427367171836,-0.18660886525065176,0.027094642762237466,0.23803728179167485,0.03951965653412168,83.0
1331,,245,3276.0,David Fluellen,David,Fluellen,RB,RB,O,Toledo,,2014,300.0,18.0,19.0,106.0,,,,,224,71,0.3169642857142857,4.72,36.5,,120.0,6.9,,43,2,662,80,561,28,3336,641,30,3998,4,0.6704685635321331,0.2562227652734124,0.6704685635321331,-0.7045948569294086,1.4974282785330961,0.7082415184969131,,0.34934150444512174,-0.7918073944899326,,0.5053474969029211,-0.23685246673727517,0.6014317960565605,0.8325371513702755,0.3253429532354074,0.19273321812748997,0.6182166471549523,0.4311247253208554,0.13322276418134393,0.6996677745629761,0.6272471921567819,-1.1686934970853997,-0.3267183722504564,0.4202599548596161,0.6663652399299591,-0.019290445965489598,-0.10394354416093897,0.2742347649028048,0.09286356298718453,-0.16754407677553987,0.3658989096741074,-1.5117474770971333,-1.6250192200435445,-1.3558503608370263,-0.4454532472858813,0.6624697886736377,-0.6745989948951224,-0.8340864452507565,-0.9270506665584987,-0.7375521258366431,-0.4367929760005112,-0.03859629224770967,0.056679065607349984,-0.13220661189712035,-0.39583700651455683,-0.47374086670594334,-0.47266348646652984,-0.5670948330710692,-1.1585989514403692,-1.222576178732874,-1.3257822140989914,-1.2608314063642112,-0.8636435132742992,-0.442389571581761,-0.4529260859395429,-0.6740863674990906,-0.7856147640365783,-1.0521501671402997,-1.015336282548445,-1.019042716131375,-0.6740863674990906,-0.5192869940439416,-0.34571860231507456,-0.5344882907054443,-0.5945269595349281,-0.31029160232123393,65.0
1385,,149,1850.0,De'Anthony Thomas,De'Anthony,Thomas,RB,RB,O,Nebraska,big_10,2014,124.0,8.0,8.0,58.0,KAN,,,,174,69,0.39655172413793105,4.39,32.0,8.0,124.0,,,37,15,1296,113,243,26,1890,356,41,3186,3,-2.886375940005553,-0.8929635947188118,-2.886375940005553,3.6218255891743776,-1.5069931149467197,-0.7844006774182495,-2.506578473293797,1.0547265086244784,,,-0.07783089185877068,4.412649681162646,2.507120804134798,1.7611321744257182,-1.1771212690057393,0.04136152520172664,-0.6513809743894929,-0.816977241093937,0.9109592837777701,0.07134624688370673,-0.4637074951918119,-1.1686934970853997,4.607619338164946,2.913625938994489,2.1228125634581487,-1.4097646146975553,0.05401193960101988,-0.7514731414347471,-0.9829797945565659,1.0246567367001678,0.12410550372638425,0.36493766446316844,0.08518192671174504,0.9947000829781342,-0.8216284160350948,0.3981985101712445,-1.3456679988726779,-1.2016002102872605,-1.0761794087319372,-0.9088027421641467,-0.612037101005167,-0.19807077988845645,0.08807146453018005,-0.2530615719487807,-0.7114883814843634,-0.9356064420533351,-1.2697976607106798,-1.3691904340543937,-1.0294299970487728,-1.0246571632653914,-0.8562922987840859,-0.7058760392412213,-0.5105365743412691,-0.07735756724619852,0.13265902532940002,-0.23413361575088393,-0.5367255082771548,-0.6824352473967742,-0.9562002846589966,-1.0920646167600365,-0.23413361575088393,0.2295021803685964,-0.6005436284970711,-0.8334901230735917,1.3175833681323978,0.3640336001937389,65.0
1574,,75,3226.0,Devonta Freeman,Devonta,Freeman,RB,RB,O,Florida State,acc,2014,103.0,5.0,5.0,47.0,ATL,,,,206,68,0.3300970873786408,4.58,31.5,,118.0,7.11,4.26,40,1,475,47,404,30,2255,451,31,2730,3,-0.6099954577414338,-1.467556774714924,-0.6099954577414338,0.009312045474566096,0.2228252631174199,-0.950249810297712,,-0.0033509976445565853,0.2342308467095037,-0.02207478861609272,0.21375830252207526,-0.5945064781141922,0.03934371323222232,-0.09605787168516713,-0.4164396973679261,0.34410491105325336,-0.33090854571471945,-0.4009432522890062,0.2039260841446554,-0.2815042661972623,-0.4637074951918119,1.571170527261438,-0.6224761798493481,-0.026849964023377144,-0.17005658200619436,-0.6516540330433953,0.19896499024842715,-0.5465693642273962,-0.6464317093974774,0.05706619133755195,-0.5045451824136411,0.703251139070215,0.9150103448828343,-0.03148144122049314,1.172990739208914,-0.6636915361747358,0.8034517227263284,0.8239989132860284,0.8426104072329708,0.7547746735887458,0.9247190721125862,1.0197343984590626,0.8885776370623347,1.0159155085936562,1.2087241495819607,0.9811356956383401,0.8092144423855487,0.843487085899605,1.128451358669655,1.1841190493517144,1.280365887240893,1.349981343509856,1.4609771680348242,1.1338849925945296,0.7938035057943368,0.792422804994928,1.1557214308869248,1.2681296740087302,1.231831637250614,1.1959549362713597,0.792422804994928,0.25578425809916444,-0.5030888303108157,-0.6008758303107017,0.1140570227530843,-0.4578584676842509,91.0
2009,,136,674.0,Henry Josey,Henry,Josey,RB,RB,O,Missouri,sec,2014,300.0,19.0,20.0,108.0,,,,,194,68,0.35051546391752575,4.43,34.5,20.0,118.0,7.07,4.13,37,1,175,24,395,30,2771,419,31,2946,3,-1.4636381385904784,-1.467556774714924,-1.4636381385904784,1.119267127378954,-1.1428208248279539,0.044844986979063035,0.12377492134820384,-0.0033509976445565853,0.03879499124294418,-0.8773646377416059,-0.07783089185877068,-0.5945064781141922,-0.862401874186502,-0.7432604635116877,-0.4589622696955057,0.34410491105325336,0.12214288769948092,-0.5410810169390882,0.2039260841446554,-0.11436454947469803,-0.4637074951918119,,-0.5946071095934993,-0.9343512824069736,-0.8123237752160913,-0.5281057898204908,0.38533319822366535,0.17013618961656635,-0.6363916561826782,0.2395934138907431,-0.10423526762981096,-0.4754286499265056,0.33497075787128544,-0.011571915886205705,0.024594413482717004,0.11470750232322272,-0.6066426400619525,-0.5349473341745324,-0.3504195301545367,-0.05254966052662809,0.06197876439735648,0.3093480444230089,0.3862992542970602,0.2756788782772352,-0.10648991279223355,-0.2543547184159324,-0.3541705686734804,-0.6224117710699193,-0.6799140028126894,-0.5971520898556291,-0.4251280908418255,-0.3022721358790473,-0.2751319483859135,0.05538134342127811,0.321557448319382,0.20581913599732005,-0.25465101841647453,-0.44020823101308354,-0.5521042990810955,-0.6945009355595457,0.20581913599732005,0.7360294966304474,0.5618241615771061,-0.32902163068302615,0.5895609640414301,0.27606425123952477,
2050,,5,2195.0,Isaiah Crowell,Isaiah,Crowell,RB,RB,O,Alabama State,,2014,300.0,20.0,21.0,110.0,,,,,224,71,0.3169642857142857,4.57,38.0,23.0,117.0,,,12,1,59,8,185,5,850,193,6,909,1,0.6704685635321331,0.2562227652734124,0.6704685635321331,-0.7045948569294086,0.13178219058773047,1.2057889171353007,0.781363270008704,-0.17969724868939574,,,-2.5077408450324867,-0.5945064781141922,-1.2110768346550755,-1.193488353477963,-1.451155624005697,-1.5480412505187886,-1.5645078944491215,-1.530803979780292,-1.5636569149381314,-1.6905849335666583,-2.6456168698889995,0.622756057295225,0.17953373084674548,-0.9106089311301135,-0.7903377352260222,0.48937876410835834,-0.8226088905047296,0.013047652485042778,0.3323130215739672,-0.7417357396210378,-0.24052616553304024,-1.9769375711650423,-1.949684363836093,-1.4137284786351783,0.45421523462252944,-0.6540816715019214,0.472164492914624,0.5675939609349792,0.6040044197554695,0.5835240572612423,0.6416324086435262,0.7152831038721836,0.5903498472954524,0.6986712384580475,0.6694863840085413,0.3576171689193614,0.36755902152054665,0.42861005090823023,0.6725609314051983,0.7566139759419521,0.8779459598281164,0.933764818167612,1.0490190726129545,0.8186300797592705,0.7371339788973428,0.755760075682577,0.7574986216718463,0.7836756412413489,0.8375916513209545,0.774050621527982,0.755760075682577,-1.0997338115198132,-0.5539734513618594,-0.34426598590893803,-1.0633704062531568,-0.7966549194186976,82.0
