Geographic Location,county,state,poverty_pct,med_income
"Ville Platte, LA", Evangeline Parish, LA,27.3,"$69,212"
"Waynesboro, MS", Wayne County, MS,20.9,"$69,212"
"Ocean Springs, MS", Jackson County, MS,12.0,"$69,212"
"Charleston, MS", Coles County, MS,20.0,"$69,212"
"Ardmore, OK", Carter County, OK,19.1,"$69,212"
"Owasso, OK", Tulsa County, OK,14.1,"$69,212"
"Elk River, MN", Sherburne County, MN,6.5,"$69,212"
"Earle, AR", Crittenden County, AR,17.8,"$69,212"
"Ridgeland, MS", Madison County, MS,10.1,"$69,212"
"Brandon, MS",,,,"$69,212"
"Hurley, MS", George County, MS,16.1,"$69,212"
"Maplesville, AL", Chilton County, AL,17.3,"$69,212"
"Sachse, TX", Dallas County, TX,14.2,"$69,212"
"Saint James, LA",St. James Parish, LA,16.8,"$69,212"
"Rockwood, MI", Wayne County, MI,20.9,"$69,212"
"Natchez, MS", Adams County, MS,15.3,"$69,212"
"Ellisville, MS", Jones County, MS,22.0,"$69,212"
"Pontotoc, MS", Pontotoc County, MS,15.3,"$69,212"
"Baxley, GA",,,,"$69,212"
"Greenwood, SC",Greenwood County, SC,18.3,"$69,212"
"Summerville, SC", Dorchester County, SC,11.0,"$69,212"
"North Charleston, SC", Charleston County, SC,14.2,"$69,212"
"Waycross, GA", Ware County, GA,23.6,"$69,212"
"Vance, SC", Orangeburg County, SC,25.9,"$69,212"
"Studio City, CA", Los Angeles County, CA,14.2,"$69,212"
"Florissant, MO", Saint Louis County, MO,,"$69,212"
"Blue Springs, MO", Jackson County, MO,12.0,"$69,212"
"Springfield, MO", Greene County, MO,8.1,"$69,212"
"Forsyth, GA",Forsyth County, GA,16.4,"$69,212"
"Raytown, MO", Jackson County, MO,12.0,"$69,212"
"Buhl, AL", Tuscaloosa County, AL,16.8,"$69,212"
"Madison, AL", Lane County, AL,18.1,"$69,212"
"Bessemer, AL", Jefferson County, AL,8.1,"$69,212"
"Slocomb, AL", Geneva County, AL,21.3,"$69,212"
"Butler, GA",,,,"$69,212"
"Lake Butler, FL", Union County, FL,19.8,"$69,212"
"Colorado Springs, CO", El Paso County, CO,20.5,"$69,212"
"New Roads, LA", Pointe Coupee Parish, LA,20.3,"$69,212"
"Longview, TX", Gregg County, TX,15.1,"$69,212"
"Garland, TX", Dallas County, TX,14.2,"$69,212"
"Overland Park, KS", Johnson County, KS,10.3,"$69,212"
"Yoakum, TX",Yoakum County, TX,12.1,"$69,212"
"Stephenville, TX", Erath County, TX,18.1,"$69,212"
"Wichita Falls, TX", Wichita County, TX,17.8,"$69,212"
"Allentown, PA", Lehigh County, PA,12.0,"$69,212"
"Berwick, LA", Columbia County, LA,7.6,"$69,212"
"Boston, MA", Suffolk County, MA,7.3,"$69,212"
"Canton, MS", Cook County, MS,9.6,"$69,212"
"Marshall, TX", Harrison County, TX,16.7,"$69,212"
"Bastrop, LA",Bastrop County, LA,12.6,"$69,212"
"Gurley, AL", Madison County, AL,10.1,"$69,212"
"Lehigh Acres, FL", Lee County, FL,24.8,"$69,212"
"Harvey, LA",Harvey County, LA,10.4,"$69,212"
"Wetumpka, AL", Elmore County, AL,12.9,"$69,212"
"Anderson, SC", Anderson County, SC,19.8,"$69,212"
"Pinson, AL", Jefferson County, AL,8.1,"$69,212"
"Muskegon, MI", Muskegon County, MI,15.7,"$69,212"
"Flint, MI", Genesee County, MI,9.9,"$69,212"
"Mount Clemens, MI", Macomb County, MI,11.0,"$69,212"
"Petoskey, MI", Emmet County, MI,8.3,"$69,212"
"Americus, GA", Sumter County, GA,18.7,"$69,212"
"Oak Park, IL", Cook County, IL,9.6,"$69,212"
"Matawan, NJ", Monmouth County, NJ,6.7,"$69,212"
"Estill, SC", Hampton County, SC,25.8,"$69,212"
"Celebration, FL", Osceola County, FL,17.6,"$69,212"
"Clermont, FL", Lake County, FL,36.5,"$69,212"
"Opa Locka, FL", Miami-Dade County, FL,16.0,"$69,212"
"Pasadena, TX", Harris County, TX,16.5,"$69,212"
"Coconut Creek, FL", Broward County, FL,12.6,"$69,212"
"Florida City, FL", Miami-Dade County, FL,16.0,"$69,212"
"Leimert Park, CA", Los Angeles County, CA,14.2,"$69,212"
"Coral Gables, FL", Miami-Dade County, FL,16.0,"$69,212"
"Orange City, FL", Volusia County, FL,13.2,"$69,212"
"Lake Tapps, WA", Pierce County, WA,8.5,"$69,212"
"Logansport, LA", Cass County, LA,20.4,"$69,212"
"Spring Branch, TX", Comal County, TX,7.1,"$69,212"
"Manor, TX", Travis County, TX,12.0,"$69,212"
"Texarkana, TX", Bowie County, TX,19.1,"$69,212"
"Euless, TX", Tarrant County, TX,12.1,"$69,212"
"Jersey City, NJ", Hudson County, NJ,14.3,"$69,212"
"Glens Falls, NY", Warren County, NY,10.3,"$69,212"
"East Norwich, NY", Nassau County, NY,5.8,"$69,212"
"Glenn Dale, MD", Prince George's County, MD,8.3,"$69,212"
"Goshen, NY", Orange County, NY,9.4,"$69,212"
"Pine Brook, NJ", Monmouth County, NJ,6.7,"$69,212"
"Rockford, IL", Winnebago County, IL,10.4,"$69,212"
"Decatur, MS", Morgan County, MS,10.8,"$69,212"
"Hallettsville, TX", Lavaca County, TX,13.5,"$69,212"
"Walters, OK", Cotton County, OK,16.2,"$69,212"
"Boerne, TX", Kendall County, TX,7.5,"$69,212"
"Franklin Square, NY", Nassau County, NY,5.8,"$69,212"
"Bealeton, VA", Fauquier County, VA,6.1,"$69,212"
"Frostproof, FL", Polk County, FL,9.6,"$69,212"
"Pahokee, FL", Palm Beach County, FL,12.2,"$69,212"
"Olathe, KS", Johnson County, KS,10.3,"$69,212"
"Bethel Park, PA", Windsor County, PA,9.6,"$69,212"
"Ashland, NE", Saunders County, NE,7.8,"$69,212"
"Richfield, OH", Summit County, OH,6.2,"$69,212"
"Springfield, OH", Clark County, OH,11.9,"$69,212"
"Barberton, OH", Summit County, OH,6.2,"$69,212"
"Thornville, OH", Perry County, OH,17.6,"$69,212"
"Norristown, PA", Montgomery County, PA,24.1,"$69,212"
"Pickerington, OH", Fairfield County, OH,23.7,"$69,212"
"Mcarthur, OH", Vinton County, OH,19.0,"$69,212"
"Indian Land, SC", Lancaster County, SC,12.3,"$69,212"
"Ottawa, OH",Ottawa County, OH,20.6,"$69,212"
"Powell, OH", Delaware County, OH,8.8,"$69,212"
"Monroe, OH",Monroe County, OH,13.2,"$69,212"
"Sidney, OH", Shelby County, OH,20.6,"$69,212"
"Bedford Heights, OH", Cuyahoga County, OH,17.9,"$69,212"
"Sunnyvale, CA", Santa Clara County, CA,7.3,"$69,212"
"Wheeling, WV", Ohio County, WV,12.5,"$69,212"
"Saint Francis, WI",,,,"$69,212"
"Oswego, IL", Kendall County, IL,7.5,"$69,212"
"Aurora, IL", Kane County, IL,10.5,"$69,212"
"Chelsea, MI", Washtenaw County, MI,15.0,"$69,212"
"Grandville, MI", Kent County, MI,13.3,"$69,212"
"Skokie, IL", Cook County, IL,9.6,"$69,212"
"London, ON", Shelby County, ON,20.6,"$69,212"
"Lake Villa, IL", Lake County, IL,36.5,"$69,212"
"Mundelein, IL", Lake County, IL,36.5,"$69,212"
"Leesburg, FL", Lake County, FL,36.5,"$69,212"
"Olympia Fields, IL", Cook County, IL,9.6,"$69,212"
"Maryland Heights, MO", Saint Louis County, MO,,"$69,212"
"Belleville, MI", Wayne County, MI,20.9,"$69,212"
"Fairmont, WV", Marion County, WV,16.6,"$69,212"
"Aliquippa, PA", Beaver County, PA,9.4,"$69,212"
"Collierville, TN", Shelby County, TN,20.6,"$69,212"
"Mcmurray, PA", Washington County, PA,4.5,"$69,212"
"Canton, OH", Stark County, OH,14.4,"$69,212"
"The Woodlands, TX", Montgomery County, TX,24.1,"$69,212"
"Sherman, TX",Sherman County, TX,12.1,"$69,212"
"Georgetown, TX", Williamson County, TX,6.4,"$69,212"
"Irving, TX", Dallas County, TX,14.2,"$69,212"
"Montoursville, PA", Lycoming County, PA,13.0,"$69,212"
"New Haven, CT", Prince George's County, CT,8.3,"$69,212"
"Edmonton, AB", Metcalfe County, AB,23.3,"$69,212"
"Elmira, NY", Chemung County, NY,13.5,"$69,212"
"Hartford, CT", Cumberland County, CT,15.7,"$69,212"
"Hamilton, NJ", Monmouth County, NJ,6.7,"$69,212"
"Bellport, NY", Suffolk County, NY,7.3,"$69,212"
"Moore Township, PA", Northampton County, PA,18.8,"$69,212"
"East Hartford, CT", Hartford County, CT,11.2,"$69,212"
"Havre De Grace, MD", Harford County, MD,7.0,"$69,212"
"Hockessin, DE", New Castle County, DE,11.6,"$69,212"
"West Allis, WI",,,,"$69,212"
"Chesterton, IN", Porter County, IN,8.9,"$69,212"
"Los Altos, CA", Santa Clara County, CA,7.3,"$69,212"
"Conroe, TX", Montgomery County, TX,24.1,"$69,212"
"Arp, TX", Smith County, TX,15.0,"$69,212"
"Carthage, TX", Panola County, TX,15.7,"$69,212"
"Angleton, TX", Brazoria County, TX,10.1,"$69,212"
"Oak Hills, CA", San Bernardino County, CA,14.9,"$69,212"
"El Paso, TX", El Paso County, TX,20.5,"$69,212"
"Wylie, TX", Collin County, TX,6.4,"$69,212"
"Castroville, TX", Medina County, TX,12.3,"$69,212"
"Carson, CA", Los Angeles County, CA,14.2,"$69,212"
"Fort Washington, MD", Prince George's County, MD,8.3,"$69,212"
"Orange Park, FL", Clay County, FL,25.1,"$69,212"
"Manchester, CT",,,,"$69,212"
"Stockbridge, GA", Henry County, GA,20.0,"$69,212"
"Howell, MI", Livingston County, MI,12.5,"$69,212"
"Big Stone Gap, VA", Wise County, VA,25.4,"$69,212"
"Chesapeake, VA",,,,"$69,212"
"Abington, PA", Montgomery County, PA,24.1,"$69,212"
"Shelby, NC", Cleveland County, NC,11.9,"$69,212"
"East Mims, FL", Brevard County, FL,11.0,"$69,212"
"Baldwinsville, NY", Onondaga County, NY,13.7,"$69,212"
"Beverly, NJ", Burlington County, NJ,6.2,"$69,212"
"Frackville, PA", Schuylkill County, PA,13.0,"$69,212"
"Yonkers, NY", Westchester County, NY,8.3,"$69,212"
"Valley Stream, NY", Nassau County, NY,5.8,"$69,212"
"Lagrange, GA", Troup County, GA,20.2,"$69,212"
"Macclenny, FL", Baker County, FL,15.4,"$69,212"
"North Augusta, SC", Aiken County, SC,15.0,"$69,212"
"North Myrtle Beach, SC", Horry County, SC,14.3,"$69,212"
"Thomson, GA", McDuffie County, GA,19.9,"$69,212"
"Stillwater, OK",,,,"$69,212"
"Collinsville, OK", Tulsa County, OK,14.1,"$69,212"
"Heath, TX", Rockwall County, TX,5.1,"$69,212"
"San Ramon, CA", Contra Costa County, CA,7.8,"$69,212"
"Saint Rose, LA", Clinton County, LA,12.3,"$69,212"
"Donaldsonville, LA", Ascension Parish, LA,10.8,"$69,212"
"Port Arthur, TX", Jefferson County, TX,8.1,"$69,212"
"Alexandria, LA",,,,"$69,212"
"Milledgeville, GA", Baldwin County, GA,23.8,"$69,212"
"Brookhaven, GA", DeKalb County, GA,17.4,"$69,212"
"Augusta, GA", Richmond County, GA,15.9,"$69,212"
"Fort Valley, GA", Peach County, GA,24.0,"$69,212"
"Pewaukee, WI", Waukesha County, WI,5.0,"$69,212"
"Long Grove, IA", Scott County, IA,18.5,"$69,212"
"Avon, CT", Brazoria County, CT,10.1,"$69,212"
"Belmont, MA", Middlesex County, MA,12.7,"$69,212"
"Hallandale, FL", Broward County, FL,12.6,"$69,212"
"Kingston, NY", Ulster County, NY,14.3,"$69,212"
"East Longmeadow, MA", Hampden County, MA,16.7,"$69,212"
"West Jordan, UT", Salt Lake County, UT,9.0,"$69,212"
"Aurora, CO",Aurora County, CO,10.2,"$69,212"
"Hershey, NE", Lincoln County, NE,7.9,"$69,212"
"Kerman, CA", Fresno County, CA,21.3,"$69,212"
"Modesto, CA", Stanislaus County, CA,15.6,"$69,212"
"Roxboro, NC", Person County, NC,14.8,"$69,212"
"Clayton, NC", Johnston County, NC,19.5,"$69,212"
"Lexington, NC", Davidson County, NC,15.4,"$69,212"
"Harrison, OH",Harrison County, OH,16.7,"$69,212"
"Minneapolis, MN", Hennepin County, MN,10.3,"$69,212"
"Macedonia, OH", Summit County, OH,6.2,"$69,212"
"La Grande, OR", Union County, OR,19.8,"$69,212"
"Jenks, OK", Tulsa County, OK,14.1,"$69,212"
"Queens, NY", Queens County, NY,11.6,"$69,212"
"Gloucester, VA",Gloucester County, VA,9.1,"$69,212"
"Surry, VA",Surry County, VA,12.9,"$69,212"
"Lauderhill, FL", Broward County, FL,12.6,"$69,212"
"Manson, NC", Warren County, NC,10.3,"$69,212"
"Jefferson, SC", Chesterfield County, SC,7.6,"$69,212"
"Lynchburg, VA",,,,"$69,212"
"Hampton, VA",,,,"$69,212"
"Wallace, NC", Duplin County, NC,20.4,"$69,212"
"Norton, KS",Norton County, KS,14.6,"$69,212"
"Cheyenne, WY", Union County, WY,19.8,"$69,212"
"Kailua Kona, HI", Hawaiʻi County, HI,,"$69,212"
"Prince Georges Metro C, MD",,,,"$69,212"
"Inkster, MI", Wayne County, MI,20.9,"$69,212"
"Loganville, GA",,,,"$69,212"
"Pickton, TX", Hopkins County, TX,14.6,"$69,212"
"Tustin, CA", Orange County, CA,9.4,"$69,212"
"Prosper, TX", Collin County, TX,6.4,"$69,212"
"Old Bridge, NJ", Middlesex County, NJ,12.7,"$69,212"
"New York, NY",,,,"$69,212"
"Mount Laurel, NJ", Burlington County, NJ,6.2,"$69,212"
"Rio Rancho, NM", Sandoval County, NM,12.6,"$69,212"
"Lancaster, TX", Dallas County, TX,14.2,"$69,212"
"Klein, TX", Harris County, TX,16.5,"$69,212"
"Killeen, TX", Bell County, TX,13.0,"$69,212"
"Muskogee, OK",Muskogee County, OK,15.6,"$69,212"
"Ossining, NY", Westchester County, NY,8.3,"$69,212"
"Palm Coast, FL", Flagler County, FL,10.3,"$69,212"
"Wheatland, CA", Yuba County, CA,17.2,"$69,212"
"Lompoc, CA", Santa Barbara County, CA,12.6,"$69,212"
"Clackamas, OR", Clackamas County, OR,7.3,"$69,212"
"Woodbridge, VA", Prince William County, VA,6.4,"$69,212"
"Monmouth Junction, NJ", Middlesex County, NJ,12.7,"$69,212"
"Harrisburg, PA", Dauphin County, PA,13.2,"$69,212"
"Howell, NJ", Monmouth County, NJ,6.7,"$69,212"
"Owings Mills, MD", Baltimore County, MD,9.9,"$69,212"
"Ottawa, ON", Lake County, ON,36.5,"$69,212"
"Camp Hill, PA",,,,"$69,212"
"Spring, TX", Harris County, TX,16.5,"$69,212"
"Merrimac, MA", Essex County, MA,13.7,"$69,212"
"Nazareth, PA", Northampton County, PA,18.8,"$69,212"
"Midland, TX",Midland County, TX,10.1,"$69,212"
"Sylvania, GA", Screven County, GA,25.9,"$69,212"
"Smyrna, GA", Cobb County, GA,9.1,"$69,212"
"Evans, GA", Galveston County, GA,12.1,"$69,212"
"Senatobia, MS", Tate County, MS,17.6,"$69,212"
"Manchester, GA", Meriwether County, GA,24.4,"$69,212"
"Boiling Springs, SC", Spartanburg County, SC,13.6,"$69,212"
"Franklin, GA", Nassau County, GA,5.8,"$69,212"
"Lindenhurst, NY", Suffolk County, NY,7.3,"$69,212"
"Pocatello, ID", Bannock County, ID,13.8,"$69,212"
"Louisville, OH", Stark County, OH,14.4,"$69,212"
"Ramsey, NJ", Bergen County, NJ,6.8,"$69,212"
"Nashport, OH", Muskingum County, OH,16.6,"$69,212"
"Dinwiddie, VA",Dinwiddie County, VA,12.5,"$69,212"
"Stow, OH", Summit County, OH,6.2,"$69,212"
"Murfreesboro, TN", Rutherford County, TN,10.4,"$69,212"
"New Castle, PA", Lawrence County, PA,17.7,"$69,212"
"Courtland, AL", Blair County, AL,14.4,"$69,212"
"Jensen Beach, FL", Martin County, FL,13.6,"$69,212"
"Sanford, NC", Lee County, NC,24.8,"$69,212"
"Lathrup Village, MI", Oakland County, MI,8.2,"$69,212"
"Newtown, PA", Schuylkill County, PA,13.0,"$69,212"
"Gurnee, IL", Lake County, IL,36.5,"$69,212"
"Harborcreek, PA", Erie County, PA,15.3,"$69,212"
"Lexington, MS", Davidson County, MS,15.4,"$69,212"
"Fort Morgan, CO", Morgan County, CO,10.8,"$69,212"
"Fort Collins, CO", Larimer County, CO,10.5,"$69,212"
"Calabasas, CA", Los Angeles County, CA,14.2,"$69,212"
"Pueblo, CO",Pueblo County, CO,17.2,"$69,212"
"Claremont, CA", Los Angeles County, CA,14.2,"$69,212"
"Collins, MS", Essex County, MS,13.7,"$69,212"
"Fairburn, GA", Fulton County, GA,11.5,"$69,212"
"Powder Springs, GA", Cobb County, GA,9.1,"$69,212"
"Peoria, IL", Peoria County, IL,16.6,"$69,212"
"Mokena, IL", Will County, IL,6.4,"$69,212"
"Warren, AR", Bradley County, AR,14.7,"$69,212"
"Draper, UT",,,,"$69,212"
"Provo, UT", Utah County, UT,9.4,"$69,212"
"Highland, UT", Utah County, UT,9.4,"$69,212"
"Hernando, MS", DeSoto County, MS,9.0,"$69,212"
"Roland, AR", Pulaski County, AR,14.6,"$69,212"
"Hiram, GA", Paulding County, GA,10.3,"$69,212"
"Gaithersburg, MD", Montgomery County, MD,24.1,"$69,212"
"Lake City, FL", Columbia County, FL,7.6,"$69,212"
"Malcolm, NE", Lancaster County, NE,12.3,"$69,212"
"Norfolk, NE", Madison County, NE,10.1,"$69,212"
"Clarkson, NE", Colfax County, NE,19.8,"$69,212"
"Spokane Valley, WA", Spokane County, WA,13.0,"$69,212"
"Arvada, CO", Jefferson County, CO,8.1,"$69,212"
"Mckinleyville, CA", Humboldt County, CA,11.9,"$69,212"
"Mukilteo, WA", Snohomish County, WA,7.5,"$69,212"
"Coeur d'Alene, ID", Kootenai County, ID,10.3,"$69,212"
"Midlothian, VA", Chesterfield County, VA,7.6,"$69,212"
"Port Saint Lucie, FL", St. Lucie County, FL,12.1,"$69,212"
"Titusville, FL", Brevard County, FL,11.0,"$69,212"
"Lauderdale Lakes, FL", Broward County, FL,12.6,"$69,212"
"Conyers, GA", Rockdale County, GA,13.2,"$69,212"
"Tempe, AZ", Maricopa County, AZ,12.3,"$69,212"
"Spartanburg, SC", Spartanburg County, SC,13.6,"$69,212"
"Kinston, NC", Lenoir County, NC,22.1,"$69,212"
"Malden, MA", Middlesex County, MA,12.7,"$69,212"
"Springfield, MA", Hampden County, MA,16.7,"$69,212"
"Downingtown, PA", Chester County, PA,15.9,"$69,212"
"Surfside Beach, SC", Brazoria County, SC,10.1,"$69,212"
"Venice, FL", Sarasota County, FL,10.3,"$69,212"
"Logandale, NV", Clark County, NV,11.9,"$69,212"
"Hauula, HI", Honolulu County, HI,7.7,"$69,212"
"San Clemente, CA", Orange County, CA,9.4,"$69,212"
"Rosenberg, TX", Fort Bend County, TX,7.9,"$69,212"
"Covington, LA",Covington County, LA,26.5,"$69,212"
"Springfield, PA", Bucks County, PA,5.7,"$69,212"
"Landisville, PA", Lancaster County, PA,12.3,"$69,212"
"Severn, MD", Anne Arundel County, MD,7.0,"$69,212"
"Shoreview, MN", Ramsey County, MN,12.3,"$69,212"
"South Holland, IL", Cook County, IL,9.6,"$69,212"
"Marysville, OH", Union County, OH,19.8,"$69,212"
"Plymouth, MN", Hennepin County, MN,10.3,"$69,212"
"Oakdale, MN", Washington County, MN,4.5,"$69,212"
"Tifton, GA", Tift County, GA,19.6,"$69,212"
"Norseland, MN", Nicollet County, MN,8.7,"$69,212"
"Gautier, MS", Jackson County, MS,12.0,"$69,212"
"Broken Arrow, OK", Tulsa County, OK,14.1,"$69,212"
"Sugar Land, TX", Fort Bend County, TX,7.9,"$69,212"
"North Richland Hills, TX", Tarrant County, TX,12.1,"$69,212"
"Lantana, TX", Denton County, TX,7.3,"$69,212"
"Ennis, TX", Ellis County, TX,8.8,"$69,212"
"Anna, TX", Collin County, TX,6.4,"$69,212"
"Napa, CA", Napa County, CA,8.8,"$69,212"
"Milwaukee, WI",,,,"$69,212"
"Waianae, HI", Honolulu County, HI,7.7,"$69,212"
"Millington, TN", Shelby County, TN,20.6,"$69,212"
"Renton, WA", King County, WA,9.2,"$69,212"
"Jackson, TN", Madison County, TN,10.1,"$69,212"
"Capitol Heights, MD", Prince George's County, MD,8.3,"$69,212"
"Dalton, GA", Whitfield County, GA,14.2,"$69,212"
"Carrollton, GA", Carroll County, GA,15.7,"$69,212"
"Riverdale, GA", Clayton County, GA,9.4,"$69,212"
"Eden, NC", Rockingham County, NC,8.7,"$69,212"
"Ho Ho Kus, NJ", Bergen County, NJ,6.8,"$69,212"
"Jacksonville, NC", Onslow County, NC,15.1,"$69,212"
"Asheville, NC", Buncombe County, NC,11.5,"$69,212"
"Clemmons, NC", Forsyth County, NC,16.4,"$69,212"
"Brevard, NC", Transylvania County, NC,12.8,"$69,212"
"Cleveland, TN", Bradley County, TN,14.7,"$69,212"
"Lineville, AL", Clay County, AL,25.1,"$69,212"
"Lynden, WA", Whatcom County, WA,14.9,"$69,212"
"Neah Bay, WA", Clallam County, WA,13.3,"$69,212"
"Del Mar, CA", San Diego County, CA,11.5,"$69,212"
"Newport Coast, CA", Orange County, CA,9.4,"$69,212"
"Pasadena, CA", Los Angeles County, CA,14.2,"$69,212"
"Weddington, NC", Union County, NC,19.8,"$69,212"
"Melrose, MA", Middlesex County, MA,12.7,"$69,212"
"Sandy, UT",,,,"$69,212"
"Troy, OH", Miami County, OH,7.9,"$69,212"
"Crete, NE", Saline County, NE,12.4,"$69,212"
"Greenwood, IN", Johnson County, IN,10.3,"$69,212"
"Cordell, OK", Washita County, OK,17.8,"$69,212"
"Keizer, OR", Marion County, OR,16.6,"$69,212"
"Maple Heights, OH", Cuyahoga County, OH,17.9,"$69,212"
"Poway, CA", San Diego County, CA,11.5,"$69,212"
"Sudlersville, MD", Queen Anne's County, MD,6.5,"$69,212"
"Newton, KS", Harvey County, KS,10.4,"$69,212"
"Oakley, CA", Contra Costa County, CA,7.8,"$69,212"
"Springfield, OR", Lane County, OR,18.1,"$69,212"
"Camarillo, CA", Ventura County, CA,9.1,"$69,212"
"Silverton, OR", Marion County, OR,16.6,"$69,212"
"Norco, CA", Riverside County, CA,12.7,"$69,212"
"Redding, CA", Shasta County, CA,15.2,"$69,212"
"Friendswood, TX", Galveston County, TX,12.1,"$69,212"
"Evergreen, CO", Jefferson County, CO,8.1,"$69,212"
"Tarzana, CA", Los Angeles County, CA,14.2,"$69,212"
"Atwater, CA", Merced County, CA,21.2,"$69,212"
"Highlands Ranch, CO", Douglas County, CO,11.7,"$69,212"
"Fresno, TX", Fort Bend County, TX,7.9,"$69,212"
"Magnolia, MS", Harford County, MS,7.0,"$69,212"
"Mill Creek, WA", Snohomish County, WA,7.5,"$69,212"
"Angie, LA", Washington Parish, LA,24.6,"$69,212"
"Burtonsville, MD", Montgomery County, MD,24.1,"$69,212"
"Havertown, PA", Delaware County, PA,8.8,"$69,212"
"Fort White, FL", Columbia County, FL,7.6,"$69,212"
"Melbourne, FL", Brevard County, FL,11.0,"$69,212"
"Niceville, FL", Okaloosa County, FL,12.7,"$69,212"
"La Vergne, TN", Rutherford County, TN,10.4,"$69,212"
"Thomasville, GA", Thomas County, GA,15.0,"$69,212"
"Grayson, GA", Gwinnett County, GA,9.2,"$69,212"
"Boyds, MD", Montgomery County, MD,24.1,"$69,212"
"Duncanville, TX", Dallas County, TX,14.2,"$69,212"
"Brenham, TX", Washington County, TX,4.5,"$69,212"
"Odessa, TX", Ector County, TX,12.9,"$69,212"
"Encino, CA", Los Angeles County, CA,14.2,"$69,212"
"Corsicana, TX", Navarro County, TX,20.0,"$69,212"
"Smiths, AL", Miami County, AL,7.9,"$69,212"
"Athens, GA", Athens-Clarke County, GA,,"$69,212"
"Green Bay, WI", Brown County, WI,8.6,"$69,212"
"East Haven, CT", Gladwin County, CT,15.6,"$69,212"
"Kenosha, WI", Kenosha County, WI,12.0,"$69,212"
"Waukee, IA", Dallas County, IA,14.2,"$69,212"
"Iowa City, IA", Johnson County, IA,10.3,"$69,212"
"Reinbeck, IA", Grundy County, IA,21.2,"$69,212"
"San Rafael, CA", Marin County, CA,6.6,"$69,212"
"Many, LA", Sabine Parish, LA,23.1,"$69,212"
"Kirkland, WA", King County, WA,9.2,"$69,212"
"Greensburg, IN", Decatur County, IN,18.2,"$69,212"
"Hopewell, VA",,,,"$69,212"
"Louisville, TN", Blount County, TN,9.9,"$69,212"
"Harrisburg, NC", Cabarrus County, NC,9.0,"$69,212"
"McCormick, SC",McCormick County, SC,18.6,"$69,212"
"Columbia, IL", Richland County, IL,14.3,"$69,212"
"Danville, IL", Vermilion County, IL,19.3,"$69,212"
"Ypsilanti, MI", Washtenaw County, MI,15.0,"$69,212"
"Belleville, IL",,,,"$69,212"
"Salina, KS", Saline County, KS,12.4,"$69,212"
"Cecilia, LA", St. Martin Parish, LA,19.3,"$69,212"
"Kerens, TX", Navarro County, TX,20.0,"$69,212"
"Smackover, AR", Union County, AR,19.8,"$69,212"
"Cape Coral, FL", Lee County, FL,24.8,"$69,212"
"Fairfield, OH",Fairfield County, OH,23.7,"$69,212"
"Central, SC", Pickens County, SC,16.6,"$69,212"
"Clemson, SC", Pickens County, SC,16.6,"$69,212"
"Winston-salem, NC", Forsyth County, NC,16.4,"$69,212"
"Normal, IL", McLean County, IL,9.2,"$69,212"
"Hempstead, TX", Waller County, TX,15.9,"$69,212"
"Bixby, OK", Tulsa County, OK,14.1,"$69,212"
"Justin, TX", Denton County, TX,7.3,"$69,212"
"Belleair Bluffs, FL", Pinellas County, FL,11.7,"$69,212"
"Midwest City, OK", Oklahoma County, OK,16.9,"$69,212"
"Azle, TX", Tarrant County, TX,12.1,"$69,212"
"Rockdale, TX", Milam County, TX,15.6,"$69,212"
"Edmond, OK", Oklahoma County, OK,16.9,"$69,212"
"Chardon, OH", Geauga County, OH,5.7,"$69,212"
"Port Saint Joe, FL", Gulf County, FL,20.3,"$69,212"
"Deltona, FL", Volusia County, FL,13.2,"$69,212"
"Bainbridge, GA", Decatur County, GA,18.2,"$69,212"
"Mount Holly, NJ", Burlington County, NJ,6.2,"$69,212"
"Fort Payne, AL", DeKalb County, AL,17.4,"$69,212"
"Wallingford, CT", Cumberland County, CT,15.7,"$69,212"
"Poughkeepsie, NY", Dutchess County, NY,9.2,"$69,212"
"Londonderry, NH", Rockingham County, NH,8.7,"$69,212"
"Wayne, NJ", Passaic County, NJ,13.6,"$69,212"
"Sun Prairie, WI", Dane County, WI,10.8,"$69,212"
"Wayland, MA", Middlesex County, MA,12.7,"$69,212"
"Miami Shores, FL", Miami-Dade County, FL,16.0,"$69,212"
"Harlem, NY", New York County, NY,15.6,"$69,212"
"Sulphur, LA", Murray County, LA,14.9,"$69,212"
"Mcgregor, TX", McLennan County, TX,18.9,"$69,212"
"Mart, TX", McLennan County, TX,18.9,"$69,212"
"Belton, TX", Bell County, TX,13.0,"$69,212"
"New Caney, TX", Montgomery County, TX,24.1,"$69,212"
"Surprise, AZ", Maricopa County, AZ,12.3,"$69,212"
"Converse, TX", Bexar County, TX,17.2,"$69,212"
"Booneville, AR", Logan County, AR,24.6,"$69,212"
"Kenansville, NC", Duplin County, NC,20.4,"$69,212"
"Lansdowne, PA", Delaware County, PA,8.8,"$69,212"
"Elizabeth, NJ", Union County, NJ,19.8,"$69,212"
"Ponte Vedra Beach, FL", St. Johns County, FL,6.6,"$69,212"
"Erie, PA", Erie County, PA,15.3,"$69,212"
"Elizabeth City, NC", Pasquotank County, NC,18.2,"$69,212"
"Mocksville, NC", Davie County, NC,10.8,"$69,212"
"Roanoke, AL", Randolph County, AL,19.4,"$69,212"
"Columbia, TN", Maury County, TN,10.8,"$69,212"
"Fort Mill, SC", York County, SC,5.5,"$69,212"
"Croton, OH", Licking County, OH,9.1,"$69,212"
