Geographic Location,county,state,poverty_pct,med_income
"Hooker, OK", Texas County, OK,12.7,"$69,212"
"Minco, OK",,,,"$69,212"
"Calgary, AB", San Augustine County, AB,22.2,"$69,212"
"Peculiar, MO", Cass County, MO,20.4,"$69,212"
"Beloit, KS", Mitchell County, KS,21.4,"$69,212"
"Gas City, IN", Grant County, IN,14.0,"$69,212"
"North Plainfield, NJ", Somerset County, NJ,12.0,"$69,212"
"Downers Grove, IL", DuPage County, IL,6.6,"$69,212"
"Harrah, OK", Oklahoma County, OK,16.9,"$69,212"
"Manassas, VA",,,,"$69,212"
"Huger, SC", Berkeley County, SC,11.5,"$69,212"
"Salem, VA",,,,"$69,212"
"Forest, VA", Bexar County, VA,17.2,"$69,212"
"Charlotte Court House, VA", Charlotte County, VA,19.3,"$69,212"
"Longport, NJ", Atlantic County, NJ,12.8,"$69,212"
"Frankfort, KY", Franklin County, KY,13.4,"$69,212"
"Princeton, KY", Caldwell County, KY,14.1,"$69,212"
"West End, NC", Moore County, NC,12.2,"$69,212"
"Ashland, AL", Clay County, AL,25.1,"$69,212"
"Largo, MD", Prince George's County, MD,8.3,"$69,212"
"Jonesville, SC", Carbon County, SC,13.4,"$69,212"
"Wickliffe, OH", Lake County, OH,36.5,"$69,212"
"Berea, OH", Cuyahoga County, OH,17.9,"$69,212"
"Danville, VA",,,,"$69,212"
"Lantana, FL", Palm Beach County, FL,12.2,"$69,212"
"Bergenfield, NJ", Bergen County, NJ,6.8,"$69,212"
"Spring Grove, PA",,,,"$69,212"
"Columbus, NJ", Burlington County, NJ,6.2,"$69,212"
"Clewiston, FL", Hendry County, FL,24.0,"$69,212"
"Portland, TN", Sumner County, TN,8.9,"$69,212"
"Hallsville, TX", Harrison County, TX,16.7,"$69,212"
"Hudson, WI", Saint Croix County, WI,,"$69,212"
"Monkton, MD", Baltimore County, MD,9.9,"$69,212"
"Morristown, TN", Hamblen County, TN,17.1,"$69,212"
"Grove City, OH", Franklin County, OH,13.4,"$69,212"
"Graham, NC", Alamance County, NC,13.5,"$69,212"
"Loves Park, IL", Winnebago County, IL,10.4,"$69,212"
"Exton, PA", Chester County, PA,15.9,"$69,212"
"Sudbury, MA", Middlesex County, MA,12.7,"$69,212"
"Cape Vincent, NY", Jefferson County, NY,8.1,"$69,212"
"Twinsburg, OH", Summit County, OH,6.2,"$69,212"
"Simpsonville, SC", Greenville County, SC,11.1,"$69,212"
"Escondido, CA", San Diego County, CA,11.5,"$69,212"
"Fountain Hills, AZ", Maricopa County, AZ,12.3,"$69,212"
"Zebulon, NC", Wake County, NC,8.4,"$69,212"
"Terre Haute, IN", Vigo County, IN,19.2,"$69,212"
"Bonaire, GA", Houston County, GA,26.1,"$69,212"
"Hixson, TN", Hamilton County, TN,14.7,"$69,212"
"Port Jefferson, NY", Suffolk County, NY,7.3,"$69,212"
"Rexburg, ID", Madison County, ID,10.1,"$69,212"
"Albert Lea, MN", Freeborn County, MN,9.9,"$69,212"
"Mill Valley, CA", Marin County, CA,6.6,"$69,212"
"Perris, CA", Riverside County, CA,12.7,"$69,212"
"Sparks, NV", Washoe County, NV,10.4,"$69,212"
"Fernley, NV",,,,"$69,212"
"Hillsboro, OR", Washington County, OR,4.5,"$69,212"
"Carson City, NV",,,,"$69,212"
"Bamberg, SC",Bamberg County, SC,26.7,"$69,212"
"Ahoskie, NC", Hertford County, NC,23.2,"$69,212"
"Blakely, GA", Early County, GA,26.5,"$69,212"
"Hephzibah, GA", Richmond County, GA,15.9,"$69,212"
"Minneola, FL", Lake County, FL,36.5,"$69,212"
"Clinton, SC", Laurens County, SC,19.7,"$69,212"
"Red Bank, SC", Lexington County, SC,12.5,"$69,212"
"Aurora, MO", Lawrence County, MO,17.7,"$69,212"
"Roanoke, LA",,,,"$69,212"
"Madison, GA",Madison County, GA,10.1,"$69,212"
"Dublin, GA", Laurens County, GA,19.7,"$69,212"
"Elberton, GA", Elbert County, GA,18.5,"$69,212"
"Troy, MI", Oakland County, MI,8.2,"$69,212"
"Brook Park, OH", Cuyahoga County, OH,17.9,"$69,212"
"Pierrefonds, PQ",,,,"$69,212"
"Bridgeville, DE", Sussex County, DE,22.9,"$69,212"
"Sheridan, AR",,,,"$69,212"
"Oak Hill, FL", Volusia County, FL,13.2,"$69,212"
"Derby, KS", Sedgwick County, KS,13.4,"$69,212"
"Independence, MO", Jackson County, MO,12.0,"$69,212"
"Goddard, KS", Sedgwick County, KS,13.4,"$69,212"
"Prairie Village, KS", Johnson County, KS,10.3,"$69,212"
"Moore, SC", Spartanburg County, SC,13.6,"$69,212"
"Steamboat Springs, CO", Routt County, CO,7.0,"$69,212"
"Twin Falls, ID", Twin Falls County, ID,13.6,"$69,212"
"Scotlandville, LA", East Baton Rouge Parish, LA,16.7,"$69,212"
"Pinckney, MI", Livingston County, MI,12.5,"$69,212"
"Hillcrest Hgts, MD", Prince George's County, MD,8.3,"$69,212"
"Reisterstown, MD", Baltimore County, MD,9.9,"$69,212"
"Glenarden, MD", Prince George's County, MD,8.3,"$69,212"
"Hampstead, NC", Pender County, NC,15.1,"$69,212"
"New Lenox, IL", Will County, IL,6.4,"$69,212"
"Palmyra, NJ", Burlington County, NJ,6.2,"$69,212"
"Iola, WI", Waupaca County, WI,10.4,"$69,212"
"Menomonie, WI", Dunn County, WI,12.5,"$69,212"
"Pella, IA", Marion County, IA,16.6,"$69,212"
"Sycamore, IL", DeKalb County, IL,17.4,"$69,212"
"Crystal Lake, IL", McHenry County, IL,11.9,"$69,212"
"Redford, MI", Wayne County, MI,20.9,"$69,212"
"Palo, IA",,,,"$69,212"
"Chariton, IA", Lucas County, IA,18.7,"$69,212"
"Beverly Hills, MI", Oakland County, MI,8.2,"$69,212"
"Shellsburg, IA",,,,"$69,212"
"Ottosen, IA", Humboldt County, IA,11.9,"$69,212"
"New Brunswick, NJ", Middlesex County, NJ,12.7,"$69,212"
"Kendall Park, NJ", Middlesex County, NJ,12.7,"$69,212"
"Bishop, GA", Collin County, GA,6.4,"$69,212"
"East Lake, FL", Pinellas County, FL,11.7,"$69,212"
"Murray, KY", Calloway County, KY,21.3,"$69,212"
"LaGrange, NY", Orange County, NY,9.4,"$69,212"
"Sapulpa, OK", Creek County, OK,14.0,"$69,212"
"Burr Ridge, IL", DuPage County, IL,6.6,"$69,212"
"Jemison, AL", Mercer County, AL,22.7,"$69,212"
"Iola, TX", Grimes County, TX,17.5,"$69,212"
"Harker Heights, TX", Bell County, TX,13.0,"$69,212"
"Kaufman, TX",Kaufman County, TX,11.5,"$69,212"
"Fulshear, TX", Fort Bend County, TX,7.9,"$69,212"
"Kaumana, HI", Hawaiʻi County, HI,,"$69,212"
"Inverness, IL", Cook County, IL,9.6,"$69,212"
"Maple Grove, MN", Hennepin County, MN,10.3,"$69,212"
"Larkspur, CA", Marin County, CA,6.6,"$69,212"
"Caledon, ON", Allen County, ON,14.4,"$69,212"
"Alpine, CA",Alpine County, CA,17.3,"$69,212"
"Broomfield, CO", City and County of Broomfield, CO,,"$69,212"
"Howard, KS", Elk County, KS,9.2,"$69,212"
"Burlington, WI",,,,"$69,212"
"Amherst, WI", Portage County, WI,11.3,"$69,212"
"Long Grove, IL", Lake County, IL,36.5,"$69,212"
"Hazel Crest, IL", Cook County, IL,9.6,"$69,212"
"Stoughton, WI", Dane County, WI,10.8,"$69,212"
"Amherst Junction, WI", Portage County, WI,11.3,"$69,212"
"Urbandale, IA", Polk County, IA,9.6,"$69,212"
"Saint Charles, MO",Saint Charles County, MO,,"$69,212"
"Hannibal, MO", Marion County, MO,16.6,"$69,212"
"Streetsboro, OH", Portage County, OH,11.3,"$69,212"
"Painesville, OH", Lake County, OH,36.5,"$69,212"
"Chester Springs, PA", Chester County, PA,15.9,"$69,212"
"Waipahu, HI", Honolulu County, HI,7.7,"$69,212"
"Woodland Hills, CA", Los Angeles County, CA,14.2,"$69,212"
"Taylorsville, UT",,,,"$69,212"
"Carol City, FL", Miami-Dade County, FL,16.0,"$69,212"
"Hialeah Gardens, FL", Miami-Dade County, FL,16.0,"$69,212"
"Dania, FL", Broward County, FL,12.6,"$69,212"
"Layton, UT", Davis County, UT,5.7,"$69,212"
"Hahira, GA", Lowndes County, GA,23.1,"$69,212"
"Nixa, MO", Christian County, MO,8.6,"$69,212"
"Shepherd, TX", San Jacinto County, TX,17.5,"$69,212"
"Star City, AR",,,,"$69,212"
"Grinnell, IA", Poweshiek County, IA,10.6,"$69,212"
"Savage, MN", Scott County, MN,18.5,"$69,212"
"Prairie Grove, AR", Washington County, AR,4.5,"$69,212"
"Churdan, IA", Greene County, IA,8.1,"$69,212"
"Fort Atkinson, IA", Winneshiek County, IA,9.8,"$69,212"
"Orland Park, IL", Cook County, IL,9.6,"$69,212"
"Jefferson, IA",Jefferson County, IA,8.1,"$69,212"
"Glencoe, AL", Etowah County, AL,17.5,"$69,212"
"Leeds, AL", Franklin County, AL,13.4,"$69,212"
"Dade City, FL", Pasco County, FL,12.6,"$69,212"
"Jackson Springs, NC", Moore County, NC,12.2,"$69,212"
"Cameron, SC", Northumberland County, SC,14.8,"$69,212"
"Carville, LA", Queen Anne's County, LA,6.5,"$69,212"
"Bay Minette, AL", Baldwin County, AL,23.8,"$69,212"
"Springhill, LA", Webster Parish, LA,26.0,"$69,212"
"Grandview, TX", Johnson County, TX,10.3,"$69,212"
"Los Banos, CA", Merced County, CA,21.2,"$69,212"
"Daingerfield, TX", Morris County, TX,20.2,"$69,212"
"Kountze, TX", Hardin County, TX,12.4,"$69,212"
"Ackerman, MS", Choctaw County, MS,23.0,"$69,212"
"McCool, MS", Attala County, MS,23.7,"$69,212"
"Philadelphia, MS", Neshoba County, MS,26.9,"$69,212"
"Belle Harbor, NY", Queens County, NY,11.6,"$69,212"
"Westborough, MA", Worcester County, MA,9.0,"$69,212"
"Manchester, MA", Essex County, MA,13.7,"$69,212"
"Cohoes, NY", Albany County, NY,20.4,"$69,212"
"Medfield, MA", Norfolk County, MA,6.5,"$69,212"
"Endwell, NY", Broome County, NY,17.3,"$69,212"
"Trenton, FL", Gilchrist County, FL,16.8,"$69,212"
"Johnson City, NY", Broome County, NY,17.3,"$69,212"
"Fort Lee, NJ", Bergen County, NJ,6.8,"$69,212"
"Taylor, MS", Williamson County, MS,6.4,"$69,212"
"Sayreville, NJ", Middlesex County, NJ,12.7,"$69,212"
"Sevierville, TN", Sevier County, TN,12.0,"$69,212"
"Frankston, TX", Anderson County, TX,19.8,"$69,212"
"Mineola, TX", Wood County, TX,10.1,"$69,212"
"Lyman, SC", Spartanburg County, SC,13.6,"$69,212"
"Lodi, NJ", Bergen County, NJ,6.8,"$69,212"
"Surrey, BC", Ward County, BC,13.9,"$69,212"
"Webb City, MO", Jasper County, MO,19.2,"$69,212"
"Kearney, MO",Kearney County, MO,9.2,"$69,212"
"Leland, MS", Brunswick County, MS,22.5,"$69,212"
"Byron, GA", Peach County, GA,24.0,"$69,212"
"Bowman, GA", Elbert County, GA,18.5,"$69,212"
"Lake Stevens, WA", Snohomish County, WA,7.5,"$69,212"
"Cocoa, FL", Brevard County, FL,11.0,"$69,212"
"Farmington, MI", Oakland County, MI,8.2,"$69,212"
"Washougal, WA", Clark County, WA,11.9,"$69,212"
"Jackson, NE", Dakota County, NE,12.4,"$69,212"
"Sioux Falls, SD", Minnehaha County, SD,9.6,"$69,212"
"Burwell, NE", Garfield County, NE,13.8,"$69,212"
"Prospect Park, NJ", Passaic County, NJ,13.6,"$69,212"
"Kaukauna, WI", Outagamie County, WI,7.2,"$69,212"
"Victoria, MN", Carver County, MN,3.8,"$69,212"
"Monticello, MN", Wright County, MN,23.9,"$69,212"
"Sioux Center, IA", Sioux County, IA,32.9,"$69,212"
"Lakeville, MN", Dakota County, MN,12.4,"$69,212"
"Petersburg, TN", Lincoln County, TN,7.9,"$69,212"
"Lebanon, MO", Laclede County, MO,15.4,"$69,212"
"Lake Zurich, IL", Lake County, IL,36.5,"$69,212"
"Ona, WV", Cabell County, WV,19.3,"$69,212"
"Harrison, ME", Cumberland County, ME,15.7,"$69,212"
"Steelton, PA", Dauphin County, PA,13.2,"$69,212"
"Middleburg Heights, OH", Cuyahoga County, OH,17.9,"$69,212"
"Williamsport, PA", Lycoming County, PA,13.0,"$69,212"
"Pickens, SC",Pickens County, SC,16.6,"$69,212"
"BROADLANDS, VA", Loudoun County, VA,3.6,"$69,212"
"Northvale, NJ", Bergen County, NJ,6.8,"$69,212"
"Wyandanch, NY", Suffolk County, NY,7.3,"$69,212"
"East Meadow, NY", Nassau County, NY,5.8,"$69,212"
"South Boston, MA", Suffolk County, MA,7.3,"$69,212"
"Colonia, NJ", Union County, NJ,19.8,"$69,212"
"McCordsville, IN", Hancock County, IN,13.2,"$69,212"
"Wheatfield, NY", Niagara County, NY,13.0,"$69,212"
"Larksville, PA", Luzerne County, PA,14.3,"$69,212"
"Dartmouth, NS",,,,"$69,212"
"River Vale, NJ", Bergen County, NJ,6.8,"$69,212"
"Brick, NJ", Ocean County, NJ,9.7,"$69,212"
"Roselle, NJ", Union County, NJ,19.8,"$69,212"
"Pickering, ON", Vernon Parish, ON,17.5,"$69,212"
"Locust Grove, GA", Henry County, GA,20.0,"$69,212"
"Farmington, UT",,,,"$69,212"
"Manti, UT",,,,"$69,212"
"Warrenton, VA", Fauquier County, VA,6.1,"$69,212"
"Conway, AR",Conway County, AR,17.9,"$69,212"
"Gurdon, AR", Clark County, AR,11.9,"$69,212"
"Belmond, IA", Wright County, IA,23.9,"$69,212"
"Kodak, TN", Sevier County, TN,12.0,"$69,212"
"Florham Park, NJ", Morris County, NJ,20.2,"$69,212"
"Wyckoff, NJ", Bergen County, NJ,6.8,"$69,212"
"New Hope, PA", Madison County, PA,10.1,"$69,212"
"Tewksbury, MA", Middlesex County, MA,12.7,"$69,212"
"Yarmouth Port, MA", Barnstable County, MA,8.0,"$69,212"
"Glenview, IL", Cook County, IL,9.6,"$69,212"
"Whitefish Bay, WI",,,,"$69,212"
"Ironton, OH", Lawrence County, OH,17.7,"$69,212"
"North Oaks, MN", Ramsey County, MN,12.3,"$69,212"
"Volo, IL", Lake County, IL,36.5,"$69,212"
"Brookwood, AL", Tuscaloosa County, AL,16.8,"$69,212"
"Tega Cay, SC", York County, SC,5.5,"$69,212"
"Hagerstown, MD", Washington County, MD,4.5,"$69,212"
"Avenel, NJ", Middlesex County, NJ,12.7,"$69,212"
"Elkridge, MD", Howard County, MD,20.6,"$69,212"
"Washington Township, NJ", Bergen County, NJ,6.8,"$69,212"
"Germantown, WI", Richland County, WI,14.3,"$69,212"
"Yuba City, CA", Sutter County, CA,13.5,"$69,212"
"Andover, MN", Anoka County, MN,5.6,"$69,212"
"Arlington, VA", Arlington County, VA,6.3,"$69,212"
"Spring Mills, PA", Centre County, PA,18.1,"$69,212"
"Antelope, CA", Sacramento County, CA,14.3,"$69,212"
"Blytheville, AR", Mississippi County, AR,26.8,"$69,212"
"Immokalee, FL", Collier County, FL,10.6,"$69,212"
"Scottdale, GA", DeKalb County, GA,17.4,"$69,212"
"Purcellville, VA", Loudoun County, VA,3.6,"$69,212"
"Valley, AL", Jefferson County, AL,8.1,"$69,212"
"Planada, CA", Merced County, CA,21.2,"$69,212"
"Gig Harbor, WA", Pierce County, WA,8.5,"$69,212"
"Westville, NJ", Gloucester County, NJ,9.1,"$69,212"
"Sallisaw, OK", Sequoyah County, OK,18.8,"$69,212"
"Nanakuli, HI", Honolulu County, HI,7.7,"$69,212"
"Abingdon, VA", Washington County, VA,4.5,"$69,212"
"San Marino, CA", Los Angeles County, CA,14.2,"$69,212"
"South Euclid, OH", Cuyahoga County, OH,17.9,"$69,212"
"Seat Pleasant, MD", Prince George's County, MD,8.3,"$69,212"
"Piedmont, CA", Alameda County, CA,9.0,"$69,212"
"Allentown, GA",,,,"$69,212"
"Harrington, DE", Kent County, DE,13.3,"$69,212"
"Angier, NC", Harnett County, NC,14.4,"$69,212"
"Bourbonnais, IL", Kankakee County, IL,16.2,"$69,212"
"Rogersville, AL", Lauderdale County, AL,24.9,"$69,212"
"Joplin, MO", Jasper County, MO,19.2,"$69,212"
"Sonora, CA", Tuolumne County, CA,12.5,"$69,212"
"Emmett, ID", Gem County, ID,13.4,"$69,212"
"Sylva, NC", Jackson County, NC,12.0,"$69,212"
"Nuremberg, PA", Schuylkill County, PA,13.0,"$69,212"
"Gunnison, UT", Sanpete County, UT,14.8,"$69,212"
"Sagamore Hills, OH", Summit County, OH,6.2,"$69,212"
"Columbia Station, OH", Lorain County, OH,14.2,"$69,212"
"Ashville, OH", Pickaway County, OH,12.1,"$69,212"
"Galloway, OH", Franklin County, OH,13.4,"$69,212"
"Pomfret, MD", Charles County, MD,6.6,"$69,212"
"Ruskin, FL", Hillsborough County, FL,7.4,"$69,212"
"Hubbard, OH", Trumbull County, OH,17.6,"$69,212"
"Woodhaven, MI", Wayne County, MI,20.9,"$69,212"
"Ormond Beach, FL", Volusia County, FL,13.2,"$69,212"
"Madison, CT", Tulsa County, CT,14.1,"$69,212"
"Granada Hills, CA", Los Angeles County, CA,14.2,"$69,212"
"Tinley Park, IL", Cook County, IL,9.6,"$69,212"
"Hyrum, UT", Cache County, UT,12.9,"$69,212"
"Mantua, UT", Box Elder County, UT,7.3,"$69,212"
"Stansbury Park, UT",,,,"$69,212"
"Hudson, FL", Pasco County, FL,12.6,"$69,212"
"West, TX", McLennan County, TX,18.9,"$69,212"
"Santa Margarita, CA", San Luis Obispo County, CA,12.7,"$69,212"
"Winnsboro, LA", Wood County, LA,10.1,"$69,212"
"Palm Harbor, FL", Pinellas County, FL,11.7,"$69,212"
"Russellville, KY", Logan County, KY,24.6,"$69,212"
"Vinton, VA", Roanoke County, VA,6.7,"$69,212"
"Williamsburg, OH", Clermont County, OH,8.2,"$69,212"
"North Salt Lake, UT",,,,"$69,212"
"Solana Beach, CA", San Diego County, CA,11.5,"$69,212"
"Washington, GA",Washington County, GA,4.5,"$69,212"
"Seymour, TN", Sevier County, TN,12.0,"$69,212"
"Burnet, TX",Burnet County, TX,11.0,"$69,212"
"Banks, AL", Lincoln County, AL,7.9,"$69,212"
"Munford, TN", Tipton County, TN,12.0,"$69,212"
"Milwaukie, OR", Clackamas County, OR,7.3,"$69,212"
"Wesson, MS", Copiah County, MS,26.5,"$69,212"
"Sardis, MS", Panola County, MS,15.7,"$69,212"
"Pulaski, TN", Giles County, TN,12.4,"$69,212"
"Peckville, PA", Lackawanna County, PA,14.2,"$69,212"
"Western Springs, IL", Cook County, IL,9.6,"$69,212"
"Orange, NJ", Essex County, NJ,13.7,"$69,212"
"Media, PA", Delaware County, PA,8.8,"$69,212"
"Montvale, NJ", Bergen County, NJ,6.8,"$69,212"
"Tenafly, NJ", Bergen County, NJ,6.8,"$69,212"
"Albany, NY", Albany County, NY,20.4,"$69,212"
"College Park, MD", Prince George's County, MD,8.3,"$69,212"
"Greeley, CO",Greeley County, CO,12.8,"$69,212"
"Belding, MI", Ionia County, MI,9.9,"$69,212"
"Georgetown, KY", Scott County, KY,18.5,"$69,212"
"Okemos, MI", Ingham County, MI,18.1,"$69,212"
"Shadyside, OH", Belmont County, OH,13.0,"$69,212"
"Lake Mary, FL", Seminole County, FL,18.6,"$69,212"
"Fond Du Lac, WI",Fond du Lac County, WI,9.5,"$69,212"
"Lower Burrell, PA", Westmoreland County, PA,16.4,"$69,212"
"Suffield, CT", Mecklenburg County, CT,18.7,"$69,212"
"Brandywine, MD", Prince George's County, MD,8.3,"$69,212"
"Malvern, PA", Geneva County, PA,21.3,"$69,212"
"Kittanning, PA", Armstrong County, PA,10.7,"$69,212"
"Warrington, PA", Bucks County, PA,5.7,"$69,212"
"Larose, LA", Lafourche Parish, LA,16.6,"$69,212"
"Bon Wier, TX", Newton County, TX,22.3,"$69,212"
"Elon, NC", Alamance County, NC,13.5,"$69,212"
"Highland, MI", Osceola County, MI,17.6,"$69,212"
"Lorena, TX", McLennan County, TX,18.9,"$69,212"
"Penfield, NY", Monroe County, NY,13.2,"$69,212"
"Lake Bluff, IL", Lake County, IL,36.5,"$69,212"
"Cooper City, FL", Broward County, FL,12.6,"$69,212"
"Newark, OH", Licking County, OH,9.1,"$69,212"
"Goose Creek, SC", Berkeley County, SC,11.5,"$69,212"
"Mount Vernon, WA", Skagit County, WA,9.7,"$69,212"
"Elba, AL", Mercer County, AL,22.7,"$69,212"
"Mc Connelsville, OH",,,,"$69,212"
"Kahoka, MO", Clark County, MO,11.9,"$69,212"
"Sebastian, FL", Indian River County, FL,10.7,"$69,212"
"Skipperville, AL", Dale County, AL,16.2,"$69,212"
"Wills Point, TX", Van Zandt County, TX,15.6,"$69,212"
"Oak Creek, WI",,,,"$69,212"
"Two Rivers, WI", Manitowoc County, WI,10.4,"$69,212"
"North Little Rock, AR", Pulaski County, AR,14.6,"$69,212"
"Grimsby, ON", Cook County, ON,9.6,"$69,212"
"Millstone, NJ", Somerset County, NJ,12.0,"$69,212"
"Chateauguay, PQ",,,,"$69,212"
"Southborough, MA", Worcester County, MA,9.0,"$69,212"
"Paso Robles, CA", San Luis Obispo County, CA,12.7,"$69,212"
"Siloam Springs, AR", Benton County, AR,9.8,"$69,212"
"Nokomis, FL", Sarasota County, FL,10.3,"$69,212"
"Hamburg, NY", Erie County, NY,15.3,"$69,212"
"Pridgen, GA", Coffee County, GA,15.9,"$69,212"
"Rayville, MO", Ray County, MO,9.9,"$69,212"
"Tipp City, OH", Miami County, OH,7.9,"$69,212"
"Cleveland Heights, OH", Cuyahoga County, OH,17.9,"$69,212"
"Willingboro, NJ", Burlington County, NJ,6.2,"$69,212"
"Port Allen, LA", West Baton Rouge Parish, LA,12.8,"$69,212"
"Troutville, VA", Botetourt County, VA,7.4,"$69,212"
"Williamstown, MA", Berkshire County, MA,11.3,"$69,212"
"Sebring, FL", Highlands County, FL,20.8,"$69,212"
"Orange Beach, AL", Baldwin County, AL,23.8,"$69,212"
"Floral Park, NY", Nassau County, NY,5.8,"$69,212"
"Midland City, AL", Dale County, AL,16.2,"$69,212"
"Johnson, KS",Johnson County, KS,10.3,"$69,212"
"Columbus, TX", Colorado County, TX,13.7,"$69,212"
"Alma, GA", Bacon County, GA,22.8,"$69,212"
"Broken Bow, OK", McCurtain County, OK,21.1,"$69,212"
"Hamilton, MO",Hamilton County, MO,14.7,"$69,212"
"Grand Island, NE", Hall County, NE,24.1,"$69,212"
"Prescott, AZ", Yavapai County, AZ,13.2,"$69,212"
"Natchitoches, LA", Natchitoches Parish, LA,32.8,"$69,212"
"Canton, TX", Van Zandt County, TX,15.6,"$69,212"
"Highland Park, TX", Dallas County, TX,14.2,"$69,212"
"Payson, UT", Utah County, UT,9.4,"$69,212"
"ROCHESTER, CA", San Bernardino County, CA,14.9,"$69,212"
"Mendon, UT", Cache County, UT,12.9,"$69,212"
"Lorton, VA", Fairfax County, VA,6.1,"$69,212"
"Gilbert, IA", Story County, IA,18.9,"$69,212"
"Monticello, IA", Jones County, IA,22.0,"$69,212"
"Ashland, VA", Hanover County, VA,5.2,"$69,212"
"Manasquan, NJ", Monmouth County, NJ,6.7,"$69,212"
"Altavista, VA", Campbell County, VA,9.2,"$69,212"
"Hamilton, GA", Harris County, GA,16.5,"$69,212"
"Nyack, NY", Rockland County, NY,13.9,"$69,212"
"Mount Pleasant, NC", Cabarrus County, NC,9.0,"$69,212"
"Wilton, CT", Collier County, CT,10.6,"$69,212"
"Seymour, WI", Outagamie County, WI,7.2,"$69,212"
"Richfield, WI", Washington County, WI,4.5,"$69,212"
"Brown Deer, WI",,,,"$69,212"
"Guttenberg, IA", Clayton County, IA,9.4,"$69,212"
"Golf, IL", Macon County, IL,18.1,"$69,212"
"Eunice, LA", St. Landry Parish, LA,32.7,"$69,212"
"Burkeville, TX", Newton County, TX,22.3,"$69,212"
"Tylertown, MS", Walthall County, MS,23.4,"$69,212"
"Marksville, LA", Avoyelles Parish, LA,27.4,"$69,212"
"Hartwell, GA", Hart County, GA,22.2,"$69,212"
"Sulphur Springs, TX", Hopkins County, TX,14.6,"$69,212"
"Brockwell, AR", Izard County, AR,18.7,"$69,212"
"Gordon, GA", Suffolk County, GA,7.3,"$69,212"
"Inverness, FL", Citrus County, FL,15.2,"$69,212"
"Livermore, CA", Alameda County, CA,9.0,"$69,212"
"Prior Lake, MN", Scott County, MN,18.5,"$69,212"
"Crescent, OK",Creek County, OK,14.0,"$69,212"
"Spiro, OK", Le Flore County, OK,22.6,"$69,212"
"Lavonia, GA", Franklin County, GA,13.4,"$69,212"
"Lincoln, AL", Lancaster County, AL,12.3,"$69,212"
"Hardy, AR",Hardy County, AR,12.9,"$69,212"
"Blanchard, OK",,,,"$69,212"
"Haynesville, LA", Claiborne Parish, LA,32.7,"$69,212"
"Corning, AR", Clay County, AR,25.1,"$69,212"
"Junction City, AR", Union County, AR,19.8,"$69,212"
"Montgomery, NY", Orange County, NY,9.4,"$69,212"
"Hatboro, PA", Montgomery County, PA,24.1,"$69,212"
"Fort Atkinson, WI", Jefferson County, WI,8.1,"$69,212"
"Fountain, CO",Fountain County, CO,11.2,"$69,212"
"Benton Harbor, MI", Berrien County, MI,15.3,"$69,212"
"Somerdale, NJ", Camden County, NJ,8.3,"$69,212"
"Huntertown, IN", Allen County, IN,14.4,"$69,212"
"Metamora, MI", Lapeer County, MI,10.1,"$69,212"
"Baxter, IA", Jasper County, IA,19.2,"$69,212"
"Temperance, MI", Monroe County, MI,13.2,"$69,212"
"Norwalk, OH", Huron County, OH,11.1,"$69,212"
"Coldwater, OH", Mercer County, OH,22.7,"$69,212"
"Zephyrhills, FL", Pasco County, FL,12.6,"$69,212"
"Newcastle, DE", Young County, DE,13.9,"$69,212"
"West Seneca, NY", Erie County, NY,15.3,"$69,212"
"Lovejoy, GA", Clayton County, GA,9.4,"$69,212"
"York, PA",,,,"$69,212"
"Norton Shores, MI", Muskegon County, MI,15.7,"$69,212"
"Short Hills, NJ", Essex County, NJ,13.7,"$69,212"
"Lowell, IN", Lake County, IN,36.5,"$69,212"
"Armonk, NY", Westchester County, NY,8.3,"$69,212"
"Conley, GA", Clayton County, GA,9.4,"$69,212"
"Glen Head, NY", Nassau County, NY,5.8,"$69,212"
"Inwood, NY", New York County, NY,15.6,"$69,212"
"Dayton, NJ", Middlesex County, NJ,12.7,"$69,212"
"Whitsett, NC", Guilford County, NC,15.4,"$69,212"
"Shelbyville, KY", Shelby County, KY,20.6,"$69,212"
"Sour Lake, TX", Hardin County, TX,12.4,"$69,212"
"Edgewood, TX", Van Zandt County, TX,15.6,"$69,212"
"Murphy, TX", Collin County, TX,6.4,"$69,212"
"Satsuma, AL", Mobile County, AL,20.8,"$69,212"
"Nokesville, VA", Prince William County, VA,6.4,"$69,212"
"Glen Burnie, MD", Anne Arundel County, MD,7.0,"$69,212"
"Pine Bush, NY", Orange County, NY,9.4,"$69,212"
"Hamilton Square, NJ", Mercer County, NJ,22.7,"$69,212"
"Comanche, TX",Comanche County, TX,16.4,"$69,212"
"Waskom, TX", Harrison County, TX,16.7,"$69,212"
"Arkadelphia, AR", Clark County, AR,11.9,"$69,212"
"Bucksnort, AL", Marshall County, AL,13.9,"$69,212"
"Seward, NE",Seward County, NE,7.2,"$69,212"
"Horton, KS", Brown County, KS,8.6,"$69,212"
"Ridgeley, WV", Mineral County, WV,14.5,"$69,212"
"Jacobsburg, OH", Belmont County, OH,13.0,"$69,212"
"Ooltewah, TN", Hamilton County, TN,14.7,"$69,212"
"Scituate, MA", Plymouth County, MA,6.2,"$69,212"
"Buffalo Grove, IL", Lake County, IL,36.5,"$69,212"
"The Plains, OH", Athens County, OH,30.7,"$69,212"
"Leawood, KS", Johnson County, KS,10.3,"$69,212"
"Trinity, TX",Trinity County, TX,17.7,"$69,212"
