year,player,pos,college,weight,height_inches,forty,vertical,bench,broad,threecone,shuttle
2004,Josh Parrish,OT,Washington State,330,78,5.41,28,20,104,8.24,4.61
2004,Julius Jones,RB,Notre Dame,217,70,4.47,37.5,NA,121,6.97,4.12
2004,Justin Jenkins,WR,Mississippi State,213,71,4.6,35,NA,123,7.47,4.16
2004,Karlos Dansby,OLB,Auburn,251,75,4.58,NA,NA,NA,NA,NA
2004,Keary Colbert,WR,Southern California,207,73,4.6,30,NA,NA,NA,NA
2004,Keith Lewis,S,Oregon,204,72,4.6,37,11,121,7.28,4.07
2004,Keith Smith,CB,McNeese State,201,71,4.48,36.5,12,116,NA,NA
2004,Keith Willis,TE,Virginia Tech,260,78,5.03,NA,21,114,7.33,4.44
2004,Kellen Winslow,TE,Miami (FL),251,76,4.55,NA,24,120,NA,NA
2004,Kelvin Kight,WR,Florida,213,72,4.56,34,NA,109,7.18,4.24
2004,Kendrick Starling,WR,San Jose State,193,73,4.49,31.5,NA,119,6.88,3.87
2004,Kendyll Pope,OLB,Florida State,226,73,4.7,NA,NA,118,NA,4.26
2004,Kenechi Udeze,DE,Southern California,281,75,4.77,NA,NA,NA,NA,NA
2004,Kentrell Curry,S,Georgia,201,73,4.6,34.5,17,127,NA,NA
2004,Kevin Beard,WR,Miami (FL),180,72,4.46,31,NA,113,NA,NA
2004,Kevin Jones,RB,Virginia Tech,227,72,4.38,38,NA,120,NA,NA
2004,Kevin Youngblood,WR,Clemson,213,76,4.64,34,NA,NA,NA,NA
2004,Keyaron Fox,OLB,Georgia Tech,227,74,4.65,NA,28,NA,NA,NA
2004,Khaleed Vaughn,DE,Clemson,281,76,5,31.5,14,113,7.38,4.35
2004,Kris Wilson,TE,Pittsburgh,248,74,4.62,35,24,119,6.88,4.1
2004,Landon Johnson,OLB,Purdue,227,74,4.65,37.5,20,120,7,4.08
2004,Larry Fitzgerald,WR,Pittsburgh,225,75,4.48,NA,NA,NA,NA,NA
2004,Lee Evans,WR,Wisconsin,197,71,4.39,34.5,NA,120,NA,NA
2004,Leon Joe,OLB,Maryland,230,72,4.49,39,30,NA,NA,NA
2004,Lewis Moore,OLB,Pittsburgh,234,73,4.68,NA,NA,NA,NA,NA
2004,Lousaka Polite,FB,Pittsburgh,246,72,4.68,32,28,117,7.45,4.18
2004,Luke McCown,QB,Louisiana Tech,208,76,4.71,37.5,NA,125,6.74,4.21
2004,Madieu Williams,S,Maryland,193,72,4.48,NA,18,125,NA,NA
2004,Marcell Allmond,CB,Southern California,209,72,4.59,38,21,123,7.37,4.34
2004,Mark Wilson,OT,California,314,79,5.36,28.5,24,108,7.53,4.49
2004,Marquis Cooper,OLB,Washington,223,75,4.55,36.5,25,121,7.02,4.12
2004,Matt Mauck,QB,LSU,228,74,4.79,NA,NA,NA,NA,NA
2004,Matt Schaub,QB,Virginia,243,78,5.04,30.5,NA,110,7.65,4.62
2004,Matt Ware,S,UCLA,209,74,4.54,NA,15,NA,NA,NA
2004,Matthias Askew,DT,Michigan State,308,77,5.2,27,20,101,7.55,4.42
2004,Maurice Brown,WR,Iowa,219,72,4.56,33,NA,117,7.38,4.21
2004,Maurice Jones,OLB,South Florida,249,73,4.71,35.5,26,118,7.16,4.21
2004,Maurice Mann,WR,Nevada,191,73,4.57,34,NA,118,NA,NA
2004,Max Starks,OT,Florida,350,79,5.56,27.5,21,98,7.88,4.65
2004,Mewelde Moore,RB,Tulane,209,71,4.65,35,NA,118,7.05,4.12
2004,Michael Boulware,OLB,Florida State,225,74,4.5,NA,NA,NA,6.89,3.92
2004,Michael Clayton,WR,LSU,209,75,4.67,32.5,NA,116,6.77,4.09
2004,Michael Gaines,TE,Central Florida,275,74,5.06,33,18,109,7.44,4.18
2004,Michael Jenkins,WR,Ohio State,218,76,4.4,NA,NA,NA,NA,NA
2004,Michael Turner,RB,Northern Illinois,237,70,4.49,31,22,114,7.5,4.15
2004,Mike Karney,FB,Arizona State,254,71,5.02,30,25,103,NA,NA
2004,Mike Walker,TE,Minnesota-Morris,254,76,4.84,30,19,106,7.51,4.35
2004,Niko Koutouvides,ILB,Purdue,244,74,4.71,30.5,NA,108,6.98,3.88
2004,P.K. Sam,WR,Florida State,210,75,4.54,34.5,NA,NA,7.04,NA
2004,Philip Rivers,QB,North Carolina State,229,77,5.08,NA,NA,NA,NA,NA
2004,Quincy Wilson,RB,West Virginia,225,69,4.6,33.5,26,118,7.68,4.36
2004,Quintin Williams,S,Wake Forest,207,71,4.6,37,21,122,7.28,4.09
2004,Ran Carthon,RB,Florida,224,71,4.51,34.5,22,112,NA,4.12
2004,Randy Jordan,CB,Kansas State,178,73,4.59,33.5,NA,115,7.34,4.21
2004,Rashad Washington,S,Kansas State,223,74,4.61,34,14,116,7.06,4.02
2004,Rashaun Woods,WR,Oklahoma State,202,74,4.47,39,NA,125,6.93,3.97
2004,Reggie Williams,WR,Washington,229,76,4.56,NA,NA,NA,NA,NA
2004,Renaldo Works,RB,Oklahoma,222,72,4.7,30.5,21,115,7.25,4.09
2004,Rich Alexis,RB,Washington,210,72,4.64,32,NA,114,7.41,4.43
2004,Rich Gardner,CB,Penn State,199,71,4.46,36.5,11,123,6.91,3.91
2004,Richard Seigler,ILB,Oregon State,244,74,4.86,NA,25,NA,NA,NA
2004,Robert Gallery,OT,Iowa,323,79,4.98,30,24,105,7.42,4.38
2004,Robert Geathers,DE,Georgia,271,75,4.84,33.5,24,112,NA,NA
2004,Robert Reynolds,ILB,Ohio State,251,75,4.76,32.5,18,116,7.17,3.94
2004,Rod Davis,ILB,Southern Miss,239,74,4.76,NA,NA,114,7.2,4.02
2004,Rod Rutherford,QB,Pittsburgh,240,74,4.79,30.5,NA,110,7.66,4.41
2004,Rodney Leisle,DT,UCLA,309,75,5.15,NA,31,NA,NA,NA
2004,Ronnie Ghent,TE,Louisville,248,74,5.02,27.5,11,103,7.47,4.5
2004,Roy Williams,WR,Texas,212,74,4.48,NA,NA,NA,NA,NA
2004,Rufus Brown,CB,Florida State,187,69,4.43,33,15,124,7.24,4.44
2004,Ryan Fowler,ILB,Duke,250,75,4.8,37.5,35,118,7.19,4.19
2004,Ryon Bingham,DT,Nebraska,303,75,5.09,30,33,109,7.44,4.38
2004,Samie Parker,WR,Oregon,179,70,4.39,36,NA,NA,NA,NA
2004,Scott Rislov,QB,San Jose State,224,73,4.95,30,NA,119,7.44,4.34
2004,Sean Locklear,OG,North Carolina State,308,76,5.16,29,27,100,7.85,4.56
2004,Sean McHugh,TE,Penn State,264,77,4.92,29,18,115,7.36,4.09
2004,Sean Ryan,TE,Boston College,268,76,4.97,32.5,22,115,NA,NA
2004,Sean Taylor,S,Miami (FL),230,74,4.51,NA,NA,NA,NA,NA
2004,Shaud Williams,RB,Alabama,193,67,4.73,34,15,114,7.01,4.15
2004,Shaun Phillips,DE,Purdue,255,75,4.78,33,NA,114,6.95,4.23
2004,Shawn Andrews,OT,Arkansas,366,76,5.49,25,27,98,8.25,4.85
2004,Shawn Johnson,DE,Delaware,269,76,4.87,NA,NA,NA,NA,NA
2004,Sloan Thomas,WR,Texas,203,73,4.5,NA,NA,NA,NA,NA
2004,Spencer Johnson,DT,Auburn,286,75,5.06,30,19,111,7.78,4.53
2004,Stanford Samuels,CB,Florida State,193,70,4.58,NA,NA,NA,NA,NA
2004,Steven Jackson,RB,Oregon State,241,73,4.55,NA,NA,NA,NA,NA
2004,Stuart Schweigert,S,Purdue,218,74,4.47,38,18,124,6.68,3.89
2004,T.J. Hollowell,OLB,Nebraska,235,72,4.64,33.5,NA,117,7.14,4.09
2004,Tatum Bell,RB,Oklahoma State,212,71,4.37,38.5,25,117,NA,NA
2004,Teddy Lehman,OLB,Oklahoma,240,73,4.55,34.5,26,113,6.91,4.06
2004,Terrance Copper,WR,East Carolina,208,72,4.53,35.5,NA,116,7.34,4.31
2004,Thomas Tapeh,FB,Minnesota,245,73,4.8,32.5,23,114,7.65,4.52
2004,Tim Anderson,DT,Ohio State,307,75,5.01,NA,NA,NA,NA,NA
2004,Tim Euhus,TE,Oregon State,260,77,4.93,34.5,25,115,6.99,4.13
2004,Tommie Harris,DT,Oklahoma,295,74,4.78,NA,29,NA,NA,NA
2004,Tommy Kelly,DE,Mississippi State,294,78,4.87,25,24,105,7.79,4.45
2004,Tony Bua,S,Arkansas,209,71,4.67,36,15,120,6.75,4.08
2004,Tony Johnson,WR,Penn State,202,71,4.61,32.5,NA,118,7.16,4.16
2004,Travis Laboy,DE,Hawaii,263,75,4.69,35.5,35,126,7.01,4.07
2004,Travis Wilson,FB,Kansas State,256,75,4.89,33,25,109,7.56,4.36
2004,Triandos Luke,WR,Alabama,199,71,4.51,38,NA,124,7.06,4.17
2004,Troy Fleming,FB,Tennessee,230,72,4.62,32,NA,120,6.94,3.91
2004,Vince Wilfork,DT,Miami (FL),323,73,5.08,NA,36,NA,NA,NA
2004,Virgil Williams,S,Washington State,196,73,4.66,NA,11,NA,NA,NA
2004,Von Hutchins,CB,Mississippi,185,70,4.46,34.5,11,115,7.05,4.06
2004,Will Allen,S,Ohio State,202,72,4.58,NA,NA,NA,NA,NA
2004,Will Poole,CB,Southern California,194,70,4.47,NA,16,NA,NA,NA
2004,Will Smith,DE,Ohio State,275,75,4.6,NA,NA,NA,NA,NA
2003,Aaron Hunt,DE,Texas Tech,267,74,4.86,30,24,106,7.68,4.52
2003,Aaron Walker,TE,Florida,252,78,4.72,33.5,24,115,7.57,4.3
2003,Adrian Madise,WR,TCU,215,71,4.49,32,NA,119,7.32,4.26
2003,Ahmaad Galloway,RB,Alabama,223,72,4.65,NA,22,NA,NA,NA
2003,Al Johnson,C,Wisconsin,305,75,4.95,NA,NA,NA,NA,NA
2003,Alex Jackson,OG,Georgia,356,76,5.4,NA,NA,NA,NA,NA
2003,Alonzo Jackson,DE,Florida State,266,76,4.86,37,14,114,7.69,4.5
2003,Andre Johnson,WR,Miami (FL),230,74,4.41,39,NA,132,NA,NA
2003,Andre Woolfolk,CB,Oklahoma,197,73,4.47,35.5,10,128,6.78,3.96
2003,Andrew Pinnock,FB,South Carolina,265,70,4.62,NA,22,NA,NA,NA
2003,Andrew Williams,DE,Miami (FL),263,74,4.7,32,29,113,7.53,4.47
2003,Angelo Crowell,ILB,Virginia,236,72,4.73,32.5,25,NA,7.08,4.29
2003,Anquan Boldin,WR,Florida State,216,73,4.72,33.5,NA,114,7.35,4.33
2003,Anthony Adams,DT,Penn State,299,72,5.13,30.5,NA,109,7.68,4.59
2003,Anthony Davis,OG,Virginia Tech,329,76,5.34,27.5,NA,95,8.26,4.98
2003,Antonio Garay,DE,Boston College,295,75,4.9,NA,NA,NA,NA,NA
2003,Antwan Peek,OLB,Cincinnati,246,75,4.65,37,21,125,7.07,4.35
2003,Antwoine Sanders,S,Utah,202,74,4.54,37.5,14,128,7.44,4.45
2003,Antwone Savage,WR,Oklahoma,192,71,4.47,32,NA,118,7.37,4.37
2003,Arnaz Battle,WR,Notre Dame,217,73,4.58,35,NA,117,6.74,4.06
2003,Artose Pinner,RB,Kentucky,229,70,4.68,NA,NA,NA,NA,NA
2003,Avon Cobourne,RB,West Virginia,205,67,4.7,31.5,21,112,7.21,4.18
2003,B.J. Askew,RB,Michigan,241,74,4.6,NA,NA,NA,NA,NA
2003,B.J. Tucker,CB,Wisconsin,188,70,4.34,35,16,123,7.25,4.2
2003,Ben Johnson,OT,Wisconsin,329,78,5.37,NA,30,NA,NA,NA
2003,Bennie Joppru,TE,Michigan,272,76,4.78,30.5,19,109,NA,NA
2003,Bethel Johnson,WR,Texas A&M,201,71,4.38,38.5,NA,127,NA,NA
2003,Billy McMullen,WR,Virginia,210,76,4.61,NA,NA,NA,NA,NA
2003,Bobby Wade,WR,Arizona,193,70,4.66,34.5,NA,115,7.01,4.11
2003,Boss Bailey,OLB,Georgia,233,75,4.58,42,NA,135,NA,NA
2003,Brad Banks,QB,Iowa,201,71,4.67,33.5,NA,112,NA,NA
2003,Bradie James,ILB,LSU,242,74,4.71,32.5,NA,113,7.53,4.54
2003,Brandon Drumm,FB,Colorado,233,73,4.71,32.5,21,113,7.18,4.29
2003,Brandon Green,DE,Rice,267,74,4.78,32,19,105,7.23,4.32
2003,Brandon Lloyd,WR,Illinois,184,72,4.62,36,NA,NA,NA,NA
2003,Bryan Scott,S,Penn State,219,73,4.6,NA,13,NA,NA,NA
2003,Bryant Johnson,WR,Penn State,214,74,4.57,NA,NA,NA,NA,NA
2003,Bryant McNeal,DE,Clemson,248,76,4.88,34.5,22,117,NA,NA
2003,Byron Hardmon,ILB,Florida,232,73,4.76,32.5,17,115,7.55,4.41
2003,Byron Leftwich,QB,Marshall,241,77,4.85,NA,NA,NA,NA,NA
2003,Carson Palmer,QB,Southern California,232,77,4.65,NA,NA,NA,NA,NA
2003,Casey Moore,FB,Stanford,240,74,4.65,32.5,22,114,7.29,4.26
2003,Cecil Sapp,RB,Colorado State,229,71,4.55,NA,NA,NA,NA,NA
2003,Charles Drake,S,Michigan,205,73,4.52,NA,20,NA,NA,NA
2003,Charles Rogers,WR,Michigan State,202,74,4.4,NA,NA,NA,NA,NA
2003,Charles Tillman,CB,Louisiana-Lafayette,207,73,4.49,40,12,131,7.05,3.89
2003,Chris Brown,RB,Colorado,220,75,4.46,NA,NA,NA,NA,NA
2003,Chris Brown,S,Alabama-Birmingham,195,72,4.59,35.5,15,126,7.05,4.13
2003,Chris Clemons,OLB,Georgia,236,75,4.68,35,18,116,7.48,4.66
2003,Chris Davis,FB,Syracuse,235,71,4.56,38.5,21,116,7.25,4.37
2003,Chris Simms,QB,Texas,220,76,4.84,31,NA,103,7.38,4.21
2003,Chris Vance,WR,Ohio State,189,73,4.55,NA,NA,NA,NA,NA
2003,Cie Grant,OLB,Ohio State,228,72,4.68,NA,NA,NA,NA,NA
2003,Clifton Smith,ILB,Syracuse,253,74,4.88,NA,NA,NA,NA,NA
2003,Clint Mitchell,DE,Florida,257,79,4.93,34.5,16,115,7.36,4.39
2003,Colin Branch,S,Stanford,203,72,4.4,36,22,119,NA,NA
2003,Cory Redding,DE,Texas,279,76,4.88,NA,24,NA,NA,NA
2003,Curry Burns,S,Louisville,216,72,4.56,36,19,120,7.04,4.16
2003,D. Bryant,QB,Duke,218,74,4.73,35.5,NA,114,7.36,4.4
2003,Dahrran Diedrick,RB,Nebraska,228,72,4.62,37,19,117,7.32,4.44
2003,Dallas Clark,TE,Iowa,257,75,4.65,37.5,NA,123,NA,NA
2003,Dan Stricker,WR,Vanderbilt,203,74,4.68,39,NA,122,6.91,4.16
2003,Dave Ragone,QB,Louisville,249,76,4.99,30.5,NA,101,7.42,4.36
2003,David Diehl,OG,Illinois,310,78,5.26,28,22,96,8.1,4.97
2003,David Porter,OT,Iowa,311,78,5.32,26,NA,95,8.43,4.98
2003,Dennis Weathersby,CB,Oregon State,204,73,4.38,38,9,125,7.14,4.13
2003,Derek Pagel,S,Iowa,208,73,4.57,35.5,25,115,6.87,4.08
2003,Derek Watson,RB,South Carolina,223,72,4.63,34,15,114,7.35,4.2
2003,Dewayne Robertson,DT,Kentucky,317,73,5.15,NA,NA,NA,NA,NA
2003,DeWayne White,DE,Louisville,273,74,4.76,33,22,112,7.22,4.32
2003,Domanick Williams,RB,LSU,213,69,4.63,32.5,22,112,7.32,4.47
2003,Donald Lee,TE,Mississippi State,249,75,4.82,39,26,120,7.42,4.42
2003,Donald Strickland,CB,Colorado,187,70,4.53,35.5,16,121,6.98,4.04
2003,Donnie Nickey,S,Ohio State,220,74,4.65,33.5,17,119,7.08,4.16
2003,Doug Gabriel,WR,Central Florida,213,74,4.52,35.5,NA,116,7.05,4.16
2003,Doug Zeigler,TE,Mississippi,257,76,4.7,NA,20,NA,NA,NA
2003,Dwone Hicks,RB,Middle Tennessee State,222,70,4.6,34,29,115,7.38,4.42
2003,E.J. Henderson,ILB,Maryland,245,73,4.8,NA,20,NA,NA,NA
2003,Earnest Graham,RB,Florida,225,69,4.5,NA,22,NA,NA,NA
2003,Eddie Johnson,P,Idaho State,232,75,5.17,NA,NA,NA,NA,NA
2003,Eddie Moore,OLB,Tennessee,237,72,4.71,NA,NA,NA,NA,NA
2003,Erick Streelman,TE,Nevada,248,77,5.06,30,9,109,7.59,4.4
2003,Gabe Reid,TE,BYU,255,75,4.82,37,23,119,7.49,4.32
2003,George Wrighster,TE,Oregon,249,74,4.89,34.5,16,115,7.24,NA
2003,Gerald Hayes,ILB,Pittsburgh,238,73,4.75,30.5,NA,107,7.57,4.35
2003,Gerome Sapp,S,Notre Dame,216,72,4.64,36.5,NA,112,7.13,4.3
2003,Hanik Milligan,S,Houston,201,74,4.52,36.5,9,130,7.11,4.18
2003,Ian Scott,DT,Florida,312,74,5.16,28.5,28,99,8.12,5
2003,J.R. Tolver,WR,San Diego State,202,73,4.67,36,NA,119,6.99,4.23
2003,Jamal Burke,WR,Boston College,204,72,4.56,36,NA,119,7.2,4.13
2003,Jason Gesser,QB,Washington State,205,73,4.87,NA,NA,NA,NA,NA
2003,Jason Witten,TE,Tennessee,264,78,4.65,31,25,NA,NA,NA
2003,Jeremi Johnson,FB,Indiana,260,71,4.9,29,20,103,NA,NA
2003,Jeremy Loyd,OLB,Iowa State,235,74,4.64,34,17,114,6.9,4.15
2003,Jerome McDougle,DE,Miami (FL),264,74,4.67,34,NA,117,7.28,4.58
2003,Jimmy Kennedy,DT,Penn State,322,76,5.2,NA,NA,NA,NA,NA
2003,Joe Odom,OLB,Purdue,241,73,4.6,NA,26,NA,NA,NA
2003,Jordan Black,OT,Notre Dame,314,78,5.18,30,NA,106,7.65,4.5
2003,Jordan Gross,OT,Utah,300,76,5.05,31.5,28,112,7.69,4.39
2003,Josh Blankenship,QB,Tulsa,211,74,5.16,28.5,NA,103,7.59,4.42
2003,Julian Battle,CB,Tennessee,205,74,4.45,NA,NA,NA,NA,NA
2003,Justin Fargas,RB,Southern California,219,73,4.35,NA,27,137,NA,NA
2003,Justin Gage,WR,Missouri,217,76,4.45,NA,NA,NA,NA,NA
2003,Justin Griffith,FB,Mississippi State,232,71,4.59,32,29,113,7.73,4.68
2003,Justin Sands,OG,Kansas,324,79,5.05,32,31,105,NA,NA
2003,Kareem Kelly,WR,Southern California,186,72,4.42,35,NA,125,7.51,4.24
2003,Kassim Osgood,WR,San Diego State,208,77,4.68,31,NA,122,7.19,4.44
2003,Kawika Mitchell,ILB,South Florida,253,73,4.69,37,25,117,7.32,4.24
2003,Keenan Howry,WR,Oregon,178,70,4.56,31.5,NA,114,7.34,4.28
2003,Kelley Washington,WR,Tennessee,223,74,4.42,NA,NA,NA,NA,NA
2003,Ken Dorsey,QB,Miami (FL),208,77,4.7,NA,NA,NA,NA,NA
2003,Ken Hamlin,S,Arkansas,209,74,4.61,33,16,117,6.8,3.92
2003,Kenny King,DE,Alabama,281,75,4.95,35,25,114,7.5,4.37
2003,Kenny Peterson,DE,Ohio State,298,75,4.8,NA,NA,NA,NA,NA
2003,Kerry Carter,RB,Stanford,238,74,4.61,36,20,118,7.29,4.39
2003,Kevin Curtis,WR,Utah State,186,71,4.42,36,NA,122,6.76,3.99
2003,Kevin Garrett,CB,Southern Methodist,194,69,4.32,35,NA,129,6.9,3.96
2003,Kevin Ware,TE,Washington,256,75,4.79,34,22,110,7.52,4.47
2003,Keyon Whiteside,ILB,Tennessee,229,72,4.8,29,27,111,7.32,4.34
2003,Khalid Abdullah,OLB,Mars Hill,227,74,4.61,36.5,26,126,7.13,4.25
2003,Kindal Moorehead,DE,Alabama,285,74,5,32,22,104,7.71,4.57
2003,Kliff Kingsbury,QB,Texas Tech,213,75,4.77,30,NA,101,6.92,4.1
2003,Kyle Boller,QB,California,234,75,4.61,35.5,NA,117,7.2,4.02
2003,L.J. Smith,TE,Rutgers,258,75,4.62,37,26,122,6.74,4.25
2003,LaBrandon Toefield,RB,LSU,233,71,4.6,NA,19,NA,NA,NA
2003,LaMarcus McDonald,ILB,TCU,227,73,4.99,31,NA,110,7.6,4.44
2003,Lance Briggs,ILB,Arizona,242,73,4.75,33,25,113,NA,NA
2003,Langston Moore,DT,South Carolina,303,73,5.04,32,29,104,7.64,4.29
2003,Larry Johnson,RB,Penn State,228,73,4.45,NA,19,NA,NA,NA
2003,LaTarence Dunbar,WR,TCU,196,71,4.52,34,NA,122,7.41,4.35
2003,Lawrence Flugence,ILB,Texas Tech,239,73,4.87,34,23,106,7.4,4.36
2003,Lee Suggs,RB,Virginia Tech,202,72,4.44,NA,NA,NA,NA,NA
2003,Malaefou MacKenzie,RB,Southern California,233,70,4.67,NA,NA,NA,NA,NA
2003,Mario Haggan,ILB,Mississippi State,252,75,4.88,33,21,110,7.55,4.46
2003,Mark Brown,ILB,Auburn,238,72,4.82,37.5,NA,121,7.37,4.21
2003,Matt Leonard,DT,Stanford,305,75,4.97,26,30,95,7.53,4.56
2003,Matt Walters,DE,Miami (FL),272,76,4.9,NA,30,NA,NA,NA
2003,Matt Wilhelm,ILB,Ohio State,245,76,4.8,NA,NA,NA,NA,NA
2003,Michael Haynes,DE,Penn State,281,76,4.87,30.5,23,109,NA,NA
2003,Michael Lehan,CB,Minnesota,196,72,4.48,34.5,13,119,6.95,4.15
2003,Mike Bush,WR,Washington State,198,77,4.7,NA,NA,115,7.42,4.28
2003,Mike Doss,S,Ohio State,207,70,4.45,NA,NA,NA,NA,NA
2003,Mike Pinkard,TE,Arizona State,259,77,4.69,35,NA,NA,NA,NA
2003,Mike Seidman,TE,UCLA,261,76,4.8,NA,20,NA,NA,NA
2003,Musa Smith,RB,Georgia,232,73,4.45,35.5,NA,123,NA,NA
2003,Nate Burleson,WR,Nevada,197,72,4.51,42.5,NA,126,6.96,4.16
2003,Nick Barnett,OLB,Oregon State,236,74,4.67,34.5,32,123,7,4.08
2003,Nick Burley,DE,Fresno State,243,76,4.83,32,26,108,7.73,4.57
2003,Nick Maddox,RB,Florida State,211,71,4.65,33.5,18,115,7.33,4.5
2003,Nnamdi Asomugha,CB,California,213,74,4.45,37.5,16,124,NA,NA
2003,Norman LeJeune,S,LSU,200,72,4.65,33.5,11,115,7.42,4.21
2003,Omari Hand,DE,Tennessee,267,76,4.85,NA,34,NA,NA,NA
2003,Onterrio Smith,RB,Oregon,220,70,4.48,NA,19,NA,NA,NA
2003,Ovie Mughelli,FB,Wake Forest,255,73,4.73,31.5,NA,114,7.78,4.32
2003,Paul Arnold,WR,Washington,213,73,4.53,40.5,NA,131,6.84,4.11
2003,Pisa Tinoisamoa,OLB,Hawaii,231,72,4.65,34.5,19,111,6.97,4.07
2003,Quentin Griffin,RB,Oklahoma,195,67,4.48,38,21,123,NA,4.08
2003,Rashad Moore,DT,Tennessee,324,75,5.1,NA,NA,NA,NA,NA
2003,Ray Thomas,TE,Wake Forest,248,76,5.01,31,17,113,7.47,4.53
2003,Reno Mahe,WR,BYU,198,69,4.68,32,NA,109,7.27,4.23
2003,Rex Grossman,QB,Florida,217,73,5.06,NA,NA,NA,NA,NA
2003,Robert Johnson,TE,Auburn,278,78,4.96,33.5,18,115,7.15,4.47
2003,Ronald Bellamy,WR,Michigan,208,72,4.57,30.5,NA,119,7.38,4.1
2003,Sam Aiken,WR,North Carolina,209,74,4.59,39.5,NA,121,7.22,NA
2003,Sammy Davis,CB,Texas A&M,186,72,4.42,40,19,131,7.01,NA
2003,Santonio Beard,RB,Alabama,222,72,4.62,31.5,NA,119,NA,NA
2003,Scott Shanle,OLB,Nebraska,245,74,4.72,31,20,111,7.27,4.32
2003,Sean Berton,TE,North Carolina State,279,76,5.02,31,NA,107,7.18,4.35
2003,Seneca Wallace,QB,Iowa State,196,71,4.56,38,NA,127,6.98,4.14
2003,Shane Walton,CB,Notre Dame,184,71,4.67,31,11,109,7.05,4.29
2003,Shaun McDonald,WR,Arizona State,169,68,4.43,NA,NA,NA,NA,NA
2003,Solomon Bates,ILB,Arizona State,243,73,4.89,30,19,112,7.23,4.34
2003,Spencer Nead,TE,BYU,259,76,4.86,28.5,19,102,7.37,4.34
2003,Steve Sciullo,OT,Marshall,330,77,5.48,28,23,98,7.85,4.72
2003,Sultan McCullough,RB,Southern California,202,71,4.49,NA,27,NA,NA,NA
2003,Talman Gardner,WR,Florida State,205,73,4.44,34.5,NA,116,7.54,4.43
2003,Taylor Jacobs,WR,Florida,205,72,4.42,NA,NA,NA,NA,NA
2003,Terrell Suggs,DE,Arizona State,262,75,4.84,NA,NA,NA,NA,NA
2003,Terrence Edwards,WR,Georgia,176,72,4.5,NA,NA,NA,NA,NA
2003,Terrence Holt,S,North Carolina State,208,74,4.55,34.5,13,122,6.99,4.03
2003,Terrence Kiel,S,Texas A&M,204,71,4.46,38,16,127,6.88,3.96
2003,Terrence Robinson,ILB,Oklahoma State,240,72,4.95,33.5,19,116,7.62,4.36
2003,Teyo Johnson,WR,Stanford,247,77,4.61,33.5,NA,NA,NA,NA
2003,Thomas Wright,S,Michigan State,201,73,4.76,36,13,114,7.42,4.41
2003,Todd Johnson,S,Florida,206,73,4.56,33.5,19,117,7.01,4.19
2003,Todd Williams,OT,Florida State,340,77,5.08,32.5,27,108,8.06,4.54
2003,Tom Lopienski,FB,Notre Dame,246,72,4.75,34,24,111,7.53,4.24
2003,Tony Gilbert,ILB,Georgia,251,72,4.86,27.5,19,109,NA,NA
2003,Trent Smith,TE,Oklahoma,243,77,4.79,35.5,16,118,7.23,4.37
2003,Tron LaFavor,DT,Florida,290,74,5.08,28,26,106,NA,NA
2003,Troy Polamalu,S,Southern California,206,70,4.4,NA,NA,NA,NA,NA
2003,Tully Banta-Cain,DE,California,264,74,4.79,NA,25,NA,NA,NA
2003,Tyler Brayton,DE,Colorado,277,78,4.73,34,25,116,7.14,4.31
2003,Tyrone Calico,WR,Middle Tennessee State,223,76,4.34,38,NA,127,6.73,4.26
2003,Victor Hobson,ILB,Michigan,252,72,4.86,33,29,117,7.26,4.33
2003,Wade Smith,OT,Memphis,296,76,5.14,32.5,24,114,7.62,4.75
2003,Walter Young,WR,Illinois,214,77,4.54,39,NA,121,6.9,4.25
2003,Wayne Lucier,C,Colorado,301,76,5.28,NA,NA,NA,NA,NA
2003,William Joseph,DT,Miami (FL),308,77,5.18,NA,29,NA,NA,NA
2003,Willie Pile,S,Virginia Tech,206,74,4.57,38,14,125,6.77,4.21
2003,Willis McGahee,RB,Miami (FL),223,72,4.45,NA,NA,NA,NA,NA
2003,Zach Hilton,TE,North Carolina,262,80,4.83,35,24,112,7.26,4.33
2002,Aaron Lockett,WR,Kansas State,155,67,4.31,35,NA,119,6.84,4.11
2002,Abdual Howard,S,Florida State,209,72,4.64,NA,NA,120,NA,NA
2002,Adrian Peterson,RB,Georgia Southern,214,70,4.68,34,14,119,7.59,4.6
2002,Akin Ayodele,OLB,Purdue,257,74,4.81,35,26,121,7,4.12
2002,Alan Harper,DT,Fresno State,295,74,5.27,30.5,NA,104,NA,4.64
2002,Alex Brown,DE,Florida,260,75,4.74,NA,NA,NA,NA,NA
2002,Andra Davis,ILB,Florida,244,73,4.77,31.5,20,112,NA,NA
2002,Andre Goodman,CB,South Carolina,182,70,4.36,NA,NA,NA,NA,NA
2002,Andre Lott,CB,Tennessee,194,70,4.48,36.5,15,119,7.1,4.01
2002,Andre' Davis,WR,Virginia Tech,194,73,4.42,39.5,NA,123,6.77,4.1
2002,Anthony Weaver,DT,Notre Dame,296,75,4.95,32.5,24,109,7.37,4.31
2002,Antonio Bryant,WR,Pittsburgh,188,73,4.57,37,NA,121,NA,NA
2002,Antwaan Randle El,WR,Indiana,191,70,4.49,NA,NA,NA,NA,NA
2002,Ashley Lelie,WR,Hawaii,197,75,4.49,NA,NA,NA,NA,NA
2002,Atrews Bell,WR,Florida State,218,71,4.52,NA,NA,NA,NA,NA
