Data,IPEDS ID,Year,NCAA Subdivision,FBS Conference,Total Expenses,Excess Transfers Back,Other Expenses,Medical,Competition Guarantees,Recruiting,Game Expenses and Travel,Facilities and Equipment,Coaches Compensation,Support and Admin Compensation w/Severance,Athletic Student Aid,Total Revenues,Other Revenue,"Corporate Sponsorship, Advertising, Licensing",Donor Contributions,Competition Guarantees,"NCAA/Conference Distributions, Media Rights, and Post-Season Football",Ticket Sales,Institutional/Government Support,Student Fees,Total Institutional/Government Support and Student Fees,Total Football Spending,Total Football Coaching Salaries
College of William and Mary,231624,2013,Football Championship Subdivision,,"$21,887,438 ",$0 ,"$1,393,362 ","$418,927 ","$25,709 ","$434,072 ","$2,333,760 ","$2,629,418 ","$3,820,291 ","$3,148,047 ","$7,683,852 ","$21,947,834 ","$2,596,933 ","$771,352 ","$3,418,543 ","$560,506 ","$1,417,362 ","$830,946 ","$890,373 ","$11,461,820 ","$12,352,193 ","$5,458,711 ","$1,044,445 "
College of William and Mary,231624,2014,Football Championship Subdivision,,"$23,991,862 ",$0 ,"$1,685,288 ","$379,459 ","$22,314 ","$417,804 ","$2,645,342 ","$3,619,337 ","$4,181,984 ","$3,351,421 ","$7,688,913 ","$23,991,908 ","$2,496,193 ","$913,881 ","$4,783,298 ","$642,202 ","$1,424,104 ","$865,545 ","$962,527 ","$11,904,157 ","$12,866,684 ","$6,083,923 ","$1,153,619 "
College of William and Mary,231624,2015,Football Championship Subdivision,,"$25,599,615 ",$0 ,"$1,713,818 ","$436,557 ","$102,411 ","$445,295 ","$2,910,013 ","$3,843,114 ","$4,497,083 ","$3,709,042 ","$7,942,283 ","$25,708,811 ","$2,943,208 ","$997,211 ","$4,363,044 ","$637,376 ","$1,388,362 ","$1,046,620 ","$514,346 ","$13,818,644 ","$14,332,990 ","$6,018,112 ","$1,203,634 "
College of William and Mary,231624,2016,Football Championship Subdivision,,"$26,499,511 ",$0 ,"$1,583,130 ","$453,766 ","$97,349 ","$485,431 ","$2,646,426 ","$4,102,507 ","$4,685,415 ","$3,940,434 ","$8,505,053 ","$26,454,940 ","$2,858,923 ","$987,306 ","$4,719,462 ","$627,100 ","$1,498,150 ","$740,935 ","$1,300,619 ","$13,722,445 ","$15,023,064 ","$6,515,716 ","$1,296,356 "
College of William and Mary,231624,2017,Football Championship Subdivision,,"$27,539,636 ",$0 ,"$1,969,876 ","$439,623 ","$96,070 ","$549,137 ","$2,761,844 ","$3,721,391 ","$4,850,621 ","$4,429,466 ","$8,721,608 ","$28,401,480 ","$3,142,598 ","$904,675 ","$5,257,810 ","$624,700 ","$1,861,640 ","$951,703 ","$1,291,174 ","$14,367,180 ","$15,658,354 ","$6,587,518 ","$1,288,051 "
College of William and Mary,231624,2018,Football Championship Subdivision,,"$29,305,975 ",$0 ,"$1,693,246 ","$242,813 ","$16,634 ","$520,666 ","$2,961,420 ","$4,445,928 ","$5,293,832 ","$4,765,628 ","$9,365,808 ","$29,259,321 ","$3,612,630 ","$1,059,003 ","$5,815,626 ","$614,338 ","$1,267,463 ","$960,727 ","$1,378,132 ","$14,551,402 ","$15,929,534 ","$6,904,974 ","$1,339,292 "
Colorado State University,126818,2005,Football Bowl Subdivision,Mountain West Conference,"$22,136,386 ",$0 ,"$3,695,011 ","$220,092 ","$420,307 ","$379,871 ","$2,784,738 ","$2,457,357 ","$4,198,070 ","$3,402,367 ","$4,578,574 ","$23,403,447 ","$2,516,652 ","$1,791,137 ","$3,042,422 ","$1,239,769 ","$3,991,934 ","$3,043,219 ","$4,737,951 ","$3,040,363 ","$7,778,314 ","$6,867,864 ","$1,808,846 "
Colorado State University,126818,2006,Football Bowl Subdivision,Mountain West Conference,"$23,682,225 ",$0 ,"$4,184,948 ","$427,419 ","$195,751 ","$393,403 ","$2,766,327 ","$3,562,486 ","$4,255,758 ","$3,123,581 ","$4,772,554 ","$23,038,243 ","$2,749,381 ","$2,199,418 ","$3,259,599 ","$835,911 ","$2,716,847 ","$3,272,056 ","$5,009,390 ","$2,995,641 ","$8,005,031 ","$8,338,351 ","$1,908,698 "
Colorado State University,126818,2007,Football Bowl Subdivision,Mountain West Conference,"$23,513,159 ",$0 ,"$4,266,297 ","$346,359 ","$241,836 ","$356,084 ","$2,680,370 ","$3,147,075 ","$4,301,695 ","$3,317,189 ","$4,856,255 ","$25,165,501 ","$2,816,486 ","$2,578,430 ","$3,338,319 ","$335,101 ","$2,971,047 ","$4,058,749 ","$5,310,725 ","$3,756,645 ","$9,067,369 ","$7,820,000 ","$1,828,404 "
Colorado State University,126818,2008,Football Bowl Subdivision,Mountain West Conference,"$26,701,676 ",$0 ,"$4,625,508 ","$392,356 ","$535,747 ","$469,715 ","$2,918,783 ","$3,040,417 ","$5,254,579 ","$4,020,671 ","$5,443,899 ","$26,485,409 ","$2,816,521 ","$3,118,509 ","$2,542,216 ","$14,414 ","$2,893,348 ","$4,070,859 ","$6,615,261 ","$4,414,281 ","$11,029,542 ","$9,589,188 ","$2,613,655 "
Colorado State University,126818,2009,Football Bowl Subdivision,Mountain West Conference,"$29,069,373 ",$0 ,"$4,982,530 ","$400,888 ","$370,330 ","$567,755 ","$3,227,697 ","$3,959,368 ","$5,473,430 ","$3,835,226 ","$6,252,149 ","$29,309,810 ","$2,389,368 ","$2,849,915 ","$2,741,198 ","$209,201 ","$3,920,646 ","$3,790,712 ","$8,940,038 ","$4,468,732 ","$13,408,771 ","$10,095,951 ","$2,630,721 "
Colorado State University,126818,2010,Football Bowl Subdivision,Mountain West Conference,"$27,907,530 ",$0 ,"$4,348,411 ","$619,905 ","$529,969 ","$554,461 ","$2,701,151 ","$3,447,338 ","$5,440,767 ","$3,892,958 ","$6,372,568 ","$29,225,414 ","$2,870,803 ","$2,319,601 ","$2,656,021 ","$620,942 ","$3,347,471 ","$2,722,059 ","$9,433,121 ","$5,255,395 ","$14,688,516 ","$9,471,616 ","$2,625,248 "
Colorado State University,126818,2011,Football Bowl Subdivision,Mountain West Conference,"$27,686,714 ",$0 ,"$3,691,652 ","$421,261 ","$216,031 ","$576,896 ","$3,272,462 ","$3,687,063 ","$5,279,893 ","$3,896,496 ","$6,644,959 ","$31,340,378 ","$2,707,030 ","$3,122,731 ","$3,169,580 ","$235,804 ","$3,904,874 ","$3,125,208 ","$9,806,193 ","$5,268,958 ","$15,075,151 ","$9,547,860 ","$2,518,868 "
Colorado State University,126818,2012,Football Bowl Subdivision,Mountain West Conference,"$31,529,108 ",$0 ,"$4,326,298 ","$474,220 ","$529,192 ","$617,773 ","$3,522,562 ","$4,524,979 ","$6,279,614 ","$4,587,764 ","$6,666,704 ","$32,199,946 ","$3,142,703 ","$2,804,022 ","$3,539,741 ","$124,669 ","$3,738,676 ","$3,251,094 ","$10,363,281 ","$5,235,760 ","$15,599,041 ","$11,456,625 ","$3,226,515 "
Colorado State University,126818,2013,Football Bowl Subdivision,Mountain West Conference,"$35,512,075 ",$0 ,"$5,411,615 ","$579,532 ","$637,900 ","$961,619 ","$4,114,533 ","$3,473,787 ","$7,899,488 ","$5,237,854 ","$7,195,745 ","$35,844,849 ","$3,130,606 ","$2,652,375 ","$5,084,522 ","$93,239 ","$3,259,240 ","$3,065,760 ","$13,325,246 ","$5,233,861 ","$18,559,107 ","$12,290,005 ","$4,032,575 "
Colorado State University,126818,2014,Football Bowl Subdivision,Mountain West Conference,"$37,454,617 ",$0 ,"$5,033,761 ","$633,137 ","$733,965 ","$821,477 ","$4,179,205 ","$3,958,939 ","$8,574,832 ","$5,833,381 ","$7,685,920 ","$39,274,934 ","$2,152,291 ","$2,362,619 ","$6,181,983 ","$1,607,509 ","$3,275,415 ","$3,389,006 ","$14,968,830 ","$5,337,282 ","$20,306,111 ","$12,805,718 ","$4,204,468 "
Colorado State University,126818,2015,Football Bowl Subdivision,Mountain West Conference,"$39,270,599 ",$0 ,"$4,850,902 ","$751,000 ","$842,014 ","$802,435 ","$4,001,334 ","$4,391,835 ","$9,167,708 ","$6,565,557 ","$7,897,812 ","$38,936,297 ","$2,649,417 ","$2,845,317 ","$3,808,953 ","$1,016,109 ","$4,016,590 ","$3,929,815 ","$15,056,590 ","$5,613,505 ","$20,670,095 ","$12,945,611 ","$4,480,945 "
Colorado State University,126818,2016,Football Bowl Subdivision,Mountain West Conference,"$40,699,254 ",$0 ,"$5,133,374 ","$756,817 ","$958,383 ","$927,212 ","$5,074,957 ","$3,973,667 ","$8,901,558 ","$6,010,481 ","$8,962,805 ","$39,767,363 ","$2,228,925 ","$3,360,319 ","$3,307,918 ","$16,284 ","$4,449,385 ","$4,155,558 ","$16,501,293 ","$5,747,681 ","$22,248,974 ","$14,170,946 ","$4,217,917 "
Colorado State University,126818,2017,Football Bowl Subdivision,Mountain West Conference,"$43,965,622 ",$0 ,"$5,173,237 ","$949,865 ","$760,820 ","$885,327 ","$5,374,488 ","$6,251,671 ","$9,148,513 ","$6,249,767 ","$9,171,934 ","$44,672,317 ","$1,936,533 ","$5,945,315 ","$3,740,779 ","$273,278 ","$5,279,699 ","$4,231,475 ","$17,421,891 ","$5,843,347 ","$23,265,238 ","$15,414,479 ","$4,301,584 "
Colorado State University,126818,2018,Football Bowl Subdivision,Mountain West Conference,"$52,159,851 ",$0 ,"$5,748,065 ","$827,253 ","$821,180 ","$889,715 ","$5,973,025 ","$10,683,262 ","$10,292,102 ","$7,666,873 ","$9,258,376 ","$54,728,814 ","$3,093,701 ","$6,832,727 ","$7,324,738 ","$1,486,022 ","$4,754,624 ","$5,791,080 ","$19,574,172 ","$5,871,750 ","$25,445,922 ","$21,696,560 ","$4,955,748 "
Coppin State University,162283,2005,No Football Subdivision,,"$3,655,820 ",$0 ,"$254,055 ","$29,290 ",$0 ,"$55,880 ","$579,575 ","$92,679 ","$958,181 ","$535,260 ","$1,150,901 ","$3,655,820 ",$0 ,$0 ,$0 ,"$532,758 ","$163,805 ","$19,940 ","$1,435,237 ","$1,504,081 ","$2,939,317 ",,
Coppin State University,162283,2006,No Football Subdivision,,"$3,909,553 ",$0 ,"$194,023 ","$25,515 ",$0 ,"$44,242 ","$543,730 ","$83,457 ","$923,712 ","$804,314 ","$1,290,559 ","$3,909,553 ","$9,366 ",$0 ,$0 ,"$539,324 ","$304,398 ","$18,718 ","$1,513,855 ","$1,523,892 ","$3,037,747 ",,
Coppin State University,162283,2007,No Football Subdivision,,"$3,999,977 ",$0 ,"$445,358 ","$25,466 ",$0 ,"$37,041 ","$546,563 ","$218,524 ","$1,153,249 ","$279,994 ","$1,293,783 ","$2,361,476 ","$3,432 ",$0 ,$0 ,"$692,973 ","$204,978 ","$19,794 ",$0 ,"$1,440,298 ","$1,440,298 ",,
Coppin State University,162283,2008,No Football Subdivision,,"$3,827,261 ",$0 ,"$515,939 ","$39,585 ",$0 ,"$50,152 ","$566,164 ","$61,222 ","$1,091,086 ","$252,047 ","$1,251,066 ","$2,816,585 ","$202,928 ",$0 ,$0 ,"$429,422 ","$138,246 ","$11,472 ",$0 ,"$2,034,517 ","$2,034,517 ",,
Coppin State University,162283,2009,No Football Subdivision,,"$4,442,477 ",$0 ,"$51,136 ","$57,204 ",$0 ,"$50,777 ","$726,930 ","$183,914 ","$1,323,453 ","$646,023 ","$1,403,041 ","$3,440,878 ","$198,697 ",$0 ,$0 ,"$596,875 ","$495,039 ","$15,027 ",$0 ,"$2,135,240 ","$2,135,240 ",,
Coppin State University,162283,2010,No Football Subdivision,,"$4,049,383 ",$0 ,$0 ,"$24,097 ","$19,262 ","$36,428 ","$534,605 ","$76,196 ","$1,266,560 ","$737,543 ","$1,354,693 ","$3,360,530 ","$193,853 ",$0 ,$0 ,"$377,394 ","$216,348 ","$36,710 ",$0 ,"$2,536,225 ","$2,536,225 ",,
Coppin State University,162283,2011,No Football Subdivision,,"$4,362,775 ",$0 ,"$276,416 ","$17,102 ","$11,417 ","$30,422 ","$445,121 ","$313,632 ","$1,019,349 ","$737,750 ","$1,511,566 ","$3,718,261 ","$279,105 ",$0 ,$0 ,"$305,505 ","$119,302 ","$39,713 ","$428,519 ","$2,546,117 ","$2,974,636 ",,
Coppin State University,162283,2012,No Football Subdivision,,"$3,662,557 ",$0 ,"$137,012 ",$0 ,"$5,227 ","$40,915 ","$483,551 ","$56,794 ","$1,076,423 ","$576,320 ","$1,286,316 ","$3,483,395 ",$0 ,$0 ,$0 ,"$575,311 ","$95,950 ","$42,360 ","$319,121 ","$2,450,653 ","$2,769,774 ",,
Coppin State University,162283,2013,No Football Subdivision,,"$3,789,406 ",$0 ,"$81,260 ","$19,238 ","$8,242 ","$22,830 ","$477,567 ","$64,142 ","$1,092,625 ","$622,714 ","$1,400,787 ","$3,549,806 ",$0 ,"$34,753 ",$0 ,"$720,154 ","$63,166 ","$43,503 ","$365,203 ","$2,323,027 ","$2,688,229 ",,
Coppin State University,162283,2014,No Football Subdivision,,"$4,007,888 ",$0 ,"$7,180 ","$1,416 ","$8,617 ","$23,586 ","$667,094 ","$87,122 ","$1,119,779 ","$635,116 ","$1,457,976 ","$3,349,940 ",$0 ,$0 ,"$76,114 ","$706,630 ","$47,525 ","$17,701 ","$328,083 ","$2,173,885 ","$2,501,969 ",,
Coppin State University,162283,2015,No Football Subdivision,,"$3,930,749 ",$0 ,"$7,716 ","$6,112 ",$0 ,"$33,486 ","$605,262 ","$75,156 ","$1,014,207 ","$732,759 ","$1,456,050 ","$3,485,828 ",$0 ,$0 ,"$33,923 ","$781,739 ","$55,189 ","$11,548 ","$277,023 ","$2,326,406 ","$2,603,429 ",,
Coppin State University,162283,2016,No Football Subdivision,,"$4,307,113 ",$0 ,"$50,304 ","$39,193 ","$4,750 ","$31,711 ","$624,278 ","$242,803 ","$1,162,441 ","$604,643 ","$1,546,990 ","$3,423,614 ","$52,762 ","$10,000 ",$0 ,"$710,000 ","$55,244 ","$17,980 ","$377,084 ","$2,200,544 ","$2,577,628 ",,
Coppin State University,162283,2017,No Football Subdivision,,"$4,360,469 ",$0 ,"$79,817 ","$53,207 ","$3,750 ","$25,808 ","$616,166 ","$160,877 ","$1,225,119 ","$666,096 ","$1,529,629 ","$3,452,610 ","$65,240 ","$13,500 ","$117,000 ","$674,000 ","$89,665 ","$20,778 ","$398,870 ","$2,073,557 ","$2,472,427 ",,
Coppin State University,162283,2018,No Football Subdivision,,"$4,210,112 ",$0 ,"$68,737 ","$51,019 ",$0 ,"$26,643 ","$703,018 ","$249,336 ","$927,004 ","$681,737 ","$1,502,618 ","$3,561,797 ","$41,944 ","$9,907 ","$122,000 ","$804,000 ","$158,434 ","$26,462 ","$379,038 ","$2,020,012 ","$2,399,050 ",,
Delaware State University,130934,2005,Football Championship Subdivision,,"$8,476,236 ",$0 ,"$261,507 ","$112,333 ","$2,950 ","$68,857 ","$1,090,742 ","$741,724 ","$2,097,261 ","$961,919 ","$3,138,945 ","$1,901,995 ","$70,041 ","$138,548 ","$74,419 ","$349,329 ","$277,126 ","$138,453 ","$854,079 ",$0 ,"$854,079 ","$2,619,708 ","$816,664 "
Delaware State University,130934,2006,Football Championship Subdivision,,"$14,357,609 ",$0 ,"$1,217,878 ","$117,337 ",$0 ,"$137,611 ","$1,793,706 ","$2,474,706 ","$2,827,458 ","$1,742,879 ","$4,046,033 ","$14,357,609 ","$100,540 ","$43,432 ","$39,637 ","$470,772 ","$486,144 ","$145,476 ","$13,071,608 ",$0 ,"$13,071,608 ","$4,877,800 ","$988,617 "
Delaware State University,130934,2007,Football Championship Subdivision,,"$20,317,944 ",$0 ,"$1,396,634 ","$109,279 ","$81,028 ","$235,896 ","$2,289,340 ","$6,050,987 ","$3,309,738 ","$2,650,614 ","$4,194,429 ","$20,317,944 ","$146,896 ","$14,789 ","$50,867 ","$617,306 ","$552,943 ","$204,122 ","$18,731,021 ",$0 ,"$18,731,021 ","$4,178,273 ","$939,405 "
Delaware State University,130934,2008,Football Championship Subdivision,,"$16,202,063 ",$0 ,"$898,727 ","$142,094 ","$177,244 ","$240,271 ","$2,392,715 ","$1,051,061 ","$3,521,897 ","$2,489,111 ","$5,288,943 ","$16,202,063 ","$65,265 ","$71,258 ","$165,768 ","$915,205 ","$502,294 ","$179,706 ","$14,302,568 ",$0 ,"$14,302,568 ","$4,286,264 ","$1,128,358 "
Delaware State University,130934,2009,Football Championship Subdivision,,"$15,617,466 ",$0 ,"$1,243,887 ","$225,689 ","$86,701 ","$220,955 ","$1,662,339 ","$1,411,930 ","$3,179,244 ","$2,356,034 ","$5,230,687 ","$15,617,466 ","$56,379 ","$104,341 ","$57,944 ","$1,064,995 ","$570,665 ","$152,199 ","$13,610,943 ",$0 ,"$13,610,943 ","$3,693,808 ","$804,178 "
Delaware State University,130934,2010,Football Championship Subdivision,,"$15,094,525 ",$0 ,"$1,374,068 ","$197,734 ","$231,141 ","$196,265 ","$1,507,297 ","$901,364 ","$3,147,660 ","$2,257,827 ","$5,281,169 ","$15,099,976 ","$116,431 ","$218,705 ","$42,247 ","$1,215,030 ","$594,847 ","$52,298 ","$12,860,418 ",$0 ,"$12,860,418 ","$3,830,181 ","$940,790 "
Delaware State University,130934,2011,Football Championship Subdivision,,"$13,317,286 ",$0 ,"$1,260,121 ","$167,480 ","$12,404 ","$174,070 ","$1,394,446 ","$847,381 ","$2,820,906 ","$1,997,683 ","$4,642,794 ","$13,357,467 ","$142,552 ","$298,661 ","$107,545 ","$686,073 ","$808,333 ","$87,395 ","$11,226,909 ",$0 ,"$11,226,909 ","$2,971,787 ","$754,175 "
Delaware State University,130934,2012,Football Championship Subdivision,,"$13,551,086 ",$0 ,"$1,416,356 ","$125,443 ","$45,473 ","$231,464 ","$1,065,922 ","$882,363 ","$3,395,846 ","$1,790,821 ","$4,597,398 ","$13,598,645 ","$166,707 ","$65,652 ","$48,259 ","$403,507 ","$924,746 ","$89,144 ","$11,900,630 ",$0 ,"$11,900,630 ","$3,037,304 ","$997,370 "
Delaware State University,130934,2013,Football Championship Subdivision,,"$13,080,483 ",$0 ,"$1,344,974 ","$151,298 ","$10,303 ","$195,870 ","$1,121,589 ","$1,032,824 ","$3,162,920 ","$1,983,422 ","$4,077,284 ","$13,431,026 ","$88,538 ","$93,009 ","$107,132 ","$956,707 ","$665,827 ","$69,278 ","$11,450,535 ",$0 ,"$11,450,535 ","$3,094,965 ","$955,735 "
Delaware State University,130934,2014,Football Championship Subdivision,,"$13,222,454 ",$0 ,"$1,093,555 ","$166,639 ","$7,857 ","$206,935 ","$1,365,347 ","$945,577 ","$3,199,453 ","$2,068,464 ","$4,168,627 ","$13,243,605 ","$98,461 ","$5,677 ","$24,342 ","$915,680 ","$494,302 ","$134,265 ","$11,570,879 ",$0 ,"$11,570,879 ","$3,217,347 ","$911,054 "
Delaware State University,130934,2015,Football Championship Subdivision,,"$12,609,295 ",$0 ,"$1,218,234 ","$173,970 ","$3,544 ","$118,203 ","$1,326,144 ","$996,741 ","$3,018,374 ","$1,957,920 ","$3,796,165 ","$12,609,295 ","$68,735 ","$60,948 ","$124,599 ","$937,682 ","$659,596 ","$176,811 ","$10,580,923 ",$0 ,"$10,580,923 ","$3,100,206 ","$961,016 "
Delaware State University,130934,2016,Football Championship Subdivision,,"$14,740,360 ",$0 ,"$1,177,920 ","$167,601 ","$32,500 ","$91,560 ","$1,597,858 ","$2,578,716 ","$2,815,698 ","$2,512,004 ","$3,766,503 ","$14,102,202 ","$92,421 ","$130,500 ","$83,296 ","$1,201,471 ","$811,992 ","$111,934 ","$11,670,588 ",$0 ,"$11,670,588 ","$3,478,475 ","$838,436 "
Delaware State University,130934,2017,Football Championship Subdivision,,"$13,663,806 ",$0 ,"$1,747,207 ","$248,013 ","$7,000 ","$131,737 ","$1,550,382 ","$1,045,076 ","$3,158,126 ","$2,025,007 ","$3,751,258 ","$12,674,589 ","$59,178 ","$33,918 ","$239,777 ","$1,220,880 ","$1,339,147 ","$156,767 ","$9,624,922 ",$0 ,"$9,624,922 ","$3,393,113 ","$1,044,220 "
Delaware State University,130934,2018,Football Championship Subdivision,,"$14,615,460 ",$0 ,"$900,778 ","$270,420 ","$6,000 ","$86,901 ","$1,369,755 ","$1,249,884 ","$3,033,778 ","$2,140,139 ","$5,557,805 ","$14,615,460 ","$41,441 ","$122,403 ","$300,642 ","$1,657,500 ","$665,527 ","$113,695 ","$11,714,252 ",$0 ,"$11,714,252 ","$3,677,351 ","$986,083 "
East Carolina University,198464,2005,Football Bowl Subdivision,Conference USA,"$26,746,076 ",$0 ,"$3,259,991 ","$283,362 ","$820,319 ","$429,491 ","$3,261,660 ","$4,052,481 ","$4,525,206 ","$4,841,339 ","$5,272,229 ","$25,965,900 ","$1,632,724 ","$944,046 ","$4,724,537 ","$2,237,434 ","$2,103,657 ","$3,666,692 ","$2,467,016 ","$8,189,793 ","$10,656,810 ","$7,224,941 ","$1,978,658 "
East Carolina University,198464,2006,Football Bowl Subdivision,Conference USA,"$27,948,605 ",$0 ,"$3,322,657 ","$607,293 ","$345,858 ","$423,652 ","$3,656,978 ","$4,563,751 ","$4,417,795 ","$4,881,268 ","$5,729,353 ","$26,987,789 ","$2,006,767 ","$1,261,712 ","$4,909,257 ","$430,388 ","$3,226,333 ","$3,661,379 ","$2,550,310 ","$8,941,644 ","$11,491,954 ","$7,229,639 ","$1,733,560 "
East Carolina University,198464,2007,Football Bowl Subdivision,Conference USA,"$28,860,847 ",$0 ,"$2,505,450 ","$680,411 ","$656,557 ","$369,376 ","$4,146,218 ","$4,808,081 ","$4,519,251 ","$5,772,192 ","$5,403,310 ","$29,119,822 ","$1,815,756 ","$974,042 ","$4,852,949 ","$412,084 ","$3,251,058 ","$5,524,172 ","$2,316,386 ","$9,973,376 ","$12,289,762 ","$8,076,667 ","$2,049,141 "
East Carolina University,198464,2008,Football Bowl Subdivision,Conference USA,"$30,795,020 ",$0 ,"$3,026,927 ","$373,350 ","$1,162,929 ","$389,717 ","$5,136,759 ","$4,634,699 ","$4,920,807 ","$6,203,576 ","$4,946,257 ","$32,626,470 ","$2,018,600 ","$1,028,087 ","$4,827,864 ","$788,124 ","$3,968,114 ","$6,555,535 ","$2,500,823 ","$10,939,323 ","$13,440,146 ","$9,418,535 ","$2,207,816 "
East Carolina University,198464,2009,Football Bowl Subdivision,Conference USA,"$33,094,013 ",$0 ,"$3,305,356 ","$444,660 ","$307,231 ","$425,831 ","$5,452,417 ","$4,739,223 ","$6,982,197 ","$6,422,418 ","$5,014,678 ","$35,781,926 ","$2,084,476 ","$1,237,257 ","$5,349,509 ","$2,829,954 ","$4,079,345 ","$6,232,600 ","$2,458,048 ","$11,510,736 ","$13,968,785 ","$10,154,131 ","$3,738,990 "
East Carolina University,198464,2010,Football Bowl Subdivision,Conference USA,"$33,541,480 ",$0 ,"$3,233,151 ","$505,982 ","$352,765 ","$489,359 ","$5,357,634 ","$4,074,529 ","$7,118,200 ","$6,631,293 ","$5,778,567 ","$35,530,132 ","$2,071,151 ","$1,113,964 ","$4,887,619 ","$535,306 ","$4,906,061 ","$6,756,025 ","$3,767,048 ","$11,492,958 ","$15,260,006 ","$10,724,602 ","$3,611,917 "
East Carolina University,198464,2011,Football Bowl Subdivision,Conference USA,"$34,379,347 ",$0 ,"$3,241,527 ","$415,880 ","$502,818 ","$502,082 ","$5,042,896 ","$4,995,981 ","$6,414,622 ","$7,050,148 ","$6,213,393 ","$36,329,701 ","$2,034,753 ","$1,347,615 ","$5,228,627 ","$550,032 ","$4,200,461 ","$8,547,275 ","$2,483,630 ","$11,937,308 ","$14,420,937 ","$9,746,766 ","$2,763,566 "
