Data,IPEDS ID,Year,NCAA Subdivision,FBS Conference,Total Expenses,Excess Transfers Back,Other Expenses,Medical,Competition Guarantees,Recruiting,Game Expenses and Travel,Facilities and Equipment,Coaches Compensation,Support and Admin Compensation w/Severance,Athletic Student Aid,Total Revenues,Other Revenue,"Corporate Sponsorship, Advertising, Licensing",Donor Contributions,Competition Guarantees,"NCAA/Conference Distributions, Media Rights, and Post-Season Football",Ticket Sales,Institutional/Government Support,Student Fees,Total Institutional/Government Support and Student Fees,Total Football Spending,Total Football Coaching Salaries
Southern Utah University,230603,2009,Football Championship Subdivision,,"$8,812,362 ",$0 ,"$827,131 ",$0 ,"$81,667 ","$158,599 ","$1,863,088 ","$1,005,169 ","$1,828,517 ","$809,067 ","$2,239,125 ","$9,239,251 ","$327,740 ","$172,740 ","$353,018 ","$502,306 ","$465,350 ","$159,417 ","$6,581,855 ","$676,825 ","$7,258,681 ","$2,093,581 ","$513,350 "
Southern Utah University,230603,2010,Football Championship Subdivision,,"$9,514,109 ",$0 ,"$1,057,719 ","$51,323 ","$50,356 ","$178,571 ","$1,819,621 ","$1,086,962 ","$1,915,975 ","$821,231 ","$2,532,351 ","$9,620,088 ","$430,554 ","$148,673 ","$509,305 ","$493,651 ","$562,036 ","$188,989 ","$6,536,300 ","$750,580 ","$7,286,880 ","$2,017,110 ","$517,695 "
Southern Utah University,230603,2011,Football Championship Subdivision,,"$10,204,754 ",$0 ,"$1,032,209 ","$145,059 ","$57,617 ","$159,367 ","$2,037,206 ","$1,193,683 ","$2,018,178 ","$951,829 ","$2,609,606 ","$9,922,564 ","$193,668 ","$187,575 ","$251,465 ","$628,989 ","$729,940 ","$199,638 ","$6,973,133 ","$758,156 ","$7,731,290 ","$2,121,905 ","$526,290 "
Southern Utah University,230603,2012,Football Championship Subdivision,,"$10,659,956 ",$0 ,"$820,651 ","$200,695 ","$137,882 ","$157,992 ","$2,008,211 ","$1,252,104 ","$2,259,692 ","$1,038,593 ","$2,784,137 ","$10,779,630 ","$175,301 ","$253,241 ","$226,208 ","$773,040 ","$861,577 ","$155,539 ","$7,583,634 ","$751,090 ","$8,334,724 ","$2,225,655 ","$561,000 "
Southern Utah University,230603,2013,Football Championship Subdivision,,"$10,961,949 ",$0 ,"$1,216,938 ","$154,383 ","$85,512 ","$200,154 ","$1,835,003 ","$1,276,572 ","$2,116,219 ","$1,110,347 ","$2,966,822 ","$11,453,134 ","$178,762 ","$196,265 ","$151,285 ","$1,165,743 ","$990,564 ","$239,578 ","$7,151,108 ","$1,379,828 ","$8,530,936 ","$2,404,534 ","$596,939 "
Southern Utah University,230603,2014,Football Championship Subdivision,,"$10,735,678 ",$0 ,"$960,734 ","$196,895 ","$87,543 ","$205,827 ","$1,974,946 ","$1,393,257 ","$2,382,819 ","$773,777 ","$2,759,880 ","$10,745,038 ","$225,919 ","$129,566 ","$199,067 ","$945,891 ","$1,042,468 ","$131,064 ","$6,784,714 ","$1,286,348 ","$8,071,063 ","$2,542,056 ","$631,574 "
Southern Utah University,230603,2015,Football Championship Subdivision,,"$10,695,815 ",$0 ,"$853,260 ","$179,664 ","$27,138 ","$177,005 ","$2,020,007 ","$1,565,045 ","$2,179,472 ","$1,145,397 ","$2,548,826 ","$11,179,220 ","$187,462 ","$157,523 ","$359,851 ","$1,029,223 ","$1,086,097 ","$124,217 ","$6,955,138 ","$1,279,710 ","$8,234,848 ","$2,442,800 ","$691,891 "
Southern Utah University,230603,2016,Football Championship Subdivision,,"$11,528,223 ",$0 ,"$961,789 ","$227,141 ","$76,200 ","$229,012 ","$1,949,714 ","$1,616,773 ","$2,342,590 ","$1,507,847 ","$2,617,157 ","$11,275,157 ","$26,074 ","$178,210 ","$679,119 ","$658,464 ","$715,476 ","$129,416 ","$7,401,257 ","$1,487,141 ","$8,888,398 ","$2,612,394 ","$765,089 "
Southern Utah University,230603,2017,Football Championship Subdivision,,"$13,080,062 ",$0 ,"$1,281,565 ","$195,617 ","$23,292 ","$239,858 ","$2,019,440 ","$1,982,001 ","$2,595,661 ","$1,785,063 ","$2,957,565 ","$13,143,866 ","$60,341 ","$420,692 ","$435,669 ","$1,232,000 ","$1,911,189 ","$176,358 ","$7,422,036 ","$1,485,581 ","$8,907,617 ","$2,712,066 ","$767,390 "
Southern Utah University,230603,2018,Football Championship Subdivision,,"$15,462,201 ",$0 ,"$1,431,772 ","$234,078 ","$22,205 ","$222,013 ","$2,305,233 ","$1,896,166 ","$2,725,526 ","$1,874,125 ","$4,751,083 ","$14,770,661 ","$53,777 ","$572,267 ","$463,091 ","$968,800 ","$907,301 ","$222,699 ","$10,042,808 ","$1,539,918 ","$11,582,726 ","$3,497,874 ","$863,685 "
Stephen F Austin State University,228431,2005,Football Championship Subdivision,,"$10,758,642 ",$0 ,"$1,143,904 ",$0 ,"$103,571 ","$258,416 ","$754,796 ","$2,740,851 ","$2,198,207 ","$1,406,036 ","$2,152,860 ","$10,616,616 ","$290,083 ",$0 ,"$523,286 ","$110,607 ","$266,049 ","$277,425 ","$7,546,592 ","$1,602,574 ","$9,149,166 ","$2,192,539 ","$864,645 "
Stephen F Austin State University,228431,2006,Football Championship Subdivision,,"$13,112,657 ",$0 ,"$487,419 ","$298,786 ","$105,365 ","$204,638 ","$1,201,824 ","$4,372,347 ","$2,291,835 ","$1,644,796 ","$2,505,649 ","$13,884,373 ","$190,083 ",$0 ,"$560,671 ","$119,056 ","$285,064 ","$267,109 ","$10,909,898 ","$1,552,491 ","$12,462,390 ","$2,197,678 ","$750,901 "
Stephen F Austin State University,228431,2007,Football Championship Subdivision,,"$13,534,987 ",$0 ,"$975,746 ","$302,390 ","$157,425 ","$194,301 ","$1,033,304 ","$3,791,843 ","$2,482,737 ","$1,736,551 ","$2,860,689 ","$13,639,843 ","$247,946 ","$200,724 ","$812,802 ","$682,949 ","$293,653 ","$282,215 ","$9,636,745 ","$1,482,809 ","$11,119,554 ","$2,880,145 ","$777,519 "
Stephen F Austin State University,228431,2008,Football Championship Subdivision,,"$13,505,053 ",$0 ,"$310,335 ","$263,339 ","$104,117 ","$225,315 ","$1,364,255 ","$3,759,243 ","$2,725,546 ","$1,705,302 ","$3,047,601 ","$13,465,890 ","$234,590 ","$312,456 ","$554,308 ","$226,850 ","$400,202 ","$277,725 ","$10,031,772 ","$1,427,987 ","$11,459,759 ","$2,596,632 ","$859,355 "
Stephen F Austin State University,228431,2009,Football Championship Subdivision,,"$14,168,117 ",$0 ,"$236,767 ","$209,164 ","$191,966 ","$249,562 ","$1,240,675 ","$4,119,919 ","$2,713,861 ","$1,781,910 ","$3,424,294 ","$13,767,371 ","$231,277 ","$203,849 ","$1,054,282 ","$491,119 ","$485,322 ","$234,568 ","$9,618,494 ","$1,448,461 ","$11,066,955 ","$2,865,041 ","$857,237 "
Stephen F Austin State University,228431,2010,Football Championship Subdivision,,"$15,213,068 ",$0 ,"$24,509 ","$57,998 ","$137,584 ","$257,988 ","$1,345,380 ","$5,702,169 ","$2,959,969 ","$1,843,439 ","$2,884,033 ","$15,117,163 ","$284,249 ","$257,799 ","$523,402 ","$412,751 ","$484,561 ","$308,484 ","$11,435,959 ","$1,409,958 ","$12,845,917 ","$2,847,216 ","$924,422 "
Stephen F Austin State University,228431,2011,Football Championship Subdivision,,"$15,449,190 ",$0 ,"$12,292 ","$62,986 ","$253,478 ","$241,338 ","$1,359,198 ","$5,481,685 ","$2,929,095 ","$1,866,733 ","$3,242,385 ","$15,328,737 ","$208,682 ","$352,471 ","$639,218 ","$634,857 ","$470,729 ","$335,033 ","$11,320,937 ","$1,366,810 ","$12,687,747 ","$3,198,770 ","$1,000,345 "
Stephen F Austin State University,228431,2012,Football Championship Subdivision,,"$13,349,866 ",$0 ,"$16,447 ","$384,932 ","$156,699 ","$324,154 ","$1,203,173 ","$3,072,760 ","$2,916,206 ","$1,818,194 ","$3,457,301 ","$13,545,768 ","$310,598 ","$299,237 ","$482,415 ","$626,802 ","$554,923 ","$279,256 ","$9,653,437 ","$1,339,100 ","$10,992,537 ","$2,980,955 ","$969,653 "
Stephen F Austin State University,228431,2013,Football Championship Subdivision,,"$14,023,692 ",$0 ,"$18,725 ","$456,096 ","$134,192 ","$286,814 ","$1,505,570 ","$3,170,673 ","$3,045,753 ","$1,922,262 ","$3,483,606 ","$13,944,539 ","$326,178 ","$176,118 ","$371,012 ","$669,671 ","$570,792 ","$256,148 ","$10,254,852 ","$1,319,767 ","$11,574,619 ","$3,081,442 ","$956,298 "
Stephen F Austin State University,228431,2014,Football Championship Subdivision,,"$16,144,946 ",$0 ,"$200,613 ","$341,815 ","$323,737 ","$310,770 ","$1,892,923 ","$3,426,942 ","$3,420,916 ","$2,611,658 ","$3,615,572 ","$15,913,993 ","$232,723 ","$169,578 ","$400,247 ","$773,327 ","$519,611 ","$269,109 ","$12,250,699 ","$1,298,700 ","$13,549,398 ","$3,906,359 ","$1,045,183 "
Stephen F Austin State University,228431,2015,Football Championship Subdivision,,"$16,474,881 ",$0 ,"$25,953 ","$254,510 ","$184,802 ","$375,253 ","$1,893,724 ","$3,441,123 ","$4,083,543 ","$2,332,966 ","$3,883,006 ","$16,643,858 ","$194,700 ","$166,102 ","$881,524 ","$624,784 ","$635,793 ","$407,804 ","$12,435,991 ","$1,297,161 ","$13,733,152 ","$3,930,860 ","$1,160,856 "
Stephen F Austin State University,228431,2016,Football Championship Subdivision,,"$17,641,059 ",$0 ,"$231,128 ","$304,251 ","$181,433 ","$349,999 ","$1,825,914 ","$4,544,186 ","$3,952,216 ","$2,310,135 ","$3,941,797 ","$17,793,162 ","$539,605 ","$480,083 ","$604,336 ","$549,500 ","$668,942 ","$370,966 ","$13,298,730 ","$1,281,000 ","$14,579,730 ","$3,585,456 ","$1,176,415 "
Stephen F Austin State University,228431,2017,Football Championship Subdivision,,"$16,866,267 ",$0 ,"$225,505 ","$413,390 ","$115,250 ","$370,162 ","$1,946,644 ","$3,263,226 ","$3,880,697 ","$2,569,727 ","$4,081,666 ","$16,747,580 ","$287,802 ","$406,589 ","$461,189 ","$675,000 ","$782,172 ","$390,228 ","$13,744,600 ",$0 ,"$13,744,600 ","$3,622,825 ","$1,188,207 "
Stephen F Austin State University,228431,2018,Football Championship Subdivision,,"$17,102,778 ",$0 ,"$119,828 ","$275,194 ","$164,751 ","$352,523 ","$1,983,296 ","$3,451,550 ","$3,856,969 ","$2,691,968 ","$4,206,699 ","$17,486,183 ","$399,782 ","$440,582 ","$623,284 ","$571,231 ","$602,056 ","$365,266 ","$14,483,982 ",$0 ,"$14,483,982 ","$3,535,946 ","$1,167,568 "
Stony Brook University,196097,2005,Football Championship Subdivision,,"$21,653,325 ",$0 ,"$2,178,012 ","$91,693 ","$2,765 ","$311,353 ","$1,378,710 ","$6,875,990 ","$3,535,597 ","$4,288,616 ","$2,990,589 ","$21,924,913 ","$1,726,562 ","$671,652 ","$733,745 ","$108,149 ","$404,715 ","$174,069 ","$12,436,130 ","$5,669,891 ","$18,106,021 ","$1,099,529 ","$494,381 "
Stony Brook University,196097,2006,Football Championship Subdivision,,"$23,017,002 ",$0 ,"$2,442,795 ","$136,064 ",$0 ,"$418,967 ","$1,472,726 ","$7,559,074 ","$3,526,781 ","$4,573,901 ","$2,886,694 ","$22,558,851 ","$1,464,154 ","$592,773 ","$550,287 ","$229,183 ","$510,638 ","$159,765 ","$13,108,389 ","$5,943,662 ","$19,052,052 ","$1,458,190 ","$672,255 "
Stony Brook University,196097,2007,Football Championship Subdivision,,"$24,972,693 ",$0 ,"$2,659,061 ","$181,228 ","$1,736 ","$519,370 ","$1,618,581 ","$8,149,311 ","$4,056,006 ","$4,119,902 ","$3,667,499 ","$25,026,162 ","$1,235,390 ","$657,807 ","$1,142,577 ","$248,292 ","$380,078 ","$230,831 ","$14,849,477 ","$6,281,710 ","$21,131,187 ",$0 ,"$1,004,154 "
Stony Brook University,196097,2008,Football Championship Subdivision,,"$24,601,639 ",$0 ,"$2,673,109 ","$236,276 ","$8,775 ","$456,305 ","$1,635,559 ","$6,951,675 ","$3,985,372 ","$4,176,130 ","$4,478,438 ","$28,267,006 ","$1,366,049 ","$707,680 ","$1,107,897 ","$228,801 ","$512,592 ","$144,369 ","$17,651,730 ","$6,547,888 ","$24,199,618 ","$3,024,774 ","$922,052 "
Stony Brook University,196097,2009,Football Championship Subdivision,,"$26,239,321 ",$0 ,"$2,478,709 ","$187,130 ","$5,705 ","$382,650 ","$1,548,949 ","$7,309,871 ","$4,397,499 ","$4,911,904 ","$5,016,905 ","$26,969,062 ","$1,185,450 ","$688,079 ","$1,308,177 ","$200,251 ","$753,868 ","$165,123 ","$15,726,046 ","$6,942,068 ","$22,668,113 ","$3,767,101 ","$1,026,640 "
Stony Brook University,196097,2010,Football Championship Subdivision,,"$22,182,075 ",$0 ,"$2,186,468 ","$266,888 ","$4,953 ","$365,072 ","$2,071,238 ","$4,917,958 ","$3,071,740 ","$3,573,057 ","$5,724,701 ","$22,716,019 ","$1,112,609 ","$606,143 ","$989,553 ","$380,832 ","$1,264,324 ","$160,368 ","$10,884,098 ","$7,318,091 ","$18,202,190 ",,
Stony Brook University,196097,2011,Football Championship Subdivision,,"$22,947,870 ",$0 ,"$2,292,051 ","$244,368 ","$32,543 ","$369,913 ","$1,874,460 ","$5,432,151 ","$3,259,069 ","$3,566,295 ","$5,877,019 ","$25,967,225 ","$1,110,923 ","$659,260 ","$3,161,291 ","$548,431 ","$1,147,830 ","$254,138 ","$11,307,056 ","$7,778,294 ","$19,085,350 ","$3,729,333 ","$804,172 "
Stony Brook University,196097,2012,Football Championship Subdivision,,"$24,958,856 ",$0 ,"$2,453,246 ","$316,080 ","$30,106 ","$422,849 ","$2,540,784 ","$5,950,176 ","$3,522,822 ","$3,673,339 ","$6,049,455 ","$27,114,850 ","$1,325,902 ","$604,882 ","$3,508,043 ","$842,556 ","$1,685,303 ","$238,947 ","$11,389,913 ","$7,519,303 ","$18,909,216 ","$4,086,883 ","$840,330 "
Stony Brook University,196097,2013,Football Championship Subdivision,,"$25,905,580 ",$0 ,"$3,089,559 ","$235,742 ","$81,391 ","$408,870 ","$1,762,250 ","$6,390,407 ","$3,714,354 ","$3,636,487 ","$6,586,520 ","$25,882,501 ","$966,800 ","$343,237 ","$1,744,313 ","$729,910 ","$1,400,535 ","$315,450 ","$12,733,262 ","$7,648,993 ","$20,382,255 ","$4,533,124 ","$979,494 "
Stony Brook University,196097,2014,Football Championship Subdivision,,"$27,306,690 ",$0 ,"$3,331,454 ","$270,177 ","$95,299 ","$284,466 ","$2,068,817 ","$6,491,440 ","$3,576,992 ","$4,371,723 ","$6,816,322 ","$27,884,805 ","$979,425 ","$512,879 ","$562,730 ","$631,608 ","$1,227,411 ","$350,797 ","$15,733,615 ","$7,886,340 ","$23,619,955 ","$4,443,922 ","$947,856 "
Stony Brook University,196097,2015,Football Championship Subdivision,,"$28,496,625 ",$0 ,"$3,358,565 ","$309,422 ","$110,375 ","$444,400 ","$2,619,603 ","$7,013,206 ","$3,987,507 ","$3,821,711 ","$6,831,835 ","$29,470,469 ","$981,123 ","$997,879 ","$871,547 ","$671,364 ","$1,216,115 ","$564,082 ","$15,773,675 ","$8,394,683 ","$24,168,358 ","$5,027,866 ","$1,113,013 "
Stony Brook University,196097,2016,Football Championship Subdivision,,"$30,968,765 ",$0 ,"$2,389,881 ","$155,500 ","$148,000 ","$434,308 ","$2,838,874 ","$9,511,165 ","$4,101,423 ","$4,311,251 ","$7,078,363 ","$31,692,805 ","$793,216 ","$788,946 ","$680,296 ","$540,356 ","$1,472,072 ","$610,624 ","$18,216,785 ","$8,590,510 ","$26,807,295 ","$5,504,374 ","$1,213,461 "
Stony Brook University,196097,2017,Football Championship Subdivision,,"$31,339,766 ",$0 ,"$2,045,681 ","$354,593 ","$96,500 ","$398,206 ","$2,688,947 ","$9,501,454 ","$4,222,955 ","$4,573,703 ","$7,457,727 ","$32,458,520 ","$756,131 ","$806,240 ","$824,516 ","$558,250 ","$1,907,143 ","$806,290 ","$18,072,995 ","$8,726,955 ","$26,799,950 ","$5,649,768 ","$1,217,620 "
Stony Brook University,196097,2018,Football Championship Subdivision,,"$32,446,694 ",$0 ,"$1,913,825 ","$367,541 ","$202,500 ","$476,532 ","$3,489,375 ","$9,885,389 ","$4,178,152 ","$4,115,921 ","$7,817,459 ","$32,333,013 ","$681,941 ","$989,382 ","$1,378,537 ","$751,000 ","$1,589,471 ","$822,197 ","$17,220,332 ","$8,900,153 ","$26,120,485 ","$7,055,069 ","$1,188,574 "
Tennessee State University,221838,2005,Football Championship Subdivision,,"$9,334,683 ",$0 ,"$1,656,382 ","$161,646 ","$806,322 ","$206,521 ","$679,918 ","$703,432 ","$1,377,047 ","$1,397,693 ","$2,345,722 ","$8,834,289 ","$249,924 ","$144,598 ","$362,140 ","$806,322 ","$209,060 ","$1,102,833 ","$4,775,272 ","$1,184,140 ","$5,959,412 ","$2,645,696 ","$541,014 "
Tennessee State University,221838,2006,Football Championship Subdivision,,"$9,904,215 ",$0 ,"$585,552 ","$228,302 ","$77,791 ","$249,149 ","$1,057,198 ","$1,396,853 ","$1,938,787 ","$1,743,732 ","$2,626,850 ","$9,904,215 ","$516,272 ","$2,218 ","$268,545 ","$794,247 ","$294,163 ","$1,013,101 ","$5,299,508 ","$1,716,160 ","$7,015,669 ","$3,288,015 ","$807,430 "
Tennessee State University,221838,2007,Football Championship Subdivision,,"$10,138,668 ",$0 ,"$631,941 ","$229,375 ","$131,219 ","$214,545 ","$1,226,492 ","$1,409,311 ","$2,049,941 ","$1,693,558 ","$2,552,287 ","$10,138,668 ","$245,177 ","$271,055 ","$136,579 ","$742,545 ","$302,992 ","$1,171,127 ","$5,605,263 ","$1,663,929 ","$7,269,192 ","$3,442,370 ","$862,527 "
Tennessee State University,221838,2008,Football Championship Subdivision,,"$10,532,992 ",$0 ,"$497,829 ","$301,128 ","$186,575 ","$176,240 ","$1,085,075 ","$1,713,406 ","$2,222,616 ","$1,623,275 ","$2,726,849 ","$10,532,992 ","$293,197 ","$275,444 ","$119,091 ","$569,545 ","$321,882 ","$1,083,064 ","$6,075,504 ","$1,795,264 ","$7,870,768 ","$3,599,765 ","$909,630 "
Tennessee State University,221838,2009,Football Championship Subdivision,,"$9,914,473 ",$0 ,"$497,953 ","$252,238 ","$92,854 ","$145,755 ","$716,289 ","$1,855,380 ","$2,228,795 ","$1,585,264 ","$2,539,944 ","$9,914,473 ","$217,429 ","$324,587 ","$211,781 ","$454,271 ","$326,664 ","$1,080,754 ","$5,468,443 ","$1,830,543 ","$7,298,986 ","$3,143,679 ","$882,954 "
Tennessee State University,221838,2010,Football Championship Subdivision,,"$10,575,202 ",$0 ,"$610,187 ","$164,126 ","$1,651 ","$182,788 ","$1,158,908 ","$1,902,343 ","$2,172,180 ","$1,446,586 ","$2,936,432 ","$10,575,202 ","$246,623 ","$194,790 ","$231,329 ","$973,892 ","$353,089 ","$760,569 ","$6,123,891 ","$1,691,020 ","$7,814,911 ","$3,621,824 ","$896,822 "
Tennessee State University,221838,2011,Football Championship Subdivision,,"$11,437,289 ",$0 ,"$594,955 ","$209,409 ","$94,962 ","$181,181 ","$1,188,490 ","$2,285,501 ","$2,232,144 ","$1,733,824 ","$2,916,822 ","$11,657,541 ","$292,012 ","$315,271 ","$358,650 ","$1,360,864 ","$370,503 ","$556,801 ","$6,347,740 ","$2,055,701 ","$8,403,441 ","$3,848,282 ","$883,131 "
Tennessee State University,221838,2012,Football Championship Subdivision,,"$11,510,808 ",$0 ,"$611,946 ","$185,476 ","$88,855 ","$187,427 ","$897,692 ","$2,442,036 ","$2,287,540 ","$1,683,496 ","$3,126,339 ","$11,510,808 ","$373,256 ","$135,313 ","$351,088 ","$904,232 ","$443,625 ","$488,689 ","$6,637,828 ","$2,176,778 ","$8,814,607 ","$3,866,380 ","$990,362 "
Tennessee State University,221838,2013,Football Championship Subdivision,,"$12,868,582 ",$0 ,"$598,412 ","$201,217 ","$6,697 ","$177,278 ","$1,301,932 ","$3,587,193 ","$2,281,255 ","$1,735,138 ","$2,979,461 ","$13,089,672 ","$246,840 ","$182,835 ","$606,919 ","$832,453 ","$484,490 ","$709,700 ","$7,962,759 ","$2,063,677 ","$10,026,436 ","$3,688,742 ","$1,023,636 "
Tennessee State University,221838,2014,Football Championship Subdivision,,"$12,334,156 ",$0 ,"$589,703 ","$217,617 ","$87,695 ","$184,981 ","$1,422,262 ","$2,399,748 ","$2,516,435 ","$1,648,415 ","$3,267,301 ","$11,877,852 ","$252,404 ","$138,545 ","$384,208 ","$939,302 ","$855,190 ","$542,114 ","$6,736,701 ","$2,029,388 ","$8,766,089 ","$4,025,793 ","$1,043,103 "
Tennessee State University,221838,2015,Football Championship Subdivision,,"$12,993,195 ",$0 ,"$575,789 ","$182,410 ","$85,566 ","$220,505 ","$1,361,823 ","$2,906,449 ","$2,587,735 ","$1,730,663 ","$3,342,255 ","$12,828,914 ","$241,292 ","$103,354 ","$293,301 ","$740,605 ","$777,242 ","$610,067 ","$7,163,804 ","$2,899,249 ","$10,063,053 ","$4,035,779 ","$1,050,322 "
Tennessee State University,221838,2016,Football Championship Subdivision,,"$12,544,825 ",$0 ,"$567,544 ","$147,781 ","$89,000 ","$179,372 ","$1,123,828 ","$2,524,755 ","$2,638,376 ","$1,760,058 ","$3,514,111 ","$12,544,825 ","$144,509 ","$108,964 ","$334,731 ","$649,000 ","$745,043 ","$485,836 ","$7,214,272 ","$2,862,470 ","$10,076,742 ","$3,609,107 ","$1,043,165 "
Tennessee State University,221838,2017,Football Championship Subdivision,,"$12,481,256 ",$0 ,"$471,961 ","$177,409 ","$156,000 ","$166,989 ","$1,068,522 ","$2,576,290 ","$2,788,735 ","$1,712,450 ","$3,362,900 ","$12,481,256 ","$118,949 ","$79,834 ","$366,779 ","$1,012,500 ","$635,853 ","$432,698 ","$7,294,345 ","$2,540,298 ","$9,834,643 ","$3,602,350 ","$1,077,314 "
Tennessee State University,221838,2018,Football Championship Subdivision,,"$12,292,230 ",$0 ,"$515,970 ","$266,383 ","$48,500 ","$168,287 ","$1,117,593 ","$2,494,080 ","$2,797,531 ","$1,543,471 ","$3,340,415 ","$12,292,230 ","$352,608 ","$122,526 ","$446,276 ","$1,043,918 ","$469,376 ","$560,613 ","$6,791,953 ","$2,504,960 ","$9,296,913 ","$3,690,524 ","$1,167,267 "
Tennessee Technological University,221847,2005,Football Championship Subdivision,,"$7,846,208 ",$0 ,"$714,580 ","$213,893 ","$20,647 ","$137,636 ","$575,447 ","$152,238 ","$1,612,202 ","$1,102,820 ","$3,316,746 ","$7,651,518 ","$64,996 ","$18,742 ","$336,526 ","$402,487 ","$586,730 ","$367,223 ","$4,775,277 ","$1,099,537 ","$5,874,814 ","$1,893,605 ","$522,215 "
Tennessee Technological University,221847,2006,Football Championship Subdivision,,"$8,381,840 ",$0 ,"$421,735 ","$157,976 ","$37,205 ","$173,400 ","$686,818 ","$527,005 ","$1,636,842 ","$1,017,903 ","$3,722,956 ","$9,012,642 ","$98,602 ","$34,624 ","$1,320,592 ","$330,794 ","$588,131 ","$390,660 ","$4,699,725 ","$1,549,514 ","$6,249,239 ","$1,949,552 ","$520,891 "
Tennessee Technological University,221847,2007,Football Championship Subdivision,,"$8,729,092 ",$0 ,"$166,413 ","$202,632 ","$15,211 ","$185,360 ","$683,196 ","$1,455,108 ","$1,341,175 ","$1,016,444 ","$3,663,553 ","$8,731,197 ","$158,614 ","$174,962 ","$242,015 ","$365,783 ","$657,832 ","$373,082 ","$5,197,039 ","$1,561,869 ","$6,758,908 ","$2,121,273 ","$435,693 "
Tennessee Technological University,221847,2008,Football Championship Subdivision,,"$10,126,460 ",$0 ,"$1,087,420 ","$245,237 ","$62,552 ","$240,887 ","$768,481 ","$1,475,840 ","$1,276,902 ","$1,133,128 ","$3,836,012 ","$10,133,925 ","$208,687 ","$219,474 ","$492,835 ","$647,109 ","$662,847 ","$413,249 ","$4,897,628 ","$2,592,096 ","$7,489,724 ","$2,133,315 ","$394,066 "
Tennessee Technological University,221847,2009,Football Championship Subdivision,,"$10,789,331 ",$0 ,"$804,679 ","$262,122 ","$72,397 ","$189,319 ","$836,016 ","$1,836,157 ","$1,374,274 ","$1,249,224 ","$4,165,144 ","$10,794,832 ","$86,145 ","$280,329 ","$788,194 ","$891,621 ","$779,053 ","$384,082 ","$4,921,737 ","$2,663,670 ","$7,585,408 ","$2,352,920 ","$420,355 "
Tennessee Technological University,221847,2010,Football Championship Subdivision,,"$10,443,638 ",$0 ,"$449,187 ","$271,679 ","$81,956 ","$189,008 ","$857,514 ","$1,604,396 ","$1,397,273 ","$1,222,940 ","$4,369,683 ","$10,443,638 ","$96,260 ","$27,702 ","$335,472 ","$1,276,777 ","$699,336 ","$290,665 ","$5,011,621 ","$2,705,805 ","$7,717,425 ","$2,433,336 ","$449,243 "
Tennessee Technological University,221847,2011,Football Championship Subdivision,,"$11,417,332 ",$0 ,"$686,799 ","$223,446 ","$81,166 ","$184,456 ","$944,520 ","$1,996,435 ","$1,448,997 ","$1,328,284 ","$4,523,228 ","$11,417,332 ","$115,115 ","$30,195 ","$481,541 ","$1,140,823 ","$765,334 ","$307,832 ","$5,357,692 ","$3,218,801 ","$8,576,493 ","$2,529,562 ","$440,512 "
Tennessee Technological University,221847,2012,Football Championship Subdivision,,"$12,603,276 ",$0 ,"$1,208,057 ","$256,182 ","$47,277 ","$215,342 ","$1,016,890 ","$2,266,929 ","$1,571,885 ","$1,457,011 ","$4,563,704 ","$13,811,796 ","$466,118 ","$456,865 ","$414,323 ","$802,833 ","$919,964 ","$368,071 ","$6,609,867 ","$3,773,756 ","$10,383,623 ","$2,896,226 ","$532,346 "
Tennessee Technological University,221847,2013,Football Championship Subdivision,,"$13,475,588 ",$0 ,"$1,187,441 ","$306,384 ","$62,130 ","$216,511 ","$1,129,998 ","$2,479,021 ","$1,699,280 ","$1,748,179 ","$4,646,644 ","$14,929,447 ","$726,476 ","$463,421 ","$670,022 ","$754,456 ","$864,540 ","$318,658 ","$6,844,222 ","$4,287,651 ","$11,131,874 ","$3,044,088 ","$563,419 "
Tennessee Technological University,221847,2014,Football Championship Subdivision,,"$13,823,308 ",$0 ,"$1,210,067 ","$373,679 ","$39,890 ","$187,357 ","$1,280,619 ","$2,503,839 ","$1,762,358 ","$1,764,166 ","$4,701,332 ","$14,763,947 ","$755,125 ","$443,978 ","$391,274 ","$742,959 ","$785,625 ","$310,615 ","$6,983,018 ","$4,351,354 ","$11,334,371 ","$3,101,725 ","$595,200 "
Tennessee Technological University,221847,2015,Football Championship Subdivision,,"$14,193,224 ",$0 ,"$930,624 ","$403,869 ","$59,244 ","$304,705 ","$1,384,885 ","$2,034,502 ","$2,110,866 ","$2,070,841 ","$4,893,689 ","$14,836,563 ","$420,123 ","$439,024 ","$657,320 ","$693,411 ","$820,450 ","$302,313 ","$6,534,126 ","$4,969,795 ","$11,503,921 ","$3,278,226 ","$651,238 "
Tennessee Technological University,221847,2016,Football Championship Subdivision,,"$15,208,629 ",$0 ,"$1,027,737 ","$430,881 ","$48,992 ","$272,375 ","$1,280,492 ","$1,851,529 ","$2,347,743 ","$2,414,474 ","$5,534,406 ","$14,621,006 ","$359,244 ","$533,305 ","$604,337 ","$644,459 ","$828,320 ","$304,580 ","$6,656,105 ","$4,690,656 ","$11,346,761 ","$3,627,647 ","$854,965 "
