,Geographic Location,county,state,poverty_pct,med_income
3224,"Floral Park, NY", Nassau County, NY,5.8,"$69,212"
3225,"Midland City, AL", Dale County, AL,16.2,"$69,212"
3226,"Johnson, KS",Johnson County, KS,10.3,"$69,212"
3227,"Columbus, TX", Colorado County, TX,13.7,"$69,212"
3228,"Alma, GA", Bacon County, GA,22.8,"$69,212"
3229,"Broken Bow, OK", McCurtain County, OK,21.1,"$69,212"
3230,"Hamilton, MO",Hamilton County, MO,14.7,"$69,212"
3231,"Grand Island, NE", Hall County, NE,24.1,"$69,212"
3232,"Prescott, AZ", Yavapai County, AZ,13.2,"$69,212"
3233,"Natchitoches, LA", Natchitoches Parish, LA,32.8,"$69,212"
3234,"Canton, TX", Van Zandt County, TX,15.6,"$69,212"
3235,"Highland Park, TX", Dallas County, TX,14.2,"$69,212"
3236,"Payson, UT", Utah County, UT,9.4,"$69,212"
3237,"ROCHESTER, CA", San Bernardino County, CA,14.9,"$69,212"
3238,"Mendon, UT", Cache County, UT,12.9,"$69,212"
3239,"Lorton, VA", Fairfax County, VA,6.1,"$69,212"
3240,"Gilbert, IA", Story County, IA,18.9,"$69,212"
3241,"Monticello, IA", Jones County, IA,22.0,"$69,212"
3242,"Ashland, VA", Hanover County, VA,5.2,"$69,212"
3243,"Manasquan, NJ", Monmouth County, NJ,6.7,"$69,212"
3244,"Altavista, VA", Campbell County, VA,9.2,"$69,212"
3245,"Hamilton, GA", Harris County, GA,16.5,"$69,212"
3246,"Nyack, NY", Rockland County, NY,13.9,"$69,212"
3247,"Mount Pleasant, NC", Cabarrus County, NC,9.0,"$69,212"
3248,"Wilton, CT", Collier County, CT,10.6,"$69,212"
3249,"Seymour, WI", Outagamie County, WI,7.2,"$69,212"
3250,"Richfield, WI", Washington County, WI,4.5,"$69,212"
3251,"Brown Deer, WI",,,,"$69,212"
3252,"Guttenberg, IA", Clayton County, IA,9.4,"$69,212"
3253,"Golf, IL", Macon County, IL,18.1,"$69,212"
3254,"Eunice, LA", St. Landry Parish, LA,32.7,"$69,212"
3255,"Burkeville, TX", Newton County, TX,22.3,"$69,212"
3256,"Tylertown, MS", Walthall County, MS,23.4,"$69,212"
3257,"Marksville, LA", Avoyelles Parish, LA,27.4,"$69,212"
3258,"Hartwell, GA", Hart County, GA,22.2,"$69,212"
3259,"Sulphur Springs, TX", Hopkins County, TX,14.6,"$69,212"
3260,"Brockwell, AR", Izard County, AR,18.7,"$69,212"
3261,"Gordon, GA", Suffolk County, GA,7.3,"$69,212"
3262,"Inverness, FL", Citrus County, FL,15.2,"$69,212"
3263,"Livermore, CA", Alameda County, CA,9.0,"$69,212"
3264,"Prior Lake, MN", Scott County, MN,18.5,"$69,212"
3265,"Crescent, OK",Creek County, OK,14.0,"$69,212"
3266,"Spiro, OK", Le Flore County, OK,22.6,"$69,212"
3267,"Lavonia, GA", Franklin County, GA,13.4,"$69,212"
3268,"Lincoln, AL", Lancaster County, AL,12.3,"$69,212"
3269,"Hardy, AR",Hardy County, AR,12.9,"$69,212"
3270,"Blanchard, OK",,,,"$69,212"
3271,"Haynesville, LA", Claiborne Parish, LA,32.7,"$69,212"
3272,"Corning, AR", Clay County, AR,25.1,"$69,212"
3273,"Junction City, AR", Union County, AR,19.8,"$69,212"
3274,"Montgomery, NY", Orange County, NY,9.4,"$69,212"
3275,"Hatboro, PA", Montgomery County, PA,24.1,"$69,212"
3276,"Fort Atkinson, WI", Jefferson County, WI,8.1,"$69,212"
3277,"Fountain, CO",Fountain County, CO,11.2,"$69,212"
3278,"Benton Harbor, MI", Berrien County, MI,15.3,"$69,212"
3279,"Somerdale, NJ", Camden County, NJ,8.3,"$69,212"
3280,"Huntertown, IN", Allen County, IN,14.4,"$69,212"
3281,"Metamora, MI", Lapeer County, MI,10.1,"$69,212"
3282,"Baxter, IA", Jasper County, IA,19.2,"$69,212"
3283,"Temperance, MI", Monroe County, MI,13.2,"$69,212"
3284,"Norwalk, OH", Huron County, OH,11.1,"$69,212"
3285,"Coldwater, OH", Mercer County, OH,22.7,"$69,212"
3286,"Zephyrhills, FL", Pasco County, FL,12.6,"$69,212"
3287,"Newcastle, DE", Young County, DE,13.9,"$69,212"
3288,"West Seneca, NY", Erie County, NY,15.3,"$69,212"
3289,"Lovejoy, GA", Clayton County, GA,9.4,"$69,212"
3290,"York, PA",,,,"$69,212"
3291,"Norton Shores, MI", Muskegon County, MI,15.7,"$69,212"
3292,"Short Hills, NJ", Essex County, NJ,13.7,"$69,212"
3293,"Lowell, IN", Lake County, IN,36.5,"$69,212"
3294,"Armonk, NY", Westchester County, NY,8.3,"$69,212"
3295,"Conley, GA", Clayton County, GA,9.4,"$69,212"
3296,"Glen Head, NY", Nassau County, NY,5.8,"$69,212"
3297,"Inwood, NY", New York County, NY,15.6,"$69,212"
3298,"Dayton, NJ", Middlesex County, NJ,12.7,"$69,212"
3299,"Whitsett, NC", Guilford County, NC,15.4,"$69,212"
3300,"Shelbyville, KY", Shelby County, KY,20.6,"$69,212"
3301,"Sour Lake, TX", Hardin County, TX,12.4,"$69,212"
3302,"Edgewood, TX", Van Zandt County, TX,15.6,"$69,212"
3303,"Murphy, TX", Collin County, TX,6.4,"$69,212"
3304,"Satsuma, AL", Mobile County, AL,20.8,"$69,212"
3305,"Nokesville, VA", Prince William County, VA,6.4,"$69,212"
3306,"Glen Burnie, MD", Anne Arundel County, MD,7.0,"$69,212"
3307,"Pine Bush, NY", Orange County, NY,9.4,"$69,212"
3308,"Hamilton Square, NJ", Mercer County, NJ,22.7,"$69,212"
3309,"Comanche, TX",Comanche County, TX,16.4,"$69,212"
3310,"Waskom, TX", Harrison County, TX,16.7,"$69,212"
3311,"Arkadelphia, AR", Clark County, AR,11.9,"$69,212"
3312,"Bucksnort, AL", Marshall County, AL,13.9,"$69,212"
3313,"Seward, NE",Seward County, NE,7.2,"$69,212"
3314,"Horton, KS", Brown County, KS,8.6,"$69,212"
3315,"Ridgeley, WV", Mineral County, WV,14.5,"$69,212"
3316,"Jacobsburg, OH", Belmont County, OH,13.0,"$69,212"
3317,"Ooltewah, TN", Hamilton County, TN,14.7,"$69,212"
3318,"Scituate, MA", Plymouth County, MA,6.2,"$69,212"
3319,"Buffalo Grove, IL", Lake County, IL,36.5,"$69,212"
3320,"The Plains, OH", Athens County, OH,30.7,"$69,212"
3321,"Leawood, KS", Johnson County, KS,10.3,"$69,212"
3322,"Trinity, TX",Trinity County, TX,17.7,"$69,212"
3323,"Mayfield, KY", Graves County, KY,16.9,"$69,212"
3324,"Glasgow, KY", Barren County, KY,19.2,"$69,212"
3325,"Dunnville, KY", Casey County, KY,26.0,"$69,212"
3326,"Castaic, CA", Los Angeles County, CA,14.2,"$69,212"
3327,"Greenbelt, MD", Prince George's County, MD,8.3,"$69,212"
3328,"Cutler, OH", Washington County, OH,4.5,"$69,212"
3329,"Baldwin, MI", Lake County, MI,36.5,"$69,212"
3330,"Bremen, IN", Marshall County, IN,13.9,"$69,212"
3331,"South Bend, IN", Saint Joseph County, IN,,"$69,212"
3332,"Plainfield, IN", Hendricks County, IN,5.9,"$69,212"
3333,"Carpentersville, IL", Kane County, IL,10.5,"$69,212"
3334,"Watchung, NJ", Somerset County, NJ,12.0,"$69,212"
3335,"Mcsherrystown, PA", Adams County, PA,15.3,"$69,212"
3336,"Cumberland, MD", Allegany County, MD,17.0,"$69,212"
3337,"Minster, OH", Auglaize County, OH,6.9,"$69,212"
3338,"Old Hickory, TN", Davidson County, TN,15.4,"$69,212"
3339,"Danville, OH", Knox County, OH,20.4,"$69,212"
3340,"Richmond, IN", Wayne County, IN,20.9,"$69,212"
3341,"Lagrange, IL",LaGrange County, IL,,"$69,212"
3342,"Park Hills, KY", Kenton County, KY,10.4,"$69,212"
3343,"Goffstown, NH", Hillsborough County, NH,7.4,"$69,212"
3344,"Phoenix, NY", Oswego County, NY,16.1,"$69,212"
3345,"Franklin, MA", Norfolk County, MA,6.5,"$69,212"
3346,"Everett, MA", Middlesex County, MA,12.7,"$69,212"
3347,"Amherst, MA", Hampshire County, MA,20.0,"$69,212"
3348,"Wellesley, MA", Norfolk County, MA,6.5,"$69,212"
3349,"Allison Park, PA", Williamson County, PA,6.4,"$69,212"
3350,"Wellington, OH", Lorain County, OH,14.2,"$69,212"
3351,"Henderson, KY",Henderson County, KY,19.4,"$69,212"
3352,"Colquitt, GA",Colquitt County, GA,23.9,"$69,212"
3353,"Pine Mountain, GA", Harris County, GA,16.5,"$69,212"
3354,"Eureka, CA", Humboldt County, CA,11.9,"$69,212"
3355,"Lafayette, CA", Contra Costa County, CA,7.8,"$69,212"
3356,"Estero, FL", Lee County, FL,24.8,"$69,212"
3357,"Snohomish, WA", Snohomish County, WA,7.5,"$69,212"
3358,"Galveston, TX", Galveston County, TX,12.1,"$69,212"
3359,"Kilgore, TX", Gregg County, TX,15.1,"$69,212"
3360,"Harlingen, TX", Cameron County, TX,27.9,"$69,212"
3361,"Petersburg, VA",,,,"$69,212"
3362,"Roseland, VA", Nelson County, VA,12.3,"$69,212"
3363,"Union City, TN", Obion County, TN,17.7,"$69,212"
3364,"Blythe, GA", Richmond County, GA,15.9,"$69,212"
3365,"Pacolet, SC", Spartanburg County, SC,13.6,"$69,212"
3366,"East Cleveland, OH", Cuyahoga County, OH,17.9,"$69,212"
3367,"Haughton, LA", Bossier Parish, LA,14.4,"$69,212"
3368,"Magnolia, AR", Columbia County, AR,7.6,"$69,212"
3369,"Loreauville, LA", Iberia Parish, LA,24.1,"$69,212"
3370,"Pembroke, MA", Plymouth County, MA,6.2,"$69,212"
3371,"Marblehead, MA", Essex County, MA,13.7,"$69,212"
3372,"Cohasset, MA", Norfolk County, MA,6.5,"$69,212"
3373,"Manalapan, NJ", Monmouth County, NJ,6.7,"$69,212"
3374,"Mayfield, OH", Cuyahoga County, OH,17.9,"$69,212"
3375,"North Bellmore, NY", Nassau County, NY,5.8,"$69,212"
3376,"Roanoke Rapids, NC", Halifax County, NC,14.5,"$69,212"
3377,"Westerly, RI",,,,"$69,212"
3378,"Clifton Park, NY", Saratoga County, NY,6.3,"$69,212"
3379,"Bay Village, OH", Cuyahoga County, OH,17.9,"$69,212"
3380,"Englewood Cliffs, NJ", Bergen County, NJ,6.8,"$69,212"
3381,"Keyport, NJ", Monmouth County, NJ,6.7,"$69,212"
3382,"Green Brook, NJ", Somerset County, NJ,12.0,"$69,212"
3383,"Hoboken, NJ", Hudson County, NJ,14.3,"$69,212"
3384,"Fogelsville, PA", Lehigh County, PA,12.0,"$69,212"
3385,"Kalispell, MT", Flathead County, MT,11.2,"$69,212"
3386,"Whitehall, PA", Lehigh County, PA,12.0,"$69,212"
3387,"Bridgewater, MA", Plymouth County, MA,6.2,"$69,212"
3388,"Stewartsville, NJ",,,,"$69,212"
3389,"Quincy, MA", Norfolk County, MA,6.5,"$69,212"
3390,"North Yarmouth, ME", Cumberland County, ME,15.7,"$69,212"
3391,"Scarsdale, NY", Westchester County, NY,8.3,"$69,212"
3392,"Walnut Creek, CA", Contra Costa County, CA,7.8,"$69,212"
3393,"Glendora, NJ", Camden County, NJ,8.3,"$69,212"
3394,"Marysville, WA", Snohomish County, WA,7.5,"$69,212"
3395,"South Pasadena, CA", Los Angeles County, CA,14.2,"$69,212"
3396,"Elk Ridge, UT", Utah County, UT,9.4,"$69,212"
3397,"Mississauga, AB",,,,"$69,212"
3398,"Fishersville, VA", Augusta County, VA,9.0,"$69,212"
3399,"Greely, ON", East Baton Rouge Parish, ON,16.7,"$69,212"
3400,"Loudonville, NY", Albany County, NY,20.4,"$69,212"
3401,"Saratoga Springs, NY", Saratoga County, NY,6.3,"$69,212"
3402,"Tarboro, NC", Edgecombe County, NC,22.9,"$69,212"
3403,"Newland, NC", Avery County, NC,16.8,"$69,212"
3404,"Greensburg, PA", Westmoreland County, PA,16.4,"$69,212"
3405,"Mcdonald, PA", Washington County, PA,4.5,"$69,212"
3406,"Billings, MT", Yellowstone County, MT,10.9,"$69,212"
3407,"Okanogan, WA",Okanogan County, WA,17.0,"$69,212"
3408,"Iselin, NJ", Middlesex County, NJ,12.7,"$69,212"
3409,"Jewel Sumner, LA", Tangipahoa Parish, LA,17.9,"$69,212"
3410,"Cranberry Township, PA", Butler County, PA,8.7,"$69,212"
3411,"Baldwin, NY", Nassau County, NY,5.8,"$69,212"
3412,"Center Grove, IN", Franklin County, IN,13.4,"$69,212"
3413,"Clear Lake City, TX", Harris County, TX,16.5,"$69,212"
3414,"Celina, TX", Collin County, TX,6.4,"$69,212"
3415,"Apollo, PA", Armstrong County, PA,10.7,"$69,212"
3416,"Coraopolis, PA", Allegheny County, PA,11.7,"$69,212"
3417,"Homer Glen, IL", Will County, IL,6.4,"$69,212"
3418,"Moville, IA", Woodbury County, IA,13.8,"$69,212"
3419,"Humboldt, IA",Humboldt County, IA,11.9,"$69,212"
3420,"Forsyth, IL",Forsyth County, IL,16.4,"$69,212"
3421,"Marion, IA",Marion County, IA,16.6,"$69,212"
3422,"St. Catharines, ON",,,,"$69,212"
3423,"Greenwich, CT", Worcester County, CT,9.0,"$69,212"
3424,"Cypress, CA", Orange County, CA,9.4,"$69,212"
3425,"Dupont, WA", Pierce County, WA,8.5,"$69,212"
3426,"Menlo Park, CA", San Mateo County, CA,6.8,"$69,212"
3427,"Wenatchee, WA", Chelan County, WA,10.9,"$69,212"
3428,"Selah, WA", Yakima County, WA,16.5,"$69,212"
3429,"Hays, KS", Ellis County, KS,8.8,"$69,212"
3430,"Charleston, AR", Kanawha County, AR,17.1,"$69,212"
3431,"Dumas, AR", Desha County, AR,24.3,"$69,212"
3432,"Black Creek, WI", Outagamie County, WI,7.2,"$69,212"
3433,"Midway, NC", Davidson County, NC,15.4,"$69,212"
3434,"Beltsville, MD", Prince George's County, MD,8.3,"$69,212"
3435,"Hesston, KS", Harvey County, KS,10.4,"$69,212"
3436,"Lawrenceville, VA", Brunswick County, VA,22.5,"$69,212"
3437,"North Brunswick, NJ", Middlesex County, NJ,12.7,"$69,212"
3438,"Maplewood, NJ", Essex County, NJ,13.7,"$69,212"
3439,"Skillman, NJ", Somerset County, NJ,12.0,"$69,212"
3440,"Santa Cruz, CA",Santa Cruz County, CA,12.2,"$69,212"
3441,"Bothell, WA", King County, WA,9.2,"$69,212"
3442,"Franklinton, LA", Washington Parish, LA,24.6,"$69,212"
3443,"Los Fresnos, TX", Cameron County, TX,27.9,"$69,212"
3444,"Osceola, IN", Saint Joseph County, IN,,"$69,212"
3445,"Ripley, MS", Jackson County, MS,12.0,"$69,212"
3446,"Ridgeville, SC", Dorchester County, SC,11.0,"$69,212"
3447,"Vaughan, ON", Vanderburgh County, ON,15.1,"$69,212"
3448,"Kansas City, KS", Wyandotte County, KS,18.4,"$69,212"
3449,"Calhoun Falls, SC", Abbeville County, SC,19.1,"$69,212"
3450,"Rixey, AR", Pulaski County, AR,14.6,"$69,212"
3451,"Pelion, SC", Lexington County, SC,12.5,"$69,212"
3452,"Cozad, NE", Dawson County, NE,22.9,"$69,212"
3453,"Albion, NE", Boone County, NE,22.5,"$69,212"
3454,"Gretna, NE", Sarpy County, NE,5.7,"$69,212"
3455,"Baldwin City, KS", Douglas County, KS,11.7,"$69,212"
3456,"Wixom, MI", Oakland County, MI,8.2,"$69,212"
3457,"Coldspring, TX", San Jacinto County, TX,17.5,"$69,212"
3458,"New Boston, TX", Bowie County, TX,19.1,"$69,212"
3459,"Kaplan, LA", Vermilion Parish, LA,18.3,"$69,212"
3460,"Willow Street, PA", Lancaster County, PA,12.3,"$69,212"
3461,"Show Low, AZ", Navajo County, AZ,28.5,"$69,212"
3462,"Pukalani, HI", Maui County, HI,8.6,"$69,212"
3463,"Van Meter, IA", Dallas County, IA,14.2,"$69,212"
3464,"Montreal, WI", Iron County, WI,13.2,"$69,212"
3465,"Hickory Hills, IL", Cook County, IL,9.6,"$69,212"
3466,"Kersey, CO", Weld County, CO,10.5,"$69,212"
3467,"Mason City, IA", Cerro Gordo County, IA,10.4,"$69,212"
3468,"Waukon, IA", Allamakee County, IA,11.7,"$69,212"
3469,"Davenport, IA", Scott County, IA,18.5,"$69,212"
3470,"Somerset, NJ", Somerset County, NJ,12.0,"$69,212"
3471,"Westchester, CA", Los Angeles County, CA,14.2,"$69,212"
3472,"Santa Fe, TX", Galveston County, TX,12.1,"$69,212"
3473,"Red Springs, NC", Robeson County, NC,24.5,"$69,212"
3474,"Byhalia, MS", Marshall County, MS,13.9,"$69,212"
3475,"Chilliwack, BC", Bexar County, BC,17.2,"$69,212"
3476,"Blackstone, VA", Nottoway County, VA,22.4,"$69,212"
3477,"Cisco, TX", Eastland County, TX,18.7,"$69,212"
3478,"Hereford, TX", Deaf Smith County, TX,17.5,"$69,212"
3479,"Ashland, OH",Ashland County, OH,15.8,"$69,212"
3480,"Daniels, WV", Raleigh County, WV,20.7,"$69,212"
3481,"Waynesboro, GA", Burke County, GA,9.3,"$69,212"
3482,"Ringgold, VA", Pittsylvania County, VA,16.4,"$69,212"
3483,"Syracuse, UT",,,,"$69,212"
3484,"Canby, OR", Clackamas County, OR,7.3,"$69,212"
3485,"Ayden, NC", Pitt County, NC,23.2,"$69,212"
3486,"Morris Plains, NJ", Morris County, NJ,20.2,"$69,212"
3487,"Monroeville, PA", Allegheny County, PA,11.7,"$69,212"
3488,"Bordentown, NJ", Burlington County, NJ,6.2,"$69,212"
3489,"Elkins Park, PA", Randolph County, PA,19.4,"$69,212"
3490,"Paradis, LA", St. Charles Parish, LA,12.8,"$69,212"
3491,"Manchester, NH", Hillsborough County, NH,7.4,"$69,212"
3492,"Camp Lejeune, NC", Onslow County, NC,15.1,"$69,212"
3493,"Lake Junaluska, NC", Haywood County, NC,20.5,"$69,212"
3494,"Munster, IN", Lake County, IN,36.5,"$69,212"
3495,"Wenonah, NJ", Gloucester County, NJ,9.1,"$69,212"
3496,"Shaker Heights, OH", Cuyahoga County, OH,17.9,"$69,212"
3497,"Wyandotte, MI", Wayne County, MI,20.9,"$69,212"
3498,"Thorofare, NJ", Gloucester County, NJ,9.1,"$69,212"
3499,"Waterville, OH", Lucas County, OH,18.7,"$69,212"
3500,"Sultan, WA", Snohomish County, WA,7.5,"$69,212"
3501,"Inver Grove Heights, MN", Dakota County, MN,12.4,"$69,212"
3502,"Rock Valley, IA", Sioux County, IA,32.9,"$69,212"
3503,"Pelham, GA", Mitchell County, GA,21.4,"$69,212"
3504,"Midlothian, IL", Cook County, IL,9.6,"$69,212"
3505,"Dora, AL", Walker County, AL,26.1,"$69,212"
3506,"Whitesboro, TX", Grayson County, TX,18.4,"$69,212"
3507,"Oakland Park, FL", Broward County, FL,12.6,"$69,212"
3508,"Mullica Hill, NJ", Gloucester County, NJ,9.1,"$69,212"
3509,"Wauchula, FL", Hardee County, FL,27.0,"$69,212"
3510,"Alapaha, GA", Berrien County, GA,15.3,"$69,212"
3511,"Lancaster, PA",Lancaster County, PA,12.3,"$69,212"
3512,"Dubuque, IA", Dubuque County, IA,11.3,"$69,212"
3513,"Markham, IL", Cook County, IL,9.6,"$69,212"
3514,"Hastings, FL", St. Johns County, FL,6.6,"$69,212"
3515,"Princeton, TX", Collin County, TX,6.4,"$69,212"
3516,"Edinboro, PA", Erie County, PA,15.3,"$69,212"
3517,"West Milton, OH", Miami County, OH,7.9,"$69,212"
3518,"Holtville, CA", Imperial County, CA,21.4,"$69,212"
3519,"Mahwah, NJ", Bergen County, NJ,6.8,"$69,212"
3520,"Long Beach, NY", Nassau County, NY,5.8,"$69,212"
3521,"Dinuba, CA", Tulare County, CA,22.2,"$69,212"
3522,"Carpinteria, CA", Santa Barbara County, CA,12.6,"$69,212"
3523,"Fife, WA", Pierce County, WA,8.5,"$69,212"
3524,"Saratoga, CA", Santa Clara County, CA,7.3,"$69,212"
3525,"Indio, CA", Riverside County, CA,12.7,"$69,212"
3526,"Hesperia, CA", San Bernardino County, CA,14.9,"$69,212"
3527,"Arroyo Grande, CA", San Luis Obispo County, CA,12.7,"$69,212"
3528,"Floyd Dale, SC", Dale County, SC,16.2,"$69,212"
3529,"Fleming Island, FL", Clay County, FL,25.1,"$69,212"
3530,"Rochelle, GA", Wilcox County, GA,30.8,"$69,212"
3531,"Belle Chasse, LA", Plaquemines Parish, LA,15.5,"$69,212"
3532,"Bridge City, LA", Orange County, LA,9.4,"$69,212"
3533,"Red Oak, TX", Ellis County, TX,8.8,"$69,212"
3534,"Huron, OH",Huron County, OH,11.1,"$69,212"
3535,"Seminole, OK",Seminole County, OK,18.6,"$69,212"
3536,"Covington, OH", Miami County, OH,7.9,"$69,212"
3537,"Canal Winchester, OH", Franklin County, OH,13.4,"$69,212"
3538,"Tallmadge, OH", Summit County, OH,6.2,"$69,212"
3539,"Harvey, IL", Cook County, IL,9.6,"$69,212"
3540,"Stockton, IL", San Joaquin County, IL,14.3,"$69,212"
3541,"East Hartland, CT", Hartford County, CT,11.2,"$69,212"
3542,"Saugus, MA", Essex County, MA,13.7,"$69,212"
3543,"Lambertville, MI", Monroe County, MI,13.2,"$69,212"
3544,"Fruitport, MI", Muskegon County, MI,15.7,"$69,212"
3545,"Lapeer, MI",Lapeer County, MI,10.1,"$69,212"
3546,"Clay, AL", Allegheny County, AL,11.7,"$69,212"
3547,"Standish, MI", Arenac County, MI,15.9,"$69,212"
3548,"Westland, MI", Wayne County, MI,20.9,"$69,212"
3549,"Ferndale, MI", Oakland County, MI,8.2,"$69,212"
3550,"Ishpeming, MI", Marquette County, MI,10.8,"$69,212"
3551,"Seaford, NY", Nassau County, NY,5.8,"$69,212"
3552,"Clarendon Hills, IL", DuPage County, IL,6.6,"$69,212"
3553,"Brooksville, FL", Hernando County, FL,14.1,"$69,212"
3554,"New Galilee, PA", Beaver County, PA,9.4,"$69,212"
3555,"Saint Joseph, MO", Buchanan County, MO,27.6,"$69,212"
3556,"Gillette, WY", Essex County, WY,13.7,"$69,212"
3557,"Milton, FL", Santa Rosa County, FL,9.5,"$69,212"
3558,"Owens Cross Roads, AL", Madison County, AL,10.1,"$69,212"
3559,"Speedway, IN",,,,"$69,212"
3560,"Wiggins, CO", Morgan County, CO,10.8,"$69,212"
3561,"Manhattan, KS", Riley County, KS,20.7,"$69,212"
3562,"Placentia, CA", Orange County, CA,9.4,"$69,212"
3563,"Bedford, TX", Tarrant County, TX,12.1,"$69,212"
3564,"Larkspur, CO", Douglas County, CO,11.7,"$69,212"
3565,"Lomita, CA", Los Angeles County, CA,14.2,"$69,212"
3566,"Cleveland, TX", Liberty County, TX,15.1,"$69,212"
3567,"University Park, IL", Will County, IL,6.4,"$69,212"
3568,"Louisville, MS", Stark County, MS,14.4,"$69,212"
3569,"Mendenhall, MS", Simpson County, MS,19.8,"$69,212"
3570,"Cresson, TX", Hood County, TX,10.2,"$69,212"
3571,"Greenville, VA", Augusta County, VA,9.0,"$69,212"
3572,"Reading, OH", Hamilton County, OH,14.7,"$69,212"
3573,"Niagara Falls, NY", Niagara County, NY,13.0,"$69,212"
3574,"Barton, AR", Phillips County, AR,15.2,"$69,212"
3575,"Troy, NC", Montgomery County, NC,24.1,"$69,212"
3576,"Hazlet, NJ", Monmouth County, NJ,6.7,"$69,212"
3577,"Allentown, NJ", Monmouth County, NJ,6.7,"$69,212"
3578,"Charlotte Hall, MD", Saint Mary's County, MD,,"$69,212"
3579,"Horn Lake, MS", DeSoto County, MS,9.0,"$69,212"
3580,"Leland, NC", Brunswick County, NC,22.5,"$69,212"
3581,"Middletown, DE", New Castle County, DE,11.6,"$69,212"
3582,"Marks, MS", Quitman County, MS,37.6,"$69,212"
3583,"Ethel, LA", Attala County, LA,23.7,"$69,212"
3584,"Walker, LA",Walker County, LA,26.1,"$69,212"
3585,"Egg Harbor Township, NJ", Atlantic County, NJ,12.8,"$69,212"
3586,"Sylmar, CA", Los Angeles County, CA,14.2,"$69,212"
3587,"Muenster, TX", Cooke County, TX,14.8,"$69,212"
3588,"Palestine, TX", Anderson County, TX,19.8,"$69,212"
3589,"Bushland, TX", Potter County, TX,19.7,"$69,212"
3590,"Liberal, KS", Seward County, KS,7.2,"$69,212"
3591,"Mcminnville, OR", Yamhill County, OR,12.2,"$69,212"
3592,"Perry, FL", Taylor County, FL,10.3,"$69,212"
3593,"Eutaw, AL", Jefferson County, AL,8.1,"$69,212"
3594,"Waupaca, WI",Waupaca County, WI,10.4,"$69,212"
3595,"Curtice, OH",,,,"$69,212"
3596,"Lombard, IL", DuPage County, IL,6.6,"$69,212"
3597,"Buckner, KY", Oldham County, KY,13.0,"$69,212"
3598,"Dallas, NC", Gaston County, NC,14.2,"$69,212"
3599,"Stuarts Draft, VA", Augusta County, VA,9.0,"$69,212"
3600,"Blaine, MN", Anoka County, MN,5.6,"$69,212"
3601,"Cerritos, CA", Los Angeles County, CA,14.2,"$69,212"
3602,"Wagener, SC", Aiken County, SC,15.0,"$69,212"
3603,"Manning, SC", Scott County, SC,18.5,"$69,212"
3604,"New Berlin, NY", Chenango County, NY,15.1,"$69,212"
3605,"Miami Beach, FL", Miami-Dade County, FL,16.0,"$69,212"
3606,"Hortonville, WI", Outagamie County, WI,7.2,"$69,212"
3607,"Branford, CT", New Haven County, CT,11.6,"$69,212"
3608,"Fulton, MD", Howard County, MD,20.6,"$69,212"
3609,"Bunn, NC", Franklin County, NC,13.4,"$69,212"
3610,"New Smyrna Beach, FL", Volusia County, FL,13.2,"$69,212"
3611,"Barnesville, GA", Lamar County, GA,14.4,"$69,212"
3612,"Hummelstown, PA", Dauphin County, PA,13.2,"$69,212"
3613,"Munday, TX", Knox County, TX,20.4,"$69,212"
3614,"Hubert, NC", Onslow County, NC,15.1,"$69,212"
3615,"Peabody, MA", Essex County, MA,13.7,"$69,212"
